"PORT","SP","DATE","SAMPLEID","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","COMMENTS","CAS"
"Seward",142,"2022-05-17",,3,6,"F",41,1.3,,,,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,7,"F",47,2,9,,2,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,8,"M",50,2.3,,,,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,9,"M",38,0.9,8,8,2,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,10,"M",51,,31,32,2,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,11,"M",53,,,,,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,12,"M",51,,31,,2,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,13,"M",44,,8,8,2,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,14,"M",45,,,,,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,15,"M",44,,,,,,"Charter","STRIKER",475931,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,16,"F",45,,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,17,"F",43,1.4,8,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,18,"F",47,1.6,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,19,"F",43,1.2,9,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,20,"F",48,1.7,10,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,21,"F",46,1.7,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,22,"F",45,1.8,10,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,23,"F",42,1.2,9,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,24,"F",49,1.9,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,25,"F",44,1.8,8,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,26,"F",45,1.5,8,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,27,"F",44,1.6,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,28,"F",44,1.5,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,29,"M",37,0.8,7,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,30,"M",41,1.2,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,31,"M",42,1.3,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,32,"M",46,1.7,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,33,"M",54,2.9,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,34,"M",42,,8,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,35,"M",46,,9,9,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,36,"M",39,,8,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","1 OTO",
"Seward",142,"2022-05-17",,3,37,"M",52,,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",142,"2022-05-17",,3,38,"",42,1.4,,,,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Black","Pelagic","",
"Seward",145,"2022-05-17",,4,1,"F",59,3.8,38,,2,,"Charter","ARCTIC CAT",475932,,2022,5,17,,"Yelleye","Demersal","",
"Seward",173,"2022-05-17",,3,1,"M",39,,,,,,"Charter","STRIKER",475931,,2022,5,17,,"Dark","Pelagic","",
"Homer",145,"2022-05-19",205192271,1,1,"F",61,,38,38,2,,"Private","P5",515903,,2022,5,19,,"Yelleye","Demersal","",0
"Homer",145,"2022-05-19",205192272,1,2,"F",67,6.8,60,59,2,,"Private","P5",515903,,2022,5,19,,"Yelleye","Demersal","",0
"Homer",145,"2022-05-19",205192273,1,3,"M",43,1.6,19,19,2,,"Private","P5",515903,,2022,5,19,,"Yelleye","Demersal","",0
"Homer",145,"2022-05-19",205192274,1,4,"",51,,39,38,2,,"Private","P5",515903,,2022,5,19,,"Yelleye","Demersal","",0
"Homer",145,"2022-05-19",205192275,1,5,"M",52,3.5,25,25,2,,"Private","P5",515903,,2022,5,19,,"Yelleye","Demersal","",0
"Homer",145,"2022-05-19",205192276,1,6,"M",56,,25,24,2,,"Private","P5",515903,,2022,5,19,,"Yelleye","Demersal","",0
"Homer",145,"2022-05-19",205192277,1,7,"F",62,5,37,38,2,,"Private","P5",515903,,2022,5,19,,"Yelleye","Demersal","",0
"Homer",172,"2022-05-19",205192233,1,1,"F",33,0.9,,,,,"Private","P3",515907,,2022,5,19,,"Dusky","Pelagic","live eggs",0
"Homer",138,"2022-05-20",205202217,1,1,"M",31,0.7,,,,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Copper","Demersal","",0
"Homer",138,"2022-05-20",2052022111,1,2,"F",37,1.1,,,,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Copper","Demersal","",0
"Homer",142,"2022-05-20",205202215,1,1,"F",47,2,10,,2,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",205202216,1,2,"F",46,1.8,10,,2,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",205202218,1,3,"",43,1.5,8,,2,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",205202267,1,4,"F",47,1.9,9,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",205202268,1,5,"F",50,2.1,14,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",205202269,1,6,"F",46,1.8,10,10,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022610,1,7,"F",44,1.4,10,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022611,1,8,"M",43,1.7,8,9,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022612,1,9,"F",43,1.7,8,8,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022614,1,10,"F",49,2,12,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022615,1,11,"F",42,1.7,8,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022616,1,12,"F",45,1.9,8,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022617,1,13,"M",42,1.6,8,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022618,1,14,"F",50,2.1,14,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022619,1,15,"F",46,2.3,10,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022620,1,16,"M",41,1.4,8,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",142,"2022-05-20",2052022621,1,17,"F",45,1.8,10,,2,,"Charter","WEST CAPE",525901,,2022,5,20,,"Black","Pelagic","",0
"Homer",149,"2022-05-20",2052022613,1,1,"F",30,,,,,,"Charter","WEST CAPE",525901,,2022,5,20,,"China","Demersal","",0
"Homer",172,"2022-05-20",2052022110,2,1,"",31,0.7,,,,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Dusky","Pelagic","",0
"Homer",173,"2022-05-20",205202219,1,1,"",35,0.9,,,,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Dark","Pelagic","",0
"Homer",173,"2022-05-20",2052022112,1,2,"",31,0.7,,,,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Dark","Pelagic","",0
"Homer",173,"2022-05-20",2052022113,1,3,"M",32,0.8,,,,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Dark","Pelagic","",0
"Homer",173,"2022-05-20",2052022114,1,4,"F",36,1.1,,,,,"Charter","AMPHITRITE",515907,,2022,5,20,,"Dark","Pelagic","",0
"Valdez",138,"2022-05-20",,1,1,"F",39,1.4,,,,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Copper","Demersal","",
"Valdez",138,"2022-05-20",,1,2,"M",41,,,,,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Copper","Demersal","",
"Valdez",138,"2022-05-20",,1,3,"M",44,1.8,,,,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Copper","Demersal","",
"Valdez",142,"2022-05-20",,1,1,"M",44,1.9,8,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","BROKEN OTOLITHS",
"Valdez",142,"2022-05-20",,1,2,"M",43,,9,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","NO WEIGHT",
"Valdez",142,"2022-05-20",,1,3,"M",48,,9,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","NO WEIGHT",
"Valdez",142,"2022-05-20",,1,4,"M",40,1.5,7,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","",
"Valdez",142,"2022-05-20",,1,5,"M",50,2.4,9,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","",
"Valdez",142,"2022-05-20",,1,6,"F",44,2,8,8,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","",
"Valdez",142,"2022-05-20",,1,7,"F",41,1.6,7,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","",
"Valdez",142,"2022-05-20",,1,8,"F",44,2,8,8,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","",
"Valdez",142,"2022-05-20",,1,9,"F",48,,9,9,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","NO WEIGHT",
"Valdez",142,"2022-05-20",,1,10,"F",44,,8,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","NO WEIGHT",
"Valdez",142,"2022-05-20",,1,11,"F",49,2.3,12,,2,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Black","Pelagic","",
"Valdez",145,"2022-05-20",,1,1,"M",49,,16,,2,,"Private","P1",466032,,2022,5,20,,"Yelleye","Demersal","",
"Valdez",145,"2022-05-20",,1,2,"M",56,3.5,27,,1,,"Private","P2",466100,,2022,5,20,,"Yelleye","Demersal","",
"Valdez",155,"2022-05-20",,1,1,"M",37,1.3,,,,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Yelltail","Pelagic","ONE OTOLITH",
"Valdez",173,"2022-05-20",,1,1,"F",35,1.7,,,,,"Charter","LENA CLAIRE",466032,,2022,5,20,,"Dark","Pelagic","",
"Seward",142,"2022-05-21",,4,1,"F",57,2.9,18,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,2,"F",48,1.9,13,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,3,"F",54,2.7,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,4,"F",53,2.6,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,5,"F",52,2.4,16,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,6,"F",47,1.8,13,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,7,"M",49,2,15,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,8,"M",50,2.2,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,9,"M",48,2.2,25,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,10,"M",48,2.1,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,11,"M",48,2,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,12,"M",50,2.3,25,,1,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,13,"M",45,1.6,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,14,"M",46,1.8,15,14,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,15,"M",51,2.1,32,31,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,16,"M",51,2.4,45,45,1,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,17,"M",49,,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,18,"M",,,,,,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","MISSING TAIL (NO LENGTH)",
"Seward",142,"2022-05-21",,4,19,"M",50,,31,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,20,"F",42,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,21,"F",41,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,22,"F",42,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,23,"F",37,,7,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,24,"F",39,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,25,"F",38,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","1 OTO",
"Seward",142,"2022-05-21",,4,26,"F",39,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,27,"F",37,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","1 OTO",
"Seward",142,"2022-05-21",,4,28,"F",37,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,29,"F",43,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,30,"F",36,,7,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","1 OTO",
"Seward",142,"2022-05-21",,4,31,"F",,,7,7,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","MISSING TAIL (NO LENGTH)",
"Seward",142,"2022-05-21",,4,32,"M",39,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,33,"M",47,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,34,"M",39,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","1 OTO",
"Seward",142,"2022-05-21",,4,35,"M",42,,9,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,36,"M",39,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,37,"M",39,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,38,"",42,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,39,"",36,,8,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,40,"",42,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,41,"F",46,,10,,2,,"Charter","LEGACY",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",142,"2022-05-21",,4,42,"M",41,1.1,,,,,"Charter","LEGACY",495938,,2022,5,21,,"Black","Pelagic","",
"Seward",145,"2022-05-21",,5,1,"F",59,4.7,31,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Yelleye","Demersal","",
"Seward",145,"2022-05-21",,5,2,"F",66,6,35,,2,,"Charter","OUTCAST",495938,,2022,5,21,,"Yelleye","Demersal","1 OTO",
"Seward",145,"2022-05-21",,5,3,"F",34,,11,,2,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Yelleye","Demersal","",
"Seward",145,"2022-05-21",,5,4,"M",54,,20,,2,,"Charter","LEGACY",495938,,2022,5,21,,"Yelleye","Demersal","",
"Seward",145,"2022-05-21",,5,5,"M",35,0.8,11,,2,,"Charter","LEGACY",495938,,2022,5,21,,"Yelleye","Demersal","",
"Seward",145,"2022-05-21",,5,6,"M",48,2.2,18,,2,,"Charter","LEGACY",495938,,2022,5,21,,"Yelleye","Demersal","",
"Seward",145,"2022-05-21",,5,7,"M",58,3.9,24,,2,,"Charter","LEGACY",495938,,2022,5,21,,"Yelleye","Demersal","",
"Seward",147,"2022-05-21",,4,1,"M",41,,,,,,"Charter","INTERCEPTOR",495938,,2022,5,21,,"Quill","Demersal","",
"Seward",147,"2022-05-21",,4,2,"F",41,,,,,,"Charter","LEGACY",495938,,2022,5,21,,"Quill","Demersal","",
"Seward",147,"2022-05-21",,4,3,"M",40,,,,,,"Charter","LEGACY",495938,,2022,5,21,,"Quill","Demersal","",
