"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Kodiak",142,2015-05-31,2,10,"F",48,NA,10,NA,2,"","Private","P4",525733,NA,2015,5,31,NA,"Black","Pelagic"
"Kodiak",142,2015-05-31,2,11,"M",51,NA,19,NA,2,"","Private","P4",525733,NA,2015,5,31,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,1,"M",51,NA,31,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,2,"F",54,NA,13,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,3,"M",50,NA,18,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,4,"M",54,NA,25,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,5,"F",50,NA,12,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,6,"F",52,NA,13,13,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,7,"F",50,NA,13,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,8,"F",52,NA,13,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,9,"M",49,NA,17,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,10,"F",50,NA,13,NA,2,"","Private","P2",525731,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-01,3,11,"M",52,2.4,19,NA,2,"","Private","P3",525733,NA,2015,6,1,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,1,"M",46,NA,12,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,2,"M",48,NA,13,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,3,"M",50,NA,35,NA,1,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,4,"M",46,NA,11,11,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,5,"F",48,NA,9,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,6,"F",48,NA,11,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,7,"F",51,NA,11,11,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,8,"M",46,NA,10,9,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,9,"M",53,NA,13,13,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,10,"F",50,NA,9,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,11,"M",49,NA,13,13,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,12,"F",57,NA,13,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,13,"M",54,NA,NA,NA,NA,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,14,"M",56,NA,13,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,15,"",47,NA,11,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,16,"M",47,NA,13,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,17,"F",44,NA,10,10,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,18,"M",56,NA,36,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,19,"F",50,NA,11,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,20,"M",53,NA,13,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,21,"M",63,NA,10,NA,1,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,22,"F",56,NA,13,13,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,23,"M",55,NA,29,30,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,24,"M",53,NA,17,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,25,"F",52,NA,10,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,26,"",46,NA,10,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-08,4,27,"M",50,NA,15,NA,2,"","Charter","U RASCAL",525731,NA,2015,6,8,NA,"Black","Pelagic"
"Kodiak",142,2015-06-12,5,1,"M",52,NA,36,NA,2,"","Private","P1",525733,NA,2015,6,12,NA,"Black","Pelagic"
"Kodiak",142,2015-06-12,5,2,"M",58,NA,36,NA,2,"","Private","P3",525733,NA,2015,6,12,NA,"Black","Pelagic"
"Kodiak",142,2015-06-12,5,3,"M",55,NA,24,NA,2,"","Private","P3",525733,NA,2015,6,12,NA,"Black","Pelagic"
"Kodiak",142,2015-06-12,5,4,"",52,NA,12,NA,2,"","Private","P3",525733,NA,2015,6,12,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,1,"M",52,NA,18,NA,2,"","Private","P1",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,2,"M",51,NA,36,NA,2,"","Private","P1",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,3,"",43,NA,10,NA,2,"","Private","P1",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,4,"",52,NA,13,NA,2,"","Private","P1",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,5,"F",47,NA,10,11,2,"","Private","P3",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,6,"F",47,NA,10,NA,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,7,"M",48,NA,13,NA,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,8,"M",51,NA,24,NA,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,9,"M",52,NA,25,25,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,10,"M",54,NA,25,NA,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,11,"M",55,NA,34,NA,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,12,"M",46,NA,13,13,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,13,"M",46,NA,11,NA,3,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,14,"F",46,NA,15,NA,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,15,"M",50,NA,19,19,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,16,"F",49,NA,15,NA,2,"","Private","P4",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,17,"M",54,NA,40,NA,2,"","Private","P5",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,18,"M",55,NA,36,36,2,"","Private","P5",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,19,"M",58,NA,24,NA,2,"","Private","P5",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,20,"M",53,NA,18,NA,2,"","Private","P5",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,21,"M",55,NA,24,NA,2,"","Private","P5",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,22,"F",51,NA,11,NA,2,"","Private","P5",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-13,6,23,"M",57,NA,39,39,2,"","Private","P5",525733,NA,2015,6,13,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,1,"M",39,NA,7,7,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,2,"F",40,NA,7,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,3,"M",51,NA,22,24,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,4,"",41,NA,7,7,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,5,"F",49,NA,11,NA,3,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,6,"M",40,NA,7,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,7,"F",51,NA,11,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,8,"M",43,NA,15,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,9,"M",53,NA,27,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,10,"F",45,NA,10,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,11,"M",46,NA,11,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,12,"M",47,NA,13,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,13,"F",38,NA,6,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,14,"M",40,NA,9,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,15,"",48,NA,12,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,16,"F",39,NA,7,NA,2,"","Private","P1",525701,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,17,"M",51,NA,28,NA,1,"","Private","P2",525733,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,18,"M",52,NA,21,NA,1,"","Private","P2",525733,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,19,"M",47,NA,19,NA,2,"","Private","P3",525733,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,20,"M",50,NA,19,NA,2,"","Private","P3",525733,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,21,"M",49,NA,18,NA,2,"","Private","P3",525733,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,22,"M",53,NA,36,NA,2,"","Private","P3",525733,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,23,"F",48,NA,11,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,24,"F",54,NA,13,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,25,"M",43,NA,30,NA,1,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,26,"M",51,NA,24,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,27,"M",50,NA,28,29,1,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,28,"F",48,NA,11,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",154,2015-06-14,7,29,"F",44,NA,20,NA,2,"","Private","P4",525731,0.26,2015,6,14,NA,"DuskyDrk","Pelagic"
"Kodiak",142,2015-06-14,7,30,"M",54,NA,24,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,31,"M",55,NA,36,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,32,"F",52,NA,13,13,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,33,"M",53,NA,25,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,34,"M",51,NA,19,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,35,"M",52,NA,24,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,36,"M",54,NA,36,36,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,37,"F",52,NA,12,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,38,"M",48,NA,13,13,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,39,"F",51,NA,11,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,40,"M",52,NA,35,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,41,"M",51,NA,36,35,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,42,"M",49,NA,13,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,43,"F",53,NA,13,NA,2,"","Private","P4",525731,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-14,7,44,"F",48,NA,11,NA,2,"","Private","P5",525733,NA,2015,6,14,NA,"Black","Pelagic"
"Kodiak",142,2015-06-17,8,1,"F",42,1.4,9,NA,2,"","Private","P1",525733,NA,2015,6,17,NA,"Black","Pelagic"
"Kodiak",142,2015-06-17,8,2,"M",56,2.7,40,NA,2,"","Private","P1",525733,NA,2015,6,17,NA,"Black","Pelagic"
"Kodiak",142,2015-06-17,8,3,"F",50,2.2,11,NA,2,"","Private","P1",525733,NA,2015,6,17,NA,"Black","Pelagic"
"Kodiak",142,2015-06-17,8,4,"M",51,2,11,NA,2,"","Private","P1",525733,NA,2015,6,17,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,1,"M",54,NA,24,NA,2,"","Private","P5",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,2,"F",43,NA,9,NA,2,"","Private","P5",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,3,"F",54,NA,13,NA,2,"","Private","P5",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,4,"M",54,NA,NA,NA,NA,"","Private","P5",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,5,"M",52,NA,22,NA,2,"","Private","P5",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,6,"F",52,NA,13,13,2,"","Private","P6",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,7,"F",50,NA,11,NA,2,"","Private","P6",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,8,"M",51,NA,14,14,2,"","Private","P6",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,9,"F",53,NA,13,13,2,"","Private","P6",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,10,"F",53,NA,14,NA,2,"","Private","P6",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,11,"M",39,NA,7,NA,2,"","Private","P7",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,12,"F",38,NA,7,NA,2,"","Private","P7",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-21,9,13,"M",35,NA,7,NA,2,"","Private","P7",525733,NA,2015,6,21,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,1,"F",54,NA,13,NA,2,"","Private","P2",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,2,"M",45,NA,11,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,3,"",52,NA,11,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,4,"F",52,NA,13,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,5,"M",44,NA,10,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,6,"F",52,NA,38,39,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,7,"F",47,NA,9,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,8,"F",50,NA,12,NA,1,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,9,"M",55,NA,44,NA,1,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,10,"F",50,NA,11,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,11,"M",49,NA,13,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,12,"F",50,NA,10,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,13,"M",53,NA,22,23,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,14,"F",49,NA,11,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-22,10,15,"F",42,NA,7,NA,2,"","Private","P3",525733,NA,2015,6,22,NA,"Black","Pelagic"
"Kodiak",142,2015-06-26,11,1,"F",51,NA,11,NA,2,"","Private","P2",525733,NA,2015,6,26,NA,"Black","Pelagic"
"Kodiak",142,2015-06-26,11,2,"M",51,NA,14,14,2,"","Private","P2",525733,NA,2015,6,26,NA,"Black","Pelagic"
"Kodiak",142,2015-07-01,12,1,"F",47,NA,14,NA,2,"","Private","P2",525733,NA,2015,7,1,NA,"Black","Pelagic"
"Kodiak",142,2015-07-01,12,2,"F",50,NA,12,NA,2,"","Private","P2",525733,NA,2015,7,1,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,1,"M",53,NA,24,NA,2,"","Private","P1",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,2,"F",52,NA,14,14,2,"","Private","P1",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,3,"",52,NA,13,13,2,"","Private","P1",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,4,"M",54,NA,32,NA,2,"","Private","P1",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,5,"M",51,NA,24,NA,2,"","Private","P1",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,6,"F",51,NA,13,13,2,"","Charter","C DEVIL",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,7,"M",46,NA,10,NA,2,"","Charter","C DEVIL",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,8,"M",54,NA,13,NA,2,"","Charter","C DEVIL",525733,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,9,"M",51,NA,29,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,10,"F",48,NA,13,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,11,"M",53,NA,24,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,12,"",47,NA,11,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,13,"M",51,NA,13,13,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,14,"M",38,NA,7,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,15,"M",53,NA,36,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,16,"F",48,NA,11,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,17,"F",50,NA,13,13,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,18,"M",53,NA,13,13,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,19,"F",45,NA,9,9,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,20,"M",41,NA,7,7,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,21,"",58,NA,13,13,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,22,"",50,NA,13,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,23,"F",43,NA,7,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,24,"M",44,NA,10,9,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
"Kodiak",142,2015-07-03,13,25,"M",46,NA,11,NA,2,"","Charter","U RASCAL",525806,NA,2015,7,3,NA,"Black","Pelagic"
