"AREA","SITE","SUBLOC","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","MATURITY","LENGTH","WEIGHT","AGE","AGECONF","STATAREA","SPECIES","PORT","USER","ASSEMB"
161,3,NA,2006,6,29,8,2,142,"M",NA,56,2.7,31,2,525901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,6,29,8,3,142,"M",NA,45,1.4,8,2,525901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,6,29,8,4,142,"F",NA,50,2.2,15,2,525901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,1,142,"M",NA,55,NA,33,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,2,142,"F",NA,56,NA,15,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,3,142,"F",NA,51,NA,15,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,4,142,"M",NA,58,NA,27,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,5,142,"F",NA,53,NA,14,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,6,142,"F",NA,58,NA,16,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,7,142,"F",NA,53,NA,15,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,1,9,8,142,"F",NA,52,NA,11,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,1,142,"F",NA,53,NA,15,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,2,142,"M",NA,56,NA,27,1,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,3,142,"F",NA,50,NA,11,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,4,142,"M",NA,53,NA,31,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,5,142,"F",NA,54,NA,15,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,6,142,"F",NA,59,NA,17,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,7,142,"F",NA,52,NA,10,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,8,142,"M",NA,49,2,11,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,9,142,"M",NA,48,3.1,12,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,10,142,"M",NA,52,2.4,12,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,11,142,"F",NA,59,3.3,16,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,12,142,"F",NA,54,2.3,12,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,13,142,"M",NA,45,1.5,9,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,14,142,"M",NA,46,1.8,10,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,15,142,"M",NA,51,2.2,14,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,16,142,"M",NA,50,2,12,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,17,142,"F",NA,52,2.3,12,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,18,142,"F",NA,53,2.2,15,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,19,142,"M",NA,45,1.4,9,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,20,142,"M",NA,53,2.3,17,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,21,142,"M",NA,53,2.4,27,1,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,22,142,"F",NA,45,1.5,9,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,23,142,"F",NA,52,2.5,13,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,24,142,"F",NA,56,2.5,16,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,25,142,"F",NA,52,2.2,16,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,26,142,"F",NA,52,2.4,26,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,27,142,"F",NA,54,3,12,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,28,142,"F",NA,55,2.7,29,1,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,29,142,"F",NA,52,2.2,14,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,10,30,142,"F",NA,56,2.9,17,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,11,1,142,"F",NA,50,2.1,10,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,11,2,142,"M",NA,51,2.1,14,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,11,3,142,"F",NA,53,2.4,15,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,11,4,142,"M",NA,54,2.5,27,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,11,5,142,"F",NA,55,3,13,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,11,6,142,"F",NA,47,1.9,9,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,2,11,7,142,"M",NA,57,2.9,23,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,7,12,1,142,"M",NA,56,NA,23,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,16,13,1,142,"M",NA,55,2.7,42,1,515903,"Black","Homer","Private","Pelagic"
161,3,NA,2006,7,16,13,2,142,"F",NA,57,3.4,15,2,515903,"Black","Homer","Private","Pelagic"
161,3,NA,2006,7,17,14,1,142,"F",NA,53,NA,15,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,2,142,"F",NA,49,NA,10,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,3,142,"F",NA,47,NA,12,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,4,142,"F",NA,56,NA,15,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,5,142,"F",NA,54,NA,32,1,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,6,142,"",NA,54,NA,12,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,7,142,"F",NA,53,NA,12,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,8,142,"F",NA,53,NA,12,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,9,142,"M",NA,50,NA,12,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,10,142,"F",NA,50,NA,12,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,11,142,"M",NA,45,NA,10,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,17,14,12,142,"",NA,49,NA,12,2,515901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,31,15,1,142,"M",NA,56,3.1,25,1,515905,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,31,15,2,142,"F",NA,54,2.6,14,2,515905,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,31,15,3,142,"F",NA,54,3,13,2,515905,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,7,31,15,4,142,"F",NA,51,2.3,15,2,515905,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,8,14,16,1,142,"F",NA,55,2.8,17,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,8,14,16,2,142,"M",NA,53,2.6,27,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,8,16,17,1,142,"F",NA,56,3.2,14,2,525901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,8,16,17,2,142,"F",NA,53,3.1,10,2,525901,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,8,16,17,3,142,"M",NA,48,2.1,10,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,8,16,17,4,142,"F",NA,56,3.9,13,2,515903,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,8,27,18,1,142,"F",NA,52,NA,15,2,515905,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,9,2,19,1,142,"F",NA,56,2.9,15,2,525902,"Black","Homer","Charter","Pelagic"
161,3,NA,2006,9,3,20,1,142,"F",NA,59,NA,17,2,515903,"Black","Homer","Charter","Pelagic"
17,754,NA,2006,6,20,1,1,142,"F",NA,50,1.9,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,2,142,"F",NA,48,2.1,10,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,3,142,"F",NA,49,2,13,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,4,142,"F",NA,48,2.1,9,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,5,142,"F",NA,55,2.7,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,6,142,"F",NA,53,2.5,13,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,7,142,"F",NA,51,2.2,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,8,142,"F",NA,50,2.1,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,9,142,"F",NA,50,1.8,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,10,142,"F",NA,48,2.1,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,11,142,"F",NA,50,1.9,11,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,12,142,"F",NA,52,2.2,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,13,142,"F",NA,51,2.1,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,14,142,"F",NA,52,2.5,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,15,142,"F",NA,51,1.7,14,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,16,142,"F",NA,47,1.9,9,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,17,142,"F",NA,51,2.1,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,18,142,"F",NA,49,1.8,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,19,142,"F",NA,54,2,14,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,20,142,"F",NA,53,2.6,13,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,21,142,"F",NA,51,2.2,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,22,142,"F",NA,57,2.6,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,23,142,"F",NA,52,2.2,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,24,142,"F",NA,51,1.8,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,25,142,"F",NA,48,2,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,26,142,"F",NA,52,2.1,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,27,142,"M",NA,45,1.6,8,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,28,142,"M",NA,45,1.7,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,29,142,"M",NA,54,2.2,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,1,30,142,"M",NA,52,2.2,25,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,1,142,"M",NA,52,2.4,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,2,142,"M",NA,51,2.4,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,3,142,"M",NA,55,2.8,21,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,4,142,"M",NA,46,1.5,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,5,142,"M",NA,53,2.2,15,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,6,142,"M",NA,46,1.7,8,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,7,142,"M",NA,55,2.6,16,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,8,142,"M",NA,47,1.8,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,20,2,9,142,"M",NA,52,2.6,26,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,22,3,1,142,"F",NA,53,2.5,15,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,6,22,3,2,142,"F",NA,51,2.3,9,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,6,22,3,3,142,"F",NA,56,2.3,15,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,6,23,4,1,142,"F",NA,51,2.3,NA,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,2,142,"F",NA,49,1.9,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,3,142,"F",NA,50,1.8,14,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,4,142,"M",NA,51,2,14,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,5,142,"M",NA,53,2.2,16,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,6,142,"M",NA,53,2.4,30,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,7,142,"M",NA,49,1.9,9,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,8,142,"M",NA,54,2.6,27,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,9,142,"M",NA,48,2,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,23,4,10,142,"M",NA,55,2.6,27,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,28,5,1,142,"F",NA,49,1.9,13,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,28,5,2,142,"F",NA,55,2.3,17,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,28,5,3,142,"F",NA,53,NA,NA,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,6,28,5,4,142,"F",NA,50,NA,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,1,6,1,142,"F",NA,50,1.9,15,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,1,6,2,142,"F",NA,47,1.2,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,1,6,3,142,"M",NA,52,NA,16,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,1,6,4,142,"M",NA,43,1.3,8,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,1,6,5,142,"M",NA,46,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,2,7,1,142,"M",NA,47,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,2,7,2,142,"F",NA,50,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,4,8,1,142,"M",NA,50,2.2,15,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,7,9,1,142,"F",NA,55,2.5,NA,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,7,9,2,142,"F",NA,51,1.9,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,8,10,1,142,"F",NA,50,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,8,10,2,142,"F",NA,52,NA,12,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,8,10,3,142,"F",NA,49,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,8,10,4,142,"M",NA,52,NA,15,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,8,10,5,142,"M",NA,48,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,8,10,6,142,"F",NA,55,2.9,NA,2,525702,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,8,10,7,142,"F",NA,49,1.9,9,2,525702,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,8,10,8,142,"M",NA,54,2.5,30,1,525702,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,8,10,9,142,"M",NA,45,1.7,9,2,525702,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,9,11,1,142,"M",NA,51,NA,16,2,525732,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,13,12,1,142,"F",NA,52,2.2,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,13,12,2,142,"F",NA,48,2,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,3,142,"F",NA,NA,2.1,14,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,4,142,"F",NA,NA,1.7,9,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,5,142,"F",NA,49,2.7,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,6,142,"F",NA,49,1.9,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,7,142,"M",NA,53,2.4,27,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,8,142,"M",NA,NA,2.5,16,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,9,142,"M",NA,52,2.5,29,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,10,142,"M",NA,NA,2.5,21,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,11,142,"M",NA,NA,2.4,31,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,12,142,"M",NA,51,2.1,16,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,13,142,"M",NA,53,2.5,30,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,14,142,"M",NA,54,2.6,28,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,15,142,"M",NA,NA,2.4,27,1,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,16,142,"M",NA,NA,2.4,27,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,17,142,"M",NA,50,2.7,27,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,18,142,"M",NA,50,2.3,21,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,19,142,"M",NA,NA,2.1,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,20,142,"M",NA,58,3,28,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,13,12,21,142,"M",NA,NA,2.2,27,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,16,13,1,142,"F",NA,57,2.8,15,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,16,13,2,142,"F",NA,51,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,16,13,3,142,"M",NA,47,2,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,16,13,4,142,"M",NA,54,2.4,25,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,18,14,1,142,"F",NA,55,2.9,14,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,18,14,2,142,"F",NA,52,2.2,15,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,18,14,3,142,"M",NA,47,1.8,10,2,525733,"Black","Kodiak","Charter","Pelagic"
17,754,NA,2006,7,27,15,1,142,"M",NA,50,NA,10,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,1,142,"",NA,30,0.5,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,2,142,"",NA,29,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,3,142,"",NA,29,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,4,142,"F",NA,30,0.5,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,5,142,"F",NA,30,0.6,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,6,142,"F",NA,32,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,7,142,"F",NA,29,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,8,142,"F",NA,30,0.5,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,9,142,"F",NA,30,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,10,142,"F",NA,28,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,11,142,"F",NA,31,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,12,142,"F",NA,32,0.6,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,13,142,"F",NA,31,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,14,142,"F",NA,29,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,15,142,"F",NA,31,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,16,142,"F",NA,31,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,17,142,"F",NA,29,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,18,142,"F",NA,31,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,19,142,"F",NA,29,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,20,142,"F",NA,28,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,21,142,"F",NA,29,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,22,142,"F",NA,31,0.6,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,23,142,"F",NA,29,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,24,142,"F",NA,30,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,25,142,"M",NA,35,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,26,142,"M",NA,31,0.5,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,27,142,"M",NA,31,0.5,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,28,142,"M",NA,28,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,29,142,"M",NA,30,0.4,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,16,30,142,"M",NA,31,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,17,1,142,"M",NA,30,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
17,754,NA,2006,7,28,17,2,142,"M",NA,30,NA,4,2,525733,"Black","Kodiak","Private","Pelagic"
