"AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","MATURITY","LENGTH","WEIGHT","AGE","AGECONF","STATAREA","SPECIES","PORT","USER","ASSEMB","sasdate"
161,3,2002,5,25,3,11,142,"F",7,45,NA,8,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,12,142,"M",5,48,NA,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,13,142,"M",3,51,NA,20,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,14,142,"F",7,43,NA,8,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,15,142,"F",6,47,NA,9,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,16,142,"F",6,45,NA,8,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,17,142,"F",6,50,NA,8,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,18,142,"F",6,51,NA,15,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,25,3,19,142,"F",6,54,2.5,15,NA,515903,"Black","Homer","Charter","Pelagic",2002-05-25
161,3,2002,5,27,4,1,142,"M",3,49,NA,10,NA,515907,"Black","Homer","Private","Pelagic",2002-05-27
161,3,2002,5,27,4,2,142,"F",7,48,NA,9,NA,515907,"Black","Homer","Private","Pelagic",2002-05-27
161,3,2002,5,27,4,3,142,"F",6,53,NA,12,NA,515907,"Black","Homer","Private","Pelagic",2002-05-27
161,3,2002,6,6,5,1,142,"F",7,45,1.7,8,NA,515907,"Black","Homer","Charter","Pelagic",2002-06-06
161,3,2002,6,6,5,2,142,"M",5,46,1.6,11,NA,515907,"Black","Homer","Charter","Pelagic",2002-06-06
161,3,2002,6,6,5,3,142,"F",7,55,2.5,12,NA,515907,"Black","Homer","Charter","Pelagic",2002-06-06
161,3,2002,6,6,5,4,142,"F",6,55,2.7,12,NA,515907,"Black","Homer","Charter","Pelagic",2002-06-06
161,3,2002,6,11,6,1,142,"F",6,53,2.5,11,NA,515905,"Black","Homer","Charter","Pelagic",2002-06-11
161,3,2002,6,11,6,2,142,"M",3,51,2.3,11,NA,515905,"Black","Homer","Charter","Pelagic",2002-06-11
161,3,2002,6,11,6,3,142,"M",8,55,2.7,11,NA,515905,"Black","Homer","Charter","Pelagic",2002-06-11
161,3,2002,6,11,6,4,142,"M",3,54,3,18,NA,515905,"Black","Homer","Charter","Pelagic",2002-06-11
161,3,2002,6,11,6,5,142,"F",6,50,2,13,NA,515905,"Black","Homer","Charter","Pelagic",2002-06-11
161,3,2002,6,15,7,1,142,"M",3,54,2.4,19,NA,515905,"Black","Homer","Charter","Pelagic",2002-06-15
161,3,2002,6,15,7,2,142,"F",5,52,NA,11,NA,515905,"Black","Homer","Charter","Pelagic",2002-06-15
161,3,2002,6,20,8,1,142,"M",3,51,NA,11,NA,515907,"Black","Homer","Private","Pelagic",2002-06-20
161,3,2002,6,20,8,2,142,"M",3,55,2.7,24,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,3,142,"M",4,52,2.5,27,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,4,142,"F",4,58,3.5,11,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,5,142,"M",3,52,2.3,13,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,6,142,"M",3,47,1.7,8,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,7,142,"M",3,51,2.7,30,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,8,142,"M",3,50,2.2,11,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,9,142,"M",3,54,2.5,27,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,10,142,"M",4,55,2.8,17,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,11,142,"M",3,57,3,21,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,12,142,"M",3,53,2.5,19,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,13,142,"",NA,56,3.2,17,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,14,142,"M",3,54,NA,18,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,15,142,"F",4,54,NA,11,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,16,142,"F",4,51,NA,11,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,17,142,"F",4,52,NA,11,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,18,142,"M",3,55,NA,23,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,20,8,19,142,"F",3,54,NA,11,NA,525836,"Black","Homer","Charter","Pelagic",2002-06-20
161,3,2002,6,26,9,1,142,"M",3,55,NA,23,NA,515906,"Black","Homer","Charter","Pelagic",2002-06-26
161,3,2002,6,26,9,2,142,"M",3,48,NA,11,NA,515906,"Black","Homer","Charter","Pelagic",2002-06-26
161,3,2002,6,26,9,3,142,"F",4,50,NA,16,NA,515906,"Black","Homer","Charter","Pelagic",2002-06-26
161,3,2002,6,26,9,4,142,"F",5,59,NA,11,NA,515906,"Black","Homer","Charter","Pelagic",2002-06-26
161,3,2002,6,26,9,5,142,"F",5,52,NA,13,NA,515906,"Black","Homer","Charter","Pelagic",2002-06-26
161,3,2002,6,26,9,6,142,"F",4,55,NA,11,NA,515906,"Black","Homer","Charter","Pelagic",2002-06-26
161,3,2002,6,26,9,7,142,"F",5,53,NA,11,NA,515906,"Black","Homer","Charter","Pelagic",2002-06-26
161,3,2002,7,2,10,1,142,"F",4,48,NA,10,NA,NA,"Black","Homer","Private","Pelagic",2002-07-02
161,3,2002,7,2,10,2,142,"F",7,53,NA,11,NA,NA,"Black","Homer","Private","Pelagic",2002-07-02
161,3,2002,7,12,11,1,142,"",4,58,NA,27,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,2,142,"F",4,56,NA,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,3,142,"M",4,54,NA,19,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,4,142,"F",4,47,NA,NA,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,5,142,"F",7,47,NA,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,6,142,"F",4,56,NA,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,7,142,"F",6,50,NA,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,8,142,"",NA,NA,NA,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,9,142,"",NA,NA,NA,14,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,10,142,"",NA,NA,NA,21,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,12,11,11,142,"",NA,NA,NA,14,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-12
161,3,2002,7,14,12,1,142,"F",6,59,NA,18,NA,515907,"Black","Homer","Private","Pelagic",2002-07-14
161,3,2002,7,14,12,2,142,"F",4,53,2.6,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,3,142,"",NA,61,4.3,27,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,4,142,"M",3,55,2.8,27,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,5,142,"M",3,55,2.9,27,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,6,142,"M",3,54,2.5,21,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,7,142,"M",4,53,2.4,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,8,142,"F",4,51,2.6,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,9,142,"F",4,60,4,14,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,10,142,"M",3,55,3,27,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,11,142,"M",3,56,2.8,27,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,14,12,12,142,"M",3,52,2.8,25,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-14
161,3,2002,7,18,13,1,142,"M",3,52,NA,24,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-18
161,3,2002,7,18,13,2,142,"M",3,48,1.8,9,NA,515902,"Black","Homer","Private","Pelagic",2002-07-18
161,3,2002,7,18,13,3,142,"F",3,57,3.7,13,NA,515902,"Black","Homer","Private","Pelagic",2002-07-18
161,3,2002,7,21,14,1,142,"",NA,49,2.2,11,NA,515903,"Black","Homer","Private","Pelagic",2002-07-21
161,3,2002,7,28,15,1,142,"F",6,54,2.7,13,NA,515903,"Black","Homer","Charter","Pelagic",2002-07-28
161,3,2002,7,28,15,2,142,"F",3,56,3.7,11,NA,NA,"Black","Homer","Charter","Pelagic",2002-07-28
161,3,2002,7,29,16,1,142,"F",3,56,3.7,13,NA,515905,"Black","Homer","Charter","Pelagic",2002-07-29
161,3,2002,8,1,17,1,142,"F",4,55,2.3,NA,NA,525837,"Black","Homer","Charter","Pelagic",2002-08-01
161,3,2002,8,1,17,2,142,"",NA,52,2.5,13,NA,525837,"Black","Homer","Charter","Pelagic",2002-08-01
161,3,2002,8,2,18,1,142,"F",5,55,NA,16,NA,515903,"Black","Homer","Charter","Pelagic",2002-08-02
161,3,2002,8,2,18,2,142,"F",5,55,NA,13,NA,515903,"Black","Homer","Charter","Pelagic",2002-08-02
161,3,2002,8,2,18,3,142,"F",5,48,NA,13,NA,515903,"Black","Homer","Charter","Pelagic",2002-08-02
161,3,2002,8,2,18,4,142,"F",5,54,NA,15,NA,515903,"Black","Homer","Charter","Pelagic",2002-08-02
161,3,2002,8,2,18,5,142,"F",5,57,NA,12,NA,515903,"Black","Homer","Charter","Pelagic",2002-08-02
161,3,2002,8,19,19,1,142,"M",5,49,NA,23,NA,515936,"Black","Homer","Private","Pelagic",2002-08-19
161,3,2002,8,21,20,1,142,"F",5,58,3.5,16,NA,515905,"Black","Homer","Charter","Pelagic",2002-08-21
161,3,2002,8,21,20,2,142,"F",5,57,3.2,11,NA,515905,"Black","Homer","Charter","Pelagic",2002-08-21
161,3,2002,8,26,21,1,142,"",NA,54,NA,11,NA,515903,"Black","Homer","Charter","Pelagic",2002-08-26
161,3,2002,8,28,22,1,142,"F",3,46,1.7,8,NA,525836,"Black","Homer","Private","Pelagic",2002-08-28
161,3,2002,8,28,22,2,142,"F",5,54,2,11,NA,525836,"Black","Homer","Private","Pelagic",2002-08-28
17,754,2002,6,15,1,1,142,"F",7,36,1,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-06-15
17,754,2002,6,15,1,2,142,"F",7,44,2,16,NA,525733,"Black","Kodiak","Private","Pelagic",2002-06-15
17,754,2002,6,15,1,3,142,"",8,52,2.5,26,NA,525731,"Black","Kodiak","Private","Pelagic",2002-06-15
17,754,2002,6,17,2,1,142,"",8,38,1,8,NA,525731,"Black","Kodiak","Private","Pelagic",2002-06-17
17,754,2002,6,17,2,2,142,"F",7,50,2,14,NA,525731,"Black","Kodiak","Private","Pelagic",2002-06-17
17,754,2002,6,17,2,3,142,"F",7,45,2.4,12,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,4,142,"",8,50,2.4,24,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,5,142,"",8,50,2.3,17,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,6,142,"",8,48,2.8,23,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,7,142,"F",7,50,2.6,27,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,8,142,"",8,48,2.5,27,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,9,142,"",8,49,3,10,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,10,142,"",8,50,2.4,11,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,11,142,"",8,52,2.7,12,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,12,142,"F",7,48,2.2,23,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,17,2,13,142,"F",7,52,2.9,12,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-17
17,754,2002,6,18,3,1,142,"F",7,47,NA,12,NA,525731,"Black","Kodiak","Private","Pelagic",2002-06-18
17,754,2002,6,18,3,2,142,"M",8,49,NA,23,NA,525731,"Black","Kodiak","Private","Pelagic",2002-06-18
17,754,2002,6,19,4,1,142,"F",7,49,2,19,NA,525805,"Black","Kodiak","Private","Pelagic",2002-06-19
17,754,2002,6,19,4,2,142,"",8,49,2.1,21,NA,525805,"Black","Kodiak","Private","Pelagic",2002-06-19
17,754,2002,6,20,5,1,142,"",8,52,2.8,23,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,2,142,"F",6,48,2.2,11,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,3,142,"",8,46,2,11,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,4,142,"",8,51,3,12,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,5,142,"",8,44,2.1,9,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,6,142,"F",7,57,3.3,36,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,7,142,"",8,51,2.3,26,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,8,142,"",8,48,NA,11,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,9,142,"F",6,46,2,9,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,10,142,"F",6,52,3.1,11,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,11,142,"",8,47,2,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,12,142,"",8,51,2.6,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,13,142,"",8,48,2.4,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,14,142,"",8,48,2.1,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,15,142,"",8,48,2.1,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,16,142,"",8,47,2,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,17,142,"",8,52,2.8,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,18,142,"",8,49,2.2,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,19,142,"",8,51,2.9,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,6,20,5,20,142,"",8,50,2.5,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2002-06-20
17,754,2002,7,4,6,1,142,"F",6,48,2,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,2,142,"F",6,53,2.5,15,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,3,142,"F",5,37,1,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,4,142,"F",7,41,1.1,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,5,142,"M",4,44,1.6,10,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,6,142,"F",5,48,2.6,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,7,142,"F",6,50,2.6,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,8,142,"F",7,49,1.9,8,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,9,142,"F",7,51,2.5,11,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,11,142,"F",7,40,1.1,NA,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,12,142,"M",8,48,2.3,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,13,142,"M",5,48,2.6,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,14,142,"",8,48,1.9,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,15,142,"M",4,49,1.9,NA,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,16,142,"M",4,46,1.9,21,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,17,142,"M",5,52,2.6,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,18,142,"M",5,52,2.4,28,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,19,142,"M",4,48,2.2,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,20,142,"F",7,46,1.7,9,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,21,142,"F",5,54,2.7,11,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,22,142,"M",5,48,2.1,27,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,23,142,"M",5,49,2,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,4,6,24,142,"F",7,53,NA,NA,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-04
17,754,2002,7,5,7,1,142,"",8,52,2.5,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,2,142,"M",3,51,2.6,24,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,3,142,"F",6,49,2,11,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,4,142,"F",7,43,1.5,NA,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,5,142,"F",7,49,2.1,11,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,7,142,"F",7,49,2.4,13,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,8,142,"M",3,53,2.6,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,9,142,"F",7,52,2.7,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,5,7,10,142,"F",4,39,NA,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-05
17,754,2002,7,7,8,1,142,"F",5,36,NA,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-07
17,754,2002,7,7,8,2,142,"F",4,38,NA,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-07
17,754,2002,7,7,8,3,142,"F",3,38,NA,8,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-07
17,754,2002,7,7,8,4,142,"M",1,35,NA,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-07
17,754,2002,7,7,8,5,142,"F",4,48,NA,9,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-07
17,754,2002,7,13,10,1,142,"M",3,48,2,18,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,13,10,2,142,"M",3,51,2.5,27,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,13,10,3,142,"M",3,48,1.8,11,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,13,10,4,142,"F",4,50,2.7,12,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,13,10,5,142,"M",3,46,1.7,11,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,13,10,6,142,"M",3,44,2,23,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,13,10,7,142,"M",3,49,2.1,19,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,13,10,9,142,"F",4,42,1.3,6,NA,525731,"Black","Kodiak","Charter","Pelagic",2002-07-13
17,754,2002,7,16,11,1,142,"F",4,56,3.3,17,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-16
17,754,2002,7,16,11,2,142,"F",7,50,2.4,14,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-16
17,754,2002,7,16,11,3,142,"M",4,49,NA,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-16
17,754,2002,7,17,12,1,142,"M",3,51,2.4,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,2,142,"M",3,51,2.4,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,3,142,"F",5,54,2.8,15,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,5,142,"M",3,52,2.5,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,6,142,"M",4,56,3.1,15,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,8,142,"M",5,49,1.9,9,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,9,142,"M",3,50,NA,16,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,12,142,"F",5,52,2.5,14,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,17,12,14,142,"M",3,47,1.9,23,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-17
17,754,2002,7,21,13,1,142,"M",4,41,NA,10,NA,525731,"Black","Kodiak","Private","Pelagic",2002-07-21
17,754,2002,7,21,13,2,142,"M",3,NA,NA,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-21
17,754,2002,7,27,14,2,142,"F",5,55,NA,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-27
17,754,2002,7,27,14,3,142,"F",5,55,NA,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-27
17,754,2002,7,27,14,4,142,"M",4,38,1.1,6,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-27
17,754,2002,7,27,14,5,142,"F",4,51,2.5,16,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-27
17,754,2002,7,28,15,1,142,"F",4,49,2.5,11,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-28
17,754,2002,7,31,16,1,142,"M",3,47,2,11,NA,525733,"Black","Kodiak","Private","Pelagic",2002-07-31
17,754,2002,8,3,18,2,142,"M",3,47,NA,11,NA,525731,"Black","Kodiak","Private","Pelagic",2002-08-03
17,754,2002,8,3,18,3,142,"M",3,48,2.2,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-08-03
17,754,2002,8,3,18,4,142,"F",4,53,3,12,NA,525733,"Black","Kodiak","Private","Pelagic",2002-08-03
17,754,2002,8,3,18,5,142,"M",3,42,NA,24,NA,525733,"Black","Kodiak","Private","Pelagic",2002-08-03
17,754,2002,8,4,19,4,142,"F",1,38,1.2,NA,NA,525731,"Black","Kodiak","Private","Pelagic",2002-08-04
17,754,2002,8,4,19,5,142,"M",4,37,1,6,NA,525731,"Black","Kodiak","Private","Pelagic",2002-08-04
17,754,2002,8,4,19,6,142,"M",2,43,1.5,8,NA,525731,"Black","Kodiak","Private","Pelagic",2002-08-04
17,754,2002,8,4,19,7,142,"F",4,56,NA,18,NA,NA,"Black","Kodiak","Private","Pelagic",2002-08-04
17,754,2002,8,4,19,8,142,"F",4,48,NA,10,NA,NA,"Black","Kodiak","Private","Pelagic",2002-08-04
17,754,2002,8,4,19,9,142,"M",2,38,1.1,8,NA,525731,"Black","Kodiak","Private","Pelagic",2002-08-04
17,754,2002,8,4,19,10,142,"M",3,49,1.9,24,NA,525731,"Black","Kodiak","Private","Pelagic",2002-08-04
17,754,2002,8,4,19,11,142,"M",3,38,1.1,6,NA,525731,"Black","Kodiak","Private","Pelagic",2002-08-04
