"AREA","SITE","SUBLOC","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","MATURITY","LENGTH","WEIGHT","AGE","AGECONF","STATAREA","SPECIES","PORT","USER","ASSEMB","sasdate"
161,3,NA,2004,7,1,5,5,142,"M",NA,53,2.4,20,2,515903,"Black","Homer","Charter","Pelagic",2004-07-01
161,3,NA,2004,7,1,5,6,142,"F",NA,53,NA,11,2,515903,"Black","Homer","Charter","Pelagic",2004-07-01
161,3,NA,2004,7,1,5,7,142,"M",NA,56,2.9,28,2,515903,"Black","Homer","Charter","Pelagic",2004-07-01
161,3,NA,2004,7,1,5,8,142,"M",NA,48,2.1,13,3,515903,"Black","Homer","Charter","Pelagic",2004-07-01
161,3,NA,2004,7,1,5,9,142,"F",NA,57,3.1,13,1,515903,"Black","Homer","Charter","Pelagic",2004-07-01
161,3,NA,2004,7,1,5,10,142,"F",NA,57,3.2,15,2,515903,"Black","Homer","Charter","Pelagic",2004-07-01
161,3,NA,2004,7,1,5,11,142,"F",NA,59,3.6,21,2,515906,"Black","Homer","Charter","Pelagic",2004-07-01
161,3,NA,2004,7,3,6,1,142,"M",NA,56,NA,26,2,515903,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,2,142,"F",NA,52,NA,13,2,515903,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,3,142,"M",NA,51,2,27,2,515905,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,4,142,"F",NA,54,2.6,14,2,515905,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,5,142,"M",NA,54,2.4,24,2,515905,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,6,142,"M",NA,56,NA,28,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,7,142,"M",NA,53,NA,24,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,8,142,"M",NA,50,NA,NA,NA,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,9,142,"M",NA,53,NA,43,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,10,142,"M",NA,51,NA,12,3,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,11,142,"F",NA,54,NA,12,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,12,142,"F",NA,53,NA,13,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,13,142,"F",NA,58,NA,41,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,14,142,"F",NA,49,NA,10,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,15,142,"F",NA,45,NA,10,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,3,6,16,142,"F",NA,55,NA,13,2,525836,"Black","Homer","Charter","Pelagic",2004-07-03
161,3,NA,2004,7,4,7,1,142,"F",NA,51,2.2,13,2,515901,"Black","Homer","Charter","Pelagic",2004-07-04
161,3,NA,2004,7,4,7,2,142,"M",NA,40,1,9,2,515901,"Black","Homer","Charter","Pelagic",2004-07-04
161,3,NA,2004,7,5,8,1,142,"F",NA,55,NA,15,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,2,142,"M",NA,56,NA,25,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,3,142,"F",NA,51,NA,17,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,4,142,"F",NA,54,NA,13,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,5,142,"M",NA,53,NA,13,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,6,142,"M",NA,54,NA,25,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,7,142,"M",NA,54,NA,29,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,8,142,"F",NA,56,NA,15,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,9,142,"M",NA,53,NA,25,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,8,10,142,"",NA,52,NA,25,2,515831,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,9,1,142,"M",NA,43,1.4,9,2,515905,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,5,9,2,142,"M",NA,53,2.4,15,2,515905,"Black","Homer","Charter","Pelagic",2004-07-05
161,3,NA,2004,7,9,10,1,142,"F",NA,57,2.6,13,2,515903,"Black","Homer","Charter","Pelagic",2004-07-09
161,3,NA,2004,7,9,10,2,142,"M",NA,54,2.7,25,2,515903,"Black","Homer","Charter","Pelagic",2004-07-09
161,3,NA,2004,7,9,10,3,142,"F",NA,56,3,13,2,515903,"Black","Homer","Charter","Pelagic",2004-07-09
161,3,NA,2004,7,12,11,1,142,"M",NA,53,2.5,36,1,515832,"Black","Homer","Charter","Pelagic",2004-07-12
161,3,NA,2004,7,12,11,2,142,"F",NA,55,2.5,13,2,515907,"Black","Homer","Charter","Pelagic",2004-07-12
161,3,NA,2004,7,12,11,3,142,"F",NA,50,1.8,13,2,515907,"Black","Homer","Charter","Pelagic",2004-07-12
161,3,NA,2004,7,15,12,1,142,"M",NA,53,2.3,21,2,515905,"Black","Homer","Charter","Pelagic",2004-07-15
161,3,NA,2004,7,15,12,2,142,"F",NA,59,3.9,21,2,515905,"Black","Homer","Charter","Pelagic",2004-07-15
161,3,NA,2004,7,18,13,1,142,"M",NA,52,2.6,13,2,515903,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,18,13,2,142,"F",NA,60,3.8,18,2,515903,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,18,13,3,142,"F",NA,58,NA,13,2,515905,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,18,13,4,142,"M",NA,53,NA,NA,NA,515905,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,18,13,5,142,"M",NA,54,NA,16,2,515905,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,18,13,6,142,"F",NA,54,NA,13,2,515905,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,18,13,7,142,"M",NA,54,NA,28,2,515905,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,18,13,8,142,"F",NA,53,NA,11,2,515905,"Black","Homer","Charter","Pelagic",2004-07-18
161,3,NA,2004,7,19,14,1,142,"M",NA,56,2.7,28,2,525837,"Black","Homer","Charter","Pelagic",2004-07-19
161,3,NA,2004,7,20,15,1,142,"M",NA,51,NA,13,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,2,142,"M",NA,52,NA,13,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,3,142,"F",NA,55,NA,13,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,4,142,"F",NA,60,NA,21,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,5,142,"F",NA,54,NA,NA,NA,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,6,142,"F",NA,49,NA,9,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,7,142,"F",NA,50,NA,13,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,8,142,"F",NA,53,NA,13,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,9,142,"F",NA,54,NA,14,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,10,142,"F",NA,59,NA,15,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,11,142,"M",NA,47,NA,11,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,12,154,"F",NA,43,NA,21,2,NA,"DrkDsky","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,13,142,"M",NA,45,NA,12,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,14,142,"F",NA,46,NA,32,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,15,142,"M",NA,46,NA,10,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,16,142,"F",NA,49,NA,10,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,17,142,"M",NA,47,NA,10,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,18,142,"M",NA,54,NA,28,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,19,142,"F",NA,59,NA,15,2,NA,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,20,15,20,142,"F",NA,44,NA,10,2,515905,"Black","Homer","Charter","Pelagic",2004-07-20
161,3,NA,2004,7,25,16,1,142,"M",NA,40,NA,8,2,525902,"Black","Homer","Private","Pelagic",2004-07-25
161,3,NA,2004,8,2,17,1,142,"M",NA,50,NA,25,2,525931,"Black","Homer","Charter","Pelagic",2004-08-02
161,3,NA,2004,8,2,17,2,142,"M",NA,44,1.4,NA,NA,525901,"Black","Homer","Charter","Pelagic",2004-08-02
161,3,NA,2004,8,8,18,1,142,"F",NA,50,NA,11,2,515903,"Black","Homer","Charter","Pelagic",2004-08-08
161,3,NA,2004,8,8,18,2,142,"F",NA,56,3.3,12,2,525901,"Black","Homer","Private","Pelagic",2004-08-08
161,3,NA,2004,8,8,18,3,142,"M",NA,46,1.7,9,2,515907,"Black","Homer","Private","Pelagic",2004-08-08
161,3,NA,2004,8,11,19,1,142,"F",NA,52,2.5,12,2,515906,"Black","Homer","Charter","Pelagic",2004-08-11
161,3,NA,2004,8,11,19,2,142,"M",NA,52,2.5,32,2,515907,"Black","Homer","Charter","Pelagic",2004-08-11
161,3,NA,2004,8,16,20,1,142,"F",NA,60,3.7,20,2,515905,"Black","Homer","Charter","Pelagic",2004-08-16
161,3,NA,2004,8,16,20,2,142,"F",NA,56,3,NA,NA,515905,"Black","Homer","Charter","Pelagic",2004-08-16
161,3,NA,2004,8,16,20,3,142,"F",NA,58,3.5,13,1,515905,"Black","Homer","Charter","Pelagic",2004-08-16
161,3,NA,2004,8,16,20,4,142,"F",NA,56,2.5,13,2,515905,"Black","Homer","Charter","Pelagic",2004-08-16
161,3,NA,2004,8,16,20,5,142,"F",NA,50,2.2,15,2,515905,"Black","Homer","Charter","Pelagic",2004-08-16
161,3,NA,2004,8,16,20,6,142,"F",NA,54,3.4,11,2,515905,"Black","Homer","Charter","Pelagic",2004-08-16
161,3,NA,2004,8,18,21,1,142,"F",NA,54,NA,13,2,515906,"Black","Homer","Charter","Pelagic",2004-08-18
161,3,NA,2004,8,18,21,2,142,"F",NA,52,2.8,13,2,515831,"Black","Homer","Charter","Pelagic",2004-08-18
161,3,NA,2004,8,20,22,1,142,"F",NA,54,3,13,2,515905,"Black","Homer","Charter","Pelagic",2004-08-20
161,3,NA,2004,8,20,22,2,142,"F",NA,NA,2.4,11,2,515905,"Black","Homer","Charter","Pelagic",2004-08-20
161,3,NA,2004,8,20,22,3,142,"F",NA,51,2.5,13,2,515905,"Black","Homer","Charter","Pelagic",2004-08-20
161,3,NA,2004,8,20,22,4,142,"M",NA,47,1.6,9,2,515905,"Black","Homer","Charter","Pelagic",2004-08-20
161,3,NA,2004,8,20,22,5,142,"F",NA,48,2,13,2,515905,"Black","Homer","Charter","Pelagic",2004-08-20
161,3,NA,2004,8,20,22,6,142,"F",NA,52,NA,13,2,515905,"Black","Homer","Charter","Pelagic",2004-08-20
161,3,NA,2004,8,23,23,1,142,"F",NA,51,2.2,11,2,515906,"Black","Homer","Charter","Pelagic",2004-08-23
161,3,NA,2004,8,23,23,2,142,"F",NA,57,3.5,15,2,515906,"Black","Homer","Charter","Pelagic",2004-08-23
161,3,NA,2004,8,30,24,1,142,"M",NA,52,NA,22,2,515907,"Black","Homer","Charter","Pelagic",2004-08-30
161,3,NA,2004,9,6,25,1,142,"F",NA,54,2.5,13,2,515907,"Black","Homer","Private","Pelagic",2004-09-06
161,3,NA,2004,9,7,26,1,142,"F",NA,55,2,13,2,515905,"Black","Homer","Charter","Pelagic",2004-09-07
161,3,NA,2004,9,7,26,2,142,"F",NA,53,2.7,13,2,515905,"Black","Homer","Charter","Pelagic",2004-09-07
161,3,NA,2004,9,7,26,3,142,"M",NA,56,2.8,19,2,515905,"Black","Homer","Charter","Pelagic",2004-09-07
161,3,NA,2004,9,7,26,4,142,"F",NA,55,2.6,12,2,515905,"Black","Homer","Charter","Pelagic",2004-09-07
17,754,NA,2004,6,15,1,1,142,"M",NA,51,2.2,29,2,525733,"Black","Kodiak","Charter","Pelagic",2004-06-15
17,754,NA,2004,6,15,1,2,142,"F",NA,52,2.7,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-06-15
17,754,NA,2004,6,15,1,3,142,"F",NA,55,3.3,11,2,525733,"Black","Kodiak","Charter","Pelagic",2004-06-15
17,754,NA,2004,6,20,2,1,142,"M",NA,46,2.1,14,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,2,142,"M",NA,48,2.4,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,3,142,"M",NA,48,2.3,22,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,4,142,"F",NA,56,3.2,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,5,142,"F",NA,50,2.4,14,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,6,142,"M",NA,48,2.1,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,7,142,"F",NA,42,1.3,5,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,8,142,"F",NA,44,1.3,8,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,20,2,9,142,"F",NA,53,2.3,12,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-20
17,754,NA,2004,6,21,3,1,142,"F",NA,49,1.8,12,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-21
17,754,NA,2004,6,21,3,2,142,"F",NA,58,3.1,15,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-21
17,754,NA,2004,6,21,3,3,142,"F",NA,56,2.4,12,2,525733,"Black","Kodiak","Private","Pelagic",2004-06-21
17,754,NA,2004,6,22,4,1,142,"M",NA,55,2.6,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-06-22
17,754,NA,2004,6,22,4,2,142,"M",NA,52,2.4,20,2,525733,"Black","Kodiak","Charter","Pelagic",2004-06-22
17,754,NA,2004,6,22,4,3,142,"F",NA,47,1.1,8,2,525733,"Black","Kodiak","Charter","Pelagic",2004-06-22
17,754,NA,2004,7,1,5,1,142,"M",NA,54,2.1,29,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-01
17,754,NA,2004,7,1,5,2,142,"M",NA,52,2.4,29,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-01
17,754,NA,2004,7,1,5,3,142,"F",NA,52,2.2,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-01
17,754,NA,2004,7,3,6,1,142,"M",NA,56,2.8,41,1,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,2,142,"M",NA,55,2.9,14,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,3,142,"M",NA,55,2.5,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,4,142,"M",NA,55,2.5,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,5,142,"M",NA,48,1.9,19,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,6,142,"M",NA,52,2.2,23,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,7,142,"M",NA,54,2.5,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,8,142,"M",NA,55,2.4,26,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,9,142,"M",NA,54,2.5,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,10,142,"M",NA,45,1.4,8,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,11,142,"M",NA,52,2.2,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,12,142,"M",NA,53,2.3,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,13,142,"F",NA,55,2.5,12,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,14,142,"F",NA,57,2.5,15,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,15,142,"F",NA,57,2.7,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,16,142,"F",NA,51,2.1,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,17,142,"F",NA,42,1.2,7,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,18,142,"F",NA,49,1.8,8,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,19,142,"F",NA,50,1.9,12,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,3,6,20,142,"F",NA,56,2.6,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-03
17,754,NA,2004,7,4,7,1,142,"M",NA,52,NA,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-04
17,754,NA,2004,7,4,7,2,142,"F",NA,51,2.2,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-04
17,754,NA,2004,7,4,7,3,142,"F",NA,50,2.4,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-04
17,754,NA,2004,7,5,8,1,142,"M",NA,51,NA,25,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-05
17,754,NA,2004,7,5,8,2,142,"M",NA,54,NA,25,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-05
17,754,NA,2004,7,5,8,3,142,"M",NA,55,2.6,18,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-05
17,754,NA,2004,7,5,8,4,142,"M",NA,53,NA,NA,NA,525733,"Black","Kodiak","Private","Pelagic",2004-07-05
17,754,NA,2004,7,5,8,5,142,"M",NA,50,1.8,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-05
17,754,NA,2004,7,5,8,6,142,"F",NA,51,2.1,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-05
17,754,NA,2004,7,9,9,1,142,"M",NA,55,2.4,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-09
17,754,NA,2004,7,9,9,2,142,"M",NA,53,2.5,25,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-09
17,754,NA,2004,7,9,9,3,142,"F",NA,54,2.2,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-09
17,754,NA,2004,7,9,9,4,142,"F",NA,52,2.6,12,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-09
17,754,NA,2004,7,9,9,5,142,"F",NA,51,2.3,13,2,525733,"Black","Kodiak","Private","Pelagic",2004-07-09
17,754,NA,2004,7,10,10,1,142,"M",NA,53,2.5,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,2,142,"M",NA,56,2.5,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,3,142,"M",NA,56,2.8,34,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,4,142,"M",NA,56,2.6,26,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,5,142,"M",NA,52,2.3,14,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,6,142,"M",NA,58,2.9,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,7,142,"M",NA,54,2.5,28,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,8,142,"F",NA,55,2.3,18,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,10,10,9,142,"F",NA,55,2.5,14,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-10
17,754,NA,2004,7,11,11,1,142,"M",NA,43,NA,7,2,525806,"Black","Kodiak","Private","Pelagic",2004-07-11
17,754,NA,2004,7,11,11,2,142,"M",NA,52,2.3,13,2,525806,"Black","Kodiak","Private","Pelagic",2004-07-11
17,754,NA,2004,7,11,11,3,142,"M",NA,48,NA,11,2,525806,"Black","Kodiak","Private","Pelagic",2004-07-11
17,754,NA,2004,7,11,11,5,142,"F",NA,38,NA,6,2,525806,"Black","Kodiak","Private","Pelagic",2004-07-11
17,754,NA,2004,7,12,12,1,142,"M",NA,51,NA,25,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-12
17,754,NA,2004,7,12,12,2,142,"M",NA,51,NA,18,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-12
17,754,NA,2004,7,12,12,3,142,"M",NA,49,NA,19,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-12
17,754,NA,2004,7,12,12,4,142,"M",NA,52,NA,29,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-12
17,754,NA,2004,7,12,12,5,142,"M",NA,52,NA,20,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-12
17,754,NA,2004,7,12,12,6,142,"F",NA,43,NA,7,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-12
17,754,NA,2004,7,13,13,1,142,"M",NA,57,2.6,24,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-13
17,754,NA,2004,7,13,13,2,142,"M",NA,54,2.5,24,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-13
17,754,NA,2004,7,13,13,3,142,"M",NA,54,2.2,20,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-13
17,754,NA,2004,7,13,13,4,142,"M",NA,50,1.9,13,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-13
17,754,NA,2004,7,13,13,5,142,"M",NA,49,1.9,10,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-13
17,754,NA,2004,7,13,13,6,142,"M",NA,55,2.4,29,2,525733,"Black","Kodiak","Charter","Pelagic",2004-07-13
17,754,NA,2004,7,13,13,7,142,"M",NA,46,1.6,NA,NA,525733,"Black","Kodiak","Charter","Pelagic",2004-07-13
17,754,NA,2004,7,14,14,1,142,"M",NA,54,NA,24,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,2,142,"M",NA,56,NA,25,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,3,142,"M",NA,51,NA,14,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,4,142,"M",NA,55,2.8,25,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,5,142,"M",NA,53,2.5,20,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,6,142,"M",NA,52,NA,14,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,7,142,"M",NA,54,NA,25,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,8,142,"M",NA,57,2.9,25,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,9,142,"F",NA,55,NA,13,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
17,754,NA,2004,7,14,14,10,142,"F",NA,52,NA,12,2,525732,"Black","Kodiak","Private","Pelagic",2004-07-14
