"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","sasdate"
"Whittier",172,2008-07-25,29,9,"M",40,1.2,13,NA,2,"","Private","",476004,2008,7,25,NA,"Dusky","Pelagic",2008-07-25
"Whittier",172,2008-07-27,31,13,"F",36,NA,7,NA,3,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,14,"F",31,NA,5,NA,3,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,15,"",30,0.6,5,NA,3,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,16,"F",34,NA,7,NA,2,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,17,"F",31,NA,5,NA,3,"","Private","",476006,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,18,"",32,0.8,5,NA,3,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,19,"",35,0.9,7,NA,3,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,20,"F",35,0.9,7,NA,2,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,21,"",35,1,7,NA,2,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,22,"F",36,1,7,NA,2,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-07-27,31,23,"F",35,0.9,7,NA,2,"","Private","",486033,2008,7,27,NA,"Dusky","Pelagic",2008-07-27
"Whittier",172,2008-08-01,33,4,"F",41,1.3,12,NA,2,"","Private","",476006,2008,8,1,NA,"Dusky","Pelagic",2008-08-01
"Whittier",172,2008-08-03,35,30,"",40,NA,7,NA,3,"","Private","",476006,2008,8,3,NA,"Dusky","Pelagic",2008-08-03
"Whittier",172,2008-08-03,35,31,"",42,1.3,8,NA,2,"","Private","",476006,2008,8,3,NA,"Dusky","Pelagic",2008-08-03
"Whittier",172,2008-08-03,35,32,"M",38,NA,7,NA,2,"","Private","",476006,2008,8,3,NA,"Dusky","Pelagic",2008-08-03
"Whittier",172,2008-08-10,40,31,"",32,0.9,7,NA,2,"","Private","",476006,2008,8,10,NA,"Dusky","Pelagic",2008-08-10
"Whittier",172,2008-08-18,44,35,"",32,0.2,6,NA,2,"","Private","",476006,2008,8,18,NA,"Dusky","Pelagic",2008-08-18
"Whittier",172,2008-08-25,49,4,"F",43,0.8,9,NA,2,"","Private","",476004,2008,8,25,NA,"Dusky","Pelagic",2008-08-25
"Whittier",147,2008-06-15,4,21,"",37,NA,20,NA,2,"","Charter","",476007,2008,6,15,NA,"Quill","Demersal",2008-06-15
"Whittier",147,2008-06-15,4,22,"M",40,NA,32,NA,2,"","Charter","",476007,2008,6,15,NA,"Quill","Demersal",2008-06-15
"Whittier",147,2008-06-16,5,23,"",38,NA,16,NA,2,"","Private","",476031,2008,6,16,NA,"Quill","Demersal",2008-06-16
"Whittier",147,2008-06-17,6,5,"",51,2,32,NA,2,"","Charter","",476003,2008,6,17,NA,"Quill","Demersal",2008-06-17
"Whittier",147,2008-06-17,6,8,"F",42,1.4,32,NA,2,"","Private","",476036,2008,6,17,NA,"Quill","Demersal",2008-06-17
"Whittier",147,2008-06-17,6,16,"",35,1,16,NA,2,"","Charter","",476004,2008,6,17,NA,"Quill","Demersal",2008-06-17
"Whittier",147,2008-06-17,6,17,"M",33,1,14,NA,2,"","Charter","",476004,2008,6,17,NA,"Quill","Demersal",2008-06-17
"Whittier",147,2008-06-29,12,15,"",32,0.7,14,NA,1,"","Charter","AK4STAR",476003,2008,6,29,NA,"Quill","Demersal",2008-06-29
"Whittier",147,2008-06-29,12,16,"",37,1.2,42,NA,1,"","Charter","AK4STAR",476003,2008,6,29,NA,"Quill","Demersal",2008-06-29
"Whittier",147,2008-07-04,15,30,"M",36,NA,25,NA,2,"","Private","",476004,2008,7,4,NA,"Quill","Demersal",2008-07-04
"Whittier",147,2008-07-04,15,31,"M",46,NA,54,NA,2,"","Private","",476032,2008,7,4,NA,"Quill","Demersal",2008-07-04
"Whittier",147,2008-07-04,15,32,"M",43,1.7,47,NA,2,"","Private","",476032,2008,7,4,NA,"Quill","Demersal",2008-07-04
"Whittier",147,2008-07-05,16,22,"M",40,NA,27,NA,2,"","Charter","SEA CHASE",476007,2008,7,5,NA,"Quill","Demersal",2008-07-05
"Whittier",147,2008-07-06,17,34,"F",41,1.2,25,NA,2,"","Charter","JAX MAX",476003,2008,7,6,NA,"Quill","Demersal",2008-07-06
"Whittier",147,2008-07-09,20,1,"M",35,NA,18,NA,2,"","Private","",476032,2008,7,9,NA,"Quill","Demersal",2008-07-09
"Whittier",147,2008-07-10,21,1,"M",46,2.1,41,NA,2,"","Charter","RICH ADV",476004,2008,7,10,NA,"Quill","Demersal",2008-07-10
"Whittier",147,2008-07-13,22,12,"M",40,1.1,16,NA,2,"","Private","",476031,2008,7,13,NA,"Quill","Demersal",2008-07-13
"Whittier",147,2008-07-13,22,26,"F",34,NA,28,NA,2,"","Charter","SEA CHASE",476006,2008,7,13,NA,"Quill","Demersal",2008-07-13
"Whittier",147,2008-07-14,23,1,"F",40,1.5,26,NA,2,"","Charter","CASSIE LYN",476004,2008,7,14,NA,"Quill","Demersal",2008-07-14
"Whittier",147,2008-07-14,23,2,"F",42,1.5,30,NA,2,"","Charter","CASSIE LYN",476004,2008,7,14,NA,"Quill","Demersal",2008-07-14
"Whittier",147,2008-07-14,23,3,"F",42,1.5,NA,NA,NA,"","Charter","CASSIE LYN",476004,2008,7,14,NA,"Quill","Demersal",2008-07-14
"Whittier",147,2008-07-15,24,1,"",34,0.9,15,NA,2,"","Charter","T REX",476032,2008,7,15,NA,"Quill","Demersal",2008-07-15
"Whittier",147,2008-07-15,24,2,"M",40,1.4,32,NA,2,"","Charter","T REX",476032,2008,7,15,NA,"Quill","Demersal",2008-07-15
"Whittier",147,2008-07-15,24,3,"M",45,2,32,NA,2,"","Charter","T REX",476032,2008,7,15,NA,"Quill","Demersal",2008-07-15
"Whittier",147,2008-07-19,26,18,"F",44,1.5,68,NA,2,"","Private","",476007,2008,7,19,NA,"Quill","Demersal",2008-07-19
"Whittier",147,2008-07-19,26,19,"M",43,1.5,68,NA,2,"","Private","",476007,2008,7,19,NA,"Quill","Demersal",2008-07-19
"Whittier",147,2008-07-19,26,20,"",38,1.2,32,NA,2,"","Private","",476007,2008,7,19,NA,"Quill","Demersal",2008-07-19
"Whittier",147,2008-07-19,26,21,"F",40,1.3,48,NA,2,"","Private","",476007,2008,7,19,NA,"Quill","Demersal",2008-07-19
"Whittier",147,2008-07-20,27,12,"M",38,1.2,32,NA,1,"","Private","",476032,2008,7,20,NA,"Quill","Demersal",2008-07-20
"Whittier",147,2008-07-20,27,13,"M",42,NA,40,NA,2,"","Private","",476032,2008,7,20,NA,"Quill","Demersal",2008-07-20
"Whittier",147,2008-07-20,27,14,"M",35,1,31,NA,1,"","Private","",476006,2008,7,20,NA,"Quill","Demersal",2008-07-20
"Whittier",147,2008-07-20,27,15,"F",37,NA,26,NA,2,"","Private","",476006,2008,7,20,NA,"Quill","Demersal",2008-07-20
"Whittier",147,2008-07-20,27,16,"",38,1,30,NA,2,"","Private","",476006,2008,7,20,NA,"Quill","Demersal",2008-07-20
"Whittier",147,2008-07-25,29,11,"M",38,1,13,NA,2,"","Charter","CASSIE LYN",486005,2008,7,25,NA,"Quill","Demersal",2008-07-25
"Whittier",147,2008-07-25,29,12,"M",44,1.5,28,NA,2,"","Charter","AK4STAR",486001,2008,7,25,NA,"Quill","Demersal",2008-07-25
"Whittier",147,2008-07-25,29,13,"M",41,1.5,32,NA,2,"","Charter","AK4STAR",486001,2008,7,25,NA,"Quill","Demersal",2008-07-25
"Whittier",147,2008-07-25,29,14,"",32,0.8,14,NA,2,"","Charter","CASSIE LYN",486005,2008,7,25,NA,"Quill","Demersal",2008-07-25
"Whittier",147,2008-07-25,29,15,"M",42,NA,32,NA,1,"","Charter","T REX",486001,2008,7,25,NA,"Quill","Demersal",2008-07-25
"Whittier",147,2008-07-26,30,20,"",36,0.9,16,NA,2,"","Private","",486031,2008,7,26,NA,"Quill","Demersal",2008-07-26
"Whittier",147,2008-07-26,30,21,"F",39,1.1,28,NA,2,"","Private","",486031,2008,7,26,NA,"Quill","Demersal",2008-07-26
"Whittier",147,2008-07-26,30,22,"",44,1.7,31,NA,2,"","Private","",476006,2008,7,26,NA,"Quill","Demersal",2008-07-26
"Whittier",147,2008-07-26,30,23,"M",39,NA,24,NA,2,"","Private","",476006,2008,7,26,NA,"Quill","Demersal",2008-07-26
"Whittier",147,2008-07-26,30,24,"F",40,NA,42,NA,2,"","Private","",476006,2008,7,26,NA,"Quill","Demersal",2008-07-26
"Whittier",147,2008-07-26,30,25,"M",38,1.2,41,NA,2,"","Private","",476032,2008,7,26,NA,"Quill","Demersal",2008-07-26
"Whittier",147,2008-07-28,32,2,"",48,2.1,35,NA,1,"","Private","",476007,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,3,"M",46,1.9,43,NA,1,"","Private","",476007,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,4,"M",35,NA,25,NA,2,"","Charter","FOOLS GOLD",476033,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,5,"",34,NA,14,NA,2,"","Charter","FOOLS GOLD",476033,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,6,"F",36,NA,19,NA,2,"","Charter","FOOLS GOLD",476033,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,7,"",39,1.5,30,NA,2,"","Charter","FOOLS GOLD",476033,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,8,"M",37,NA,25,NA,2,"","Charter","FOOLS GOLD",476033,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,9,"F",39,1.5,31,NA,2,"","Charter","FOOLS GOLD",476033,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-07-28,32,10,"F",40,1.4,24,NA,2,"","Charter","SEA CHASE",476033,2008,7,28,NA,"Quill","Demersal",2008-07-28
"Whittier",147,2008-08-01,33,9,"M",43,1.6,24,NA,2,"","Charter","CASSIE LYN",476004,2008,8,1,NA,"Quill","Demersal",2008-08-01
"Whittier",147,2008-08-02,34,20,"M",38,1.2,40,NA,2,"","Private","",486031,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,21,"M",40,1.3,18,NA,2,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,22,"M",36,1.2,24,NA,2,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,23,"M",40,1.1,NA,NA,NA,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,24,"F",42,1.5,28,NA,2,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,25,"M",39,1,31,NA,2,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,26,"F",NA,1.1,45,NA,2,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,27,"M",38,1.1,24,NA,2,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,28,"M",37,1.2,26,NA,2,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-02,34,29,"M",38,1.1,24,NA,3,"","Private","",476007,2008,8,2,NA,"Quill","Demersal",2008-08-02
"Whittier",147,2008-08-03,35,20,"M",46,2,27,NA,2,"","Private","",476032,2008,8,3,NA,"Quill","Demersal",2008-08-03
"Whittier",147,2008-08-03,35,21,"M",48,2.2,31,NA,1,"","Private","",476032,2008,8,3,NA,"Quill","Demersal",2008-08-03
"Whittier",147,2008-08-03,35,22,"M",46,2.1,40,NA,2,"","Private","",476032,2008,8,3,NA,"Quill","Demersal",2008-08-03
"Whittier",147,2008-08-03,35,29,"",41,1.3,30,NA,2,"","Private","",476006,2008,8,3,NA,"Quill","Demersal",2008-08-03
"Whittier",147,2008-08-04,36,18,"M",42,NA,50,NA,2,"","Charter","T REX",476008,2008,8,4,NA,"Quill","Demersal",2008-08-04
"Whittier",147,2008-08-05,37,11,"",44,1.8,24,NA,2,"","Charter","SEA CHASE",486005,2008,8,5,NA,"Quill","Demersal",2008-08-05
"Whittier",147,2008-08-06,38,13,"M",41,3.5,32,NA,2,"","Charter","CASSIE LYN",476004,2008,8,6,NA,"Quill","Demersal",2008-08-06
"Whittier",147,2008-08-06,38,14,"M",40,1.2,29,NA,2,"","Private","",476034,2008,8,6,NA,"Quill","Demersal",2008-08-06
"Whittier",147,2008-08-06,38,15,"M",43,1.2,31,NA,2,"","Private","",476034,2008,8,6,NA,"Quill","Demersal",2008-08-06
"Whittier",147,2008-08-06,38,16,"",43,NA,25,NA,2,"","Private","",476034,2008,8,6,NA,"Quill","Demersal",2008-08-06
"Whittier",147,2008-08-06,38,17,"M",41,1.2,28,NA,2,"","Private","",476034,2008,8,6,NA,"Quill","Demersal",2008-08-06
"Whittier",147,2008-08-06,38,18,"M",37,NA,25,NA,2,"","Private","",476034,2008,8,6,NA,"Quill","Demersal",2008-08-06
"Whittier",147,2008-08-09,39,12,"M",39,NA,29,NA,1,"","Private","",486033,2008,8,9,NA,"Quill","Demersal",2008-08-09
"Whittier",147,2008-08-09,39,13,"M",39,1.2,30,NA,2,"","Private","",476006,2008,8,9,NA,"Quill","Demersal",2008-08-09
"Whittier",147,2008-08-09,39,14,"F",38,1.1,29,NA,1,"","Private","",476102,2008,8,9,NA,"Quill","Demersal",2008-08-09
"Whittier",147,2008-08-09,39,15,"M",38,1.2,29,NA,2,"","Private","",476033,2008,8,9,NA,"Quill","Demersal",2008-08-09
"Whittier",147,2008-08-10,40,28,"",42,1.5,20,NA,1,"","Private","",476006,2008,8,10,NA,"Quill","Demersal",2008-08-10
"Whittier",147,2008-08-10,40,29,"F",44,1.8,29,NA,2,"","Private","",476006,2008,8,10,NA,"Quill","Demersal",2008-08-10
"Whittier",147,2008-08-10,40,30,"F",35,0.9,10,NA,2,"","Private","",476006,2008,8,10,NA,"Quill","Demersal",2008-08-10
"Whittier",147,2008-08-12,42,7,"",34,1,32,NA,1,"","Private","",486033,2008,8,12,NA,"Quill","Demersal",2008-08-12
"Whittier",147,2008-08-15,43,3,"F",37,NA,25,NA,2,"","Private","",486031,2008,8,15,NA,"Quill","Demersal",2008-08-15
"Whittier",147,2008-08-15,43,4,"",32,0.5,11,NA,2,"","Private","",486031,2008,8,15,NA,"Quill","Demersal",2008-08-15
"Whittier",147,2008-08-15,43,5,"M",33,0.5,NA,NA,NA,"","Private","",476033,2008,8,15,NA,"Quill","Demersal",2008-08-15
"Whittier",147,2008-08-15,43,6,"M",35,0.7,14,NA,2,"","Private","",476033,2008,8,15,NA,"Quill","Demersal",2008-08-15
"Whittier",147,2008-08-18,44,28,"M",41,NA,30,NA,2,"","Private","",476006,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,29,"F",39,NA,44,NA,1,"","Private","",476006,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,30,"",40,NA,18,NA,2,"","Private","",476006,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,31,"",39,0.6,20,NA,2,"","Private","",476006,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,32,"M",46,1.5,45,NA,2,"","Private","",476006,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,36,"M",43,1.2,29,NA,2,"","Private","",476031,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,37,"F",45,1.4,33,NA,2,"","Private","",476031,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,39,"F",47,1.3,67,NA,2,"","Private","",476031,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,40,"M",44,1,52,NA,2,"","Private","",476031,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-18,44,41,"F",43,1.1,33,NA,2,"","Private","",476031,2008,8,18,NA,"Quill","Demersal",2008-08-18
"Whittier",147,2008-08-19,45,30,"",41,0.9,28,NA,2,"","Private","",476031,2008,8,19,NA,"Quill","Demersal",2008-08-19
"Whittier",147,2008-08-19,45,31,"F",34,0.3,12,NA,2,"","Private","",476031,2008,8,19,NA,"Quill","Demersal",2008-08-19
"Whittier",147,2008-08-19,45,32,"M",41,1,34,NA,2,"","Private","",476031,2008,8,19,NA,"Quill","Demersal",2008-08-19
"Whittier",147,2008-08-19,45,33,"",41,NA,24,NA,2,"","Private","",476009,2008,8,19,NA,"Quill","Demersal",2008-08-19
"Whittier",147,2008-08-23,47,6,"M",42,0.9,25,NA,2,"","Charter","CASSIE LYN",476033,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-23,47,7,"M",35,0.5,18,NA,1,"","Private","",476007,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-23,47,8,"F",37,0.5,16,NA,1,"","Private","",476007,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-23,47,9,"F",37,0.6,24,NA,2,"","Private","",476007,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-23,47,10,"",35,0.4,24,NA,2,"","Private","",476007,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-23,47,11,"F",35,0.6,20,NA,2,"","Private","",476007,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-23,47,12,"M",38,0.5,35,NA,2,"","Private","",476007,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-23,47,13,"M",40,NA,49,NA,2,"","Private","",476007,2008,8,23,NA,"Quill","Demersal",2008-08-23
"Whittier",147,2008-08-26,50,18,"",36,NA,10,NA,2,"","Private","",486031,2008,8,26,NA,"Quill","Demersal",2008-08-26
"Whittier",147,2008-08-27,51,2,"M",38,0.6,27,NA,2,"","Private","",486033,2008,8,27,NA,"Quill","Demersal",2008-08-27
"Whittier",147,2008-08-27,51,3,"M",38,0.7,NA,NA,NA,"","Private","",486033,2008,8,27,NA,"Quill","Demersal",2008-08-27
"Whittier",147,2008-08-27,51,4,"",40,0.8,29,NA,1,"","Private","",486033,2008,8,27,NA,"Quill","Demersal",2008-08-27
"Whittier",147,2008-08-30,52,24,"M",42,1,NA,NA,NA,"","Private","",476033,2008,8,30,NA,"Quill","Demersal",2008-08-30
"Whittier",147,2008-08-30,52,25,"M",38,0.5,29,NA,2,"","Private","",476032,2008,8,30,NA,"Quill","Demersal",2008-08-30
"Whittier",147,2008-08-30,52,26,"F",39,0.7,28,NA,2,"","Private","",476032,2008,8,30,NA,"Quill","Demersal",2008-08-30
"Whittier",147,2008-08-30,52,27,"M",39,0.5,29,NA,2,"","Private","",476032,2008,8,30,NA,"Quill","Demersal",2008-08-30
