"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","USER","PORT","CAS","NETWT","RNDWT"
"55",NA,2004,6,20,4,28,NA,NA,"","M",92,NA,525733,"Private","Kodiak",0,16,21.2
"56",NA,2004,6,20,4,29,NA,13,"","F",132,NA,525732,"Private","Kodiak",0,51.4,68.3
"57",NA,2004,6,20,4,30,NA,NA,"","F",83,NA,525733,"Private","Kodiak",0,11.4,15.2
"58",NA,2004,6,20,5,1,NA,NA,"","F",97,NA,525732,"Private","Kodiak",0,18.9,25.2
"59",NA,2004,6,20,5,2,NA,NA,"","F",75,NA,525732,"Private","Kodiak",0,8.2,10.9
"60",NA,2004,6,20,5,3,NA,NA,"","F",82,NA,525733,"Private","Kodiak",0,11,14.6
"61",NA,2004,6,20,5,4,NA,NA,"","F",89,NA,525733,"Private","Kodiak",0,14.3,19.1
"62",NA,2004,6,20,5,5,NA,NA,"","F",93,NA,525733,"Private","Kodiak",0,16.5,22
"63",NA,2004,6,20,5,6,NA,9,"","F",117,NA,525733,"Private","Kodiak",0,34.8,46.2
"64",NA,2004,6,21,6,1,NA,8,"","M",89,NA,525732,"Private","Kodiak",0,14.3,19.1
"65",NA,2004,6,21,6,2,NA,10,"","M",79,NA,525732,"Private","Kodiak",0,9.7,13
"66",NA,2004,6,21,6,3,NA,14,"","M",99,NA,525733,"Private","Kodiak",0,20.2,26.9
"67",NA,2004,6,21,6,4,NA,NA,"","M",100,NA,525733,"Private","Kodiak",0,20.9,27.8
"68",NA,2004,6,21,6,5,NA,NA,"","M",87,NA,525733,"Private","Kodiak",0,13.3,17.7
"69",NA,2004,6,21,6,6,NA,13,"","F",150,NA,525732,"Private","Kodiak",0,77.8,103.4
"70",NA,2004,6,21,6,7,NA,9,"","F",101,NA,525732,"Private","Kodiak",0,21.6,28.7
"71",NA,2004,6,21,6,8,NA,NA,"","F",98,NA,525732,"Private","Kodiak",0,19.6,26
"72",NA,2004,6,21,6,9,NA,NA,"","F",126,NA,525732,"Private","Kodiak",0,44.2,58.8
"73",NA,2004,6,21,6,10,NA,NA,"","F",81,NA,525732,"Private","Kodiak",0,10.6,14
"74",NA,2004,6,21,6,11,NA,NA,"","F",86,NA,525733,"Private","Kodiak",0,12.8,17.1
"75",NA,2004,6,21,6,12,NA,NA,"","F",97,NA,525733,"Private","Kodiak",0,18.9,25.2
"76",NA,2004,6,21,6,13,NA,7,"","F",85,NA,525733,"Private","Kodiak",0,12.3,16.4
"77",NA,2004,6,21,6,14,NA,NA,"","F",81,NA,525733,"Private","Kodiak",0,10.6,14
"78",NA,2004,6,21,6,15,NA,NA,"","F",114,NA,525733,"Private","Kodiak",0,32,42.5
"79",NA,2004,6,21,6,16,NA,NA,"","F",87,NA,525733,"Private","Kodiak",0,13.3,17.7
"80",NA,2004,6,21,6,17,NA,NA,"","F",105,NA,525733,"Private","Kodiak",0,24.5,32.6
"81",NA,2004,6,21,6,18,NA,NA,"","F",98,NA,525733,"Private","Kodiak",0,19.6,26
"82",NA,2004,6,21,7,1,NA,NA,"","F",117,NA,525732,"Private","Kodiak",0,34.8,46.2
"83",NA,2004,6,21,7,2,NA,NA,"","F",88,NA,525732,"Private","Kodiak",0,13.8,18.4
"84",NA,2004,6,21,7,3,NA,6,"","M",77,NA,525733,"Charter","Kodiak",0,9,11.9
"85",NA,2004,6,21,7,4,NA,NA,"","M",75,NA,525733,"Charter","Kodiak",0,8.2,10.9
"86",NA,2004,6,21,7,5,NA,13,"","M",89,NA,525733,"Charter","Kodiak",0,14.3,19.1
"87",NA,2004,6,21,7,6,NA,NA,"","M",70,NA,525733,"Charter","Kodiak",0,6.6,8.8
"88",NA,2004,6,21,7,7,NA,NA,"","M",80,NA,525733,"Charter","Kodiak",0,10.1,13.5
"89",NA,2004,6,21,7,8,NA,20,"","M",94,NA,525733,"Charter","Kodiak",0,17.1,22.7
"90",NA,2004,6,21,7,9,NA,10,"","M",97,NA,525733,"Charter","Kodiak",0,18.9,25.2
"91",NA,2004,6,21,7,10,NA,11,"","M",79,NA,525733,"Charter","Kodiak",0,9.7,13
"92",NA,2004,6,21,7,11,NA,9,"","M",84,NA,525733,"Charter","Kodiak",0,11.9,15.8
"93",NA,2004,6,21,7,12,NA,9,"","F",67,NA,525733,"Charter","Kodiak",0,5.7,7.6
"94",NA,2004,6,21,7,13,NA,11,"","F",88,NA,525733,"Charter","Kodiak",0,13.8,18.4
"95",NA,2004,6,21,7,14,NA,9,"","F",107,NA,525733,"Charter","Kodiak",0,26,34.6
"96",NA,2004,6,21,7,15,NA,NA,"","F",128,NA,525733,"Private","Kodiak",0,46.5,61.9
"97",NA,2004,6,23,8,1,NA,NA,"","M",74,NA,525733,"Private","Kodiak",0,7.9,10.5
"98",NA,2004,6,23,8,2,NA,NA,"","F",121,NA,525733,"Private","Kodiak",0,38.8,51.6
"99",NA,2004,6,23,8,3,NA,9,"","F",119,NA,525733,"Private","Kodiak",0,36.7,48.8
"100",NA,2004,6,23,8,4,NA,NA,"","F",122,NA,525733,"Private","Kodiak",0,39.8,52.9
"101",NA,2004,6,24,9,1,NA,NA,"","F",127,NA,525732,"Private","Kodiak",0,45.3,60.3
"102",NA,2004,6,24,9,2,NA,10,"","F",97,NA,525732,"Private","Kodiak",0,18.9,25.2
"103",NA,2004,6,25,10,1,NA,10,"","M",86,NA,525733,"Private","Kodiak",0,12.8,17.1
"104",NA,2004,6,25,10,2,NA,NA,"","M",91,NA,525733,"Private","Kodiak",0,15.4,20.5
"105",NA,2004,6,25,10,3,NA,NA,"","M",79,NA,525733,"Private","Kodiak",0,9.7,13
"106",NA,2004,6,25,10,4,NA,NA,"","M",67,NA,525733,"Private","Kodiak",0,5.7,7.6
"107",NA,2004,6,25,10,5,NA,NA,"","F",117,NA,525733,"Private","Kodiak",0,34.8,46.2
"108",NA,2004,6,25,10,6,NA,11,"","F",106,NA,525733,"Private","Kodiak",0,25.2,33.6
"109",NA,2004,6,25,10,7,NA,NA,"","F",97,NA,525733,"Private","Kodiak",0,18.9,25.2
"110",NA,2004,6,25,10,8,NA,NA,"","F",108,NA,525733,"Private","Kodiak",0,26.8,35.7
"111",NA,2004,6,25,10,9,NA,7,"","F",122,NA,525733,"Private","Kodiak",0,39.8,52.9
"112",NA,2004,6,25,10,10,NA,7,"","F",87,NA,525733,"Private","Kodiak",0,13.3,17.7
"113",NA,2004,6,25,10,11,NA,5,"","F",86,NA,525733,"Private","Kodiak",0,12.8,17.1
"114",NA,2004,6,25,10,12,NA,NA,"","F",68,NA,525733,"Private","Kodiak",0,6,8
"115",NA,2004,6,25,10,13,NA,5,"","F",70,NA,525733,"Private","Kodiak",0,6.6,8.8
"116",NA,2004,6,25,10,14,NA,NA,"","F",127,NA,525733,"Private","Kodiak",0,45.3,60.3
"117",NA,2004,6,25,10,15,NA,NA,"","F",75,NA,525733,"Private","Kodiak",0,8.2,10.9
"118",NA,2004,6,25,10,16,NA,14,"","F",63,NA,525733,"Private","Kodiak",0,4.7,6.2
"119",NA,2004,6,25,10,17,NA,7,"","F",89,NA,525733,"Private","Kodiak",0,14.3,19.1
"120",NA,2004,7,1,11,1,NA,NA,"","F",94,NA,525733,"Private","Kodiak",0,17.1,22.7
"121",NA,2004,7,1,11,2,NA,6,"","F",83,NA,525733,"Private","Kodiak",0,11.4,15.2
"122",NA,2004,7,1,11,3,NA,NA,"","F",106,NA,525733,"Private","Kodiak",0,25.2,33.6
"123",NA,2004,7,1,11,4,NA,7,"","F",78,NA,525733,"Private","Kodiak",0,9.3,12.4
"124",NA,2004,7,1,11,5,NA,NA,"I","F",84,NA,525733,"Private","Kodiak",0,11.9,15.8
"125",NA,2004,7,1,11,6,NA,7,"","M",76,NA,525733,"Private","Kodiak",0,8.6,11.4
"126",NA,2004,7,1,11,7,NA,9,"","F",87,NA,525733,"Private","Kodiak",0,13.3,17.7
"127",NA,2004,7,1,11,8,NA,5,"","F",98,NA,525733,"Private","Kodiak",0,19.6,26
"128",NA,2004,7,1,11,9,NA,8,"","F",65,NA,525733,"Private","Kodiak",0,5.2,6.9
"129",NA,2004,7,1,11,10,NA,NA,"","F",115,NA,525733,"Private","Kodiak",0,32.9,43.7
"130",NA,2004,7,1,11,11,NA,NA,"","F",78,NA,525733,"Private","Kodiak",0,9.3,12.4
"131",NA,2004,7,1,11,12,NA,NA,"","F",97,NA,525733,"Private","Kodiak",0,18.9,25.2
"132",NA,2004,7,1,11,13,NA,6,"","F",97,NA,525733,"Private","Kodiak",0,18.9,25.2
"133",NA,2004,7,1,11,14,NA,10,"","F",93,NA,525733,"Private","Kodiak",0,16.5,22
"134",NA,2004,7,1,11,15,NA,16,"","F",102,NA,525733,"Private","Kodiak",0,22.3,29.6
"135",NA,2004,7,2,12,1,NA,7,"","M",83,NA,525733,"Private","Kodiak",0,11.4,15.2
"136",NA,2004,7,2,12,2,NA,5,"","F",89,NA,525733,"Private","Kodiak",0,14.3,19.1
"137",NA,2004,7,2,12,3,NA,NA,"","F",82,NA,525733,"Private","Kodiak",0,11,14.6
"138",NA,2004,7,2,12,4,NA,9,"","F",82,NA,525733,"Charter","Kodiak",0,11,14.6
"139",NA,2004,7,2,12,5,NA,NA,"","F",90,NA,525733,"Private","Kodiak",0,14.9,19.8
"140",NA,2004,7,2,12,6,NA,NA,"","F",114,NA,525733,"Private","Kodiak",0,32,42.5
"141",NA,2004,7,2,12,7,NA,NA,"","F",99,NA,525733,"Private","Kodiak",0,20.2,26.9
"142",NA,2004,7,2,12,8,NA,NA,"","F",131,NA,525733,"Private","Kodiak",0,50.1,66.7
"143",NA,2004,7,2,12,9,NA,NA,"","F",115,NA,525733,"Private","Kodiak",0,32.9,43.7
"144",NA,2004,7,2,12,10,NA,NA,"","F",94,NA,525733,"Private","Kodiak",0,17.1,22.7
"145",NA,2004,7,3,13,1,NA,NA,"","M",70,NA,525733,"Private","Kodiak",0,6.6,8.8
"146",NA,2004,7,3,13,2,NA,NA,"","F",93,NA,525733,"Private","Kodiak",0,16.5,22
"147",NA,2004,7,3,13,3,NA,NA,"","F",101,NA,525733,"Private","Kodiak",0,21.6,28.7
"148",NA,2004,7,3,13,4,NA,21,"","F",79,NA,525733,"Private","Kodiak",0,9.7,13
"149",NA,2004,7,3,13,5,NA,NA,"","F",92,NA,525733,"Private","Kodiak",0,16,21.2
"150",NA,2004,7,3,13,6,NA,NA,"","F",105,NA,525733,"Private","Kodiak",0,24.5,32.6
"151",NA,2004,7,3,13,7,NA,NA,"","F",118,NA,525733,"Private","Kodiak",0,35.7,47.5
"152",NA,2004,7,3,13,8,NA,NA,"","F",64,NA,525733,"Private","Kodiak",0,4.9,6.5
"153",NA,2004,7,3,13,9,NA,NA,"","F",45,NA,525733,"Private","Kodiak",0,1.6,2.1
"154",NA,2004,7,3,13,10,NA,NA,"","F",123,NA,525733,"Private","Kodiak",0,40.9,54.4
"155",NA,2004,7,3,13,11,NA,12,"","M",83,NA,525733,"Charter","Kodiak",0,11.4,15.2
"156",NA,2004,7,3,13,12,NA,NA,"","M",93,NA,525733,"Charter","Kodiak",0,16.5,22
"157",NA,2004,7,3,13,13,NA,21,"","M",89,NA,525733,"Charter","Kodiak",0,14.3,19.1
"158",NA,2004,7,3,13,14,NA,7,"","F",98,NA,525733,"Charter","Kodiak",0,19.6,26
"159",NA,2004,7,3,13,15,NA,7,"","F",111,NA,525733,"Charter","Kodiak",0,29.3,39
"160",NA,2004,7,3,13,16,NA,12,"","F",105,NA,525733,"Charter","Kodiak",0,24.5,32.6
"161",NA,2004,7,3,13,17,NA,11,"","F",96,NA,525733,"Charter","Kodiak",0,18.3,24.4
"162",NA,2004,7,3,13,18,NA,7,"","F",85,NA,525733,"Charter","Kodiak",0,12.3,16.4
"163",NA,2004,7,3,13,19,NA,7,"","F",95,NA,525733,"Charter","Kodiak",0,17.7,23.5
"164",NA,2004,7,3,13,20,NA,8,"","F",95,NA,525733,"Charter","Kodiak",0,17.7,23.5
"165",NA,2004,7,3,13,21,NA,7,"","F",101,NA,525733,"Charter","Kodiak",0,21.6,28.7
"166",NA,2004,7,3,13,22,NA,9,"","F",96,NA,525733,"Charter","Kodiak",0,18.3,24.4
"167",NA,2004,7,3,13,23,NA,10,"","F",90,NA,525733,"Charter","Kodiak",0,14.9,19.8
"168",NA,2004,7,3,13,24,NA,6,"","F",92,NA,525733,"Charter","Kodiak",0,16,21.2
"169",NA,2004,7,3,13,25,NA,5,"","F",83,NA,525733,"Charter","Kodiak",0,11.4,15.2
"170",NA,2004,7,3,13,26,NA,5,"","F",70,NA,525733,"Charter","Kodiak",0,6.6,8.8
"171",NA,2004,7,4,14,1,NA,10,"","M",82,NA,525733,"Private","Kodiak",0,11,14.6
"172",NA,2004,7,4,14,2,NA,NA,"","F",168,NA,525733,"Private","Kodiak",0,112.2,149.3
"173",NA,2004,7,4,14,3,NA,5,"","F",92,NA,525733,"Private","Kodiak",0,16,21.2
"174",NA,2004,7,4,14,4,NA,7,"","F",119,NA,525733,"Private","Kodiak",0,36.7,48.8
"175",NA,2004,7,4,14,5,NA,12,"","F",129,NA,525733,"Private","Kodiak",0,47.7,63.4
"176",NA,2004,7,4,14,6,NA,NA,"","F",106,NA,525733,"Private","Kodiak",0,25.2,33.6
"177",NA,2004,7,4,14,7,NA,NA,"","F",76,NA,525733,"Private","Kodiak",0,8.6,11.4
"178",NA,2004,7,4,14,8,NA,NA,"","F",67,NA,525733,"Private","Kodiak",0,5.7,7.6
"179",NA,2004,7,4,14,9,NA,NA,"","F",76,NA,525733,"Private","Kodiak",0,8.6,11.4
"180",NA,2004,7,4,14,10,NA,15,"","M",91,NA,525733,"Private","Kodiak",0,15.4,20.5
"181",NA,2004,7,4,14,11,NA,NA,"","M",76,NA,525733,"Private","Kodiak",0,8.6,11.4
"182",NA,2004,7,4,14,12,NA,NA,"","F",137,NA,525733,"Private","Kodiak",0,58,77.1
"183",NA,2004,7,4,14,13,NA,5,"","F",76,NA,525733,"Private","Kodiak",0,8.6,11.4
"184",NA,2004,7,4,14,14,NA,NA,"","F",101,NA,525733,"Private","Kodiak",0,21.6,28.7
"185",NA,2004,7,4,14,15,NA,6,"","F",88,NA,525733,"Private","Kodiak",0,13.8,18.4
"186",NA,2004,7,4,14,16,NA,NA,"","F",120,NA,525733,"Private","Kodiak",0,37.7,50.2
"187",NA,2004,7,4,14,17,NA,11,"","F",126,NA,525733,"Private","Kodiak",0,44.2,58.8
"188",NA,2004,7,4,14,18,NA,NA,"","F",95,NA,525733,"Private","Kodiak",0,17.7,23.5
"189",NA,2004,7,4,14,19,NA,8,"","F",88,NA,525733,"Private","Kodiak",0,13.8,18.4
"190",NA,2004,7,4,14,20,NA,10,"","F",98,NA,525733,"Private","Kodiak",0,19.6,26
"191",NA,2004,7,4,14,21,NA,7,"","F",82,NA,525733,"Private","Kodiak",0,11,14.6
"192",NA,2004,7,4,14,22,NA,6,"","F",79,NA,525733,"Private","Kodiak",0,9.7,13
"193",NA,2004,7,4,14,23,NA,4,"","F",67,NA,525733,"Private","Kodiak",0,5.7,7.6
"194",NA,2004,7,4,14,24,NA,5,"","F",56,NA,525733,"Private","Kodiak",0,3.2,4.2
"195",NA,2004,7,4,14,25,NA,NA,"","F",74,NA,525733,"Private","Kodiak",0,7.9,10.5
"196",NA,2004,7,5,15,1,NA,NA,"","F",107,NA,525732,"Private","Kodiak",0,26,34.6
"197",NA,2004,7,5,15,2,NA,NA,"I","F",94,NA,525732,"Private","Kodiak",0,17.1,22.7
"198",NA,2004,7,5,15,3,NA,NA,"","F",69,NA,525732,"Private","Kodiak",0,6.3,8.4
"199",NA,2004,7,5,15,4,NA,10,"","M",84,NA,525733,"Private","Kodiak",0,11.9,15.8
"200",NA,2004,7,5,15,5,NA,NA,"","M",77,NA,525733,"Private","Kodiak",0,9,11.9
"201",NA,2004,7,5,15,6,NA,NA,"","M",71,NA,525733,"Private","Kodiak",0,6.9,9.2
"202",NA,2004,7,5,15,7,NA,NA,"","M",94,NA,525733,"Private","Kodiak",0,17.1,22.7
"203",NA,2004,7,5,15,8,NA,NA,"","M",81,NA,525733,"Private","Kodiak",0,10.6,14
"204",NA,2004,7,5,15,9,NA,NA,"","M",90,NA,525733,"Private","Kodiak",0,14.9,19.8
"205",NA,2004,7,5,15,10,NA,NA,"","M",75,NA,525733,"Private","Kodiak",0,8.2,10.9
"206",NA,2004,7,5,15,11,NA,NA,"","F",138,NA,525733,"Private","Kodiak",0,59.3,78.9
"207",NA,2004,7,5,15,12,NA,12,"","F",125,NA,525733,"Private","Kodiak",0,43.1,57.3
"208",NA,2004,7,5,15,13,NA,11,"","F",99,NA,525733,"Private","Kodiak",0,20.2,26.9
"209",NA,2004,7,5,15,14,NA,NA,"","F",95,NA,525733,"Private","Kodiak",0,17.7,23.5
"210",NA,2004,7,5,15,15,NA,NA,"","F",150,NA,525733,"Private","Kodiak",0,77.8,103.4
"211",NA,2004,7,5,15,16,NA,10,"","F",85,NA,525733,"Private","Kodiak",0,12.3,16.4
"212",NA,2004,7,5,15,17,NA,7,"","F",82,NA,525733,"Private","Kodiak",0,11,14.6
"213",NA,2004,7,5,15,18,NA,12,"","F",83,NA,525733,"Private","Kodiak",0,11.4,15.2
"214",NA,2004,7,5,15,19,NA,NA,"","F",83,NA,525733,"Private","Kodiak",0,11.4,15.2
"215",NA,2004,7,5,15,20,NA,9,"","F",92,NA,525733,"Private","Kodiak",0,16,21.2
"216",NA,2004,7,5,15,21,NA,5,"","F",68,NA,525733,"Private","Kodiak",0,6,8
"217",NA,2004,7,5,15,22,NA,NA,"","F",74,NA,525733,"Private","Kodiak",0,7.9,10.5
"218",NA,2004,7,5,15,23,NA,NA,"","F",88,NA,525733,"Private","Kodiak",0,13.8,18.4
"219",NA,2004,7,5,15,24,NA,NA,"","F",138,NA,525733,"Private","Kodiak",0,59.3,78.9
"220",NA,2004,7,5,15,25,NA,8,"","F",79,NA,525733,"Private","Kodiak",0,9.7,13
"221",NA,2004,7,5,15,26,NA,11,"","F",145,NA,525733,"Private","Kodiak",0,69.7,92.7
"222",NA,2004,7,5,15,27,NA,14,"","F",154,NA,525733,"Private","Kodiak",0,84.7,112.6
"223",NA,2004,7,5,15,28,NA,7,"","F",64,NA,525733,"Private","Kodiak",0,4.9,6.5
"224",NA,2004,7,5,15,29,NA,NA,"","F",70,NA,525733,"Private","Kodiak",0,6.6,8.8
"225",NA,2004,7,5,15,30,NA,NA,"","F",111,NA,525733,"Private","Kodiak",0,29.3,39
"226",NA,2004,7,5,16,1,NA,24,"","F",191,NA,525733,"Private","Kodiak",0,170.1,226.2
"227",NA,2004,7,6,17,1,NA,NA,"","F",111,NA,525732,"Private","Kodiak",0,29.3,39
"228",NA,2004,7,6,17,2,NA,NA,"","F",111,NA,525732,"Private","Kodiak",0,29.3,39
"229",NA,2004,7,6,17,3,NA,NA,"","F",131,NA,525732,"Charter","Kodiak",0,50.1,66.7
"230",NA,2004,7,6,17,4,NA,NA,"","M",85,NA,525733,"Private","Kodiak",0,12.3,16.4
"231",NA,2004,7,6,17,5,NA,NA,"","F",158,NA,525733,"Private","Kodiak",0,92,122.4
"232",NA,2004,7,6,17,6,NA,9,"","F",87,NA,525733,"Private","Kodiak",0,13.3,17.7
"233",NA,2004,7,6,17,7,NA,NA,"","F",70,NA,525733,"Private","Kodiak",0,6.6,8.8
"234",NA,2004,7,6,17,8,NA,NA,"","F",80,NA,525733,"Private","Kodiak",0,10.1,13.5
"235",NA,2004,7,6,17,9,NA,NA,"","M",91,NA,525733,"Private","Kodiak",0,15.4,20.5
"236",NA,2004,7,6,17,10,NA,NA,"","M",75,NA,525733,"Private","Kodiak",0,8.2,10.9
"237",NA,2004,7,6,17,11,NA,NA,"","F",144,NA,525733,"Private","Kodiak",0,68.1,90.6
"238",NA,2004,7,6,17,12,NA,NA,"","F",134,NA,525733,"Private","Kodiak",0,53.9,71.8
"239",NA,2004,7,6,17,13,NA,NA,"","F",86,NA,525733,"Private","Kodiak",0,12.8,17.1
"240",NA,2004,7,6,17,14,NA,NA,"","F",91,NA,525733,"Private","Kodiak",0,15.4,20.5
"241",NA,2004,7,6,17,15,NA,NA,"","F",91,NA,525733,"Private","Kodiak",0,15.4,20.5
"242",NA,2004,7,6,17,16,NA,12,"","F",133,NA,525733,"Private","Kodiak",0,52.7,70
"243",NA,2004,7,6,17,17,NA,11,"","M",95,NA,525733,"Charter","Kodiak",0,17.7,23.5
"244",NA,2004,7,6,17,18,NA,8,"","M",87,NA,525733,"Charter","Kodiak",0,13.3,17.7
"245",NA,2004,7,6,17,19,NA,20,"","M",77,NA,525733,"Charter","Kodiak",0,9,11.9
"246",NA,2004,7,6,17,20,NA,9,"","F",104,NA,525733,"Charter","Kodiak",0,23.7,31.6
"247",NA,2004,7,6,17,21,NA,11,"","F",98,NA,525733,"Charter","Kodiak",0,19.6,26
"248",NA,2004,7,9,18,1,NA,NA,"","F",149,NA,525732,"Private","Kodiak",0,76.1,101.2
"249",NA,2004,7,9,18,2,NA,11,"","F",87,NA,525732,"Private","Kodiak",0,13.3,17.7
"250",NA,2004,7,9,18,3,NA,NA,"","F",99,NA,525732,"Private","Kodiak",0,20.2,26.9
"251",NA,2004,7,9,18,4,NA,5,"","F",79,NA,525732,"Private","Kodiak",0,9.7,13
"252",NA,2004,7,9,18,5,NA,NA,"","M",74,NA,525733,"Private","Kodiak",0,7.9,10.5
"253",NA,2004,7,9,18,6,NA,NA,"","M",91,NA,525733,"Private","Kodiak",0,15.4,20.5
"254",NA,2004,7,9,18,7,NA,NA,"","M",74,NA,525733,"Private","Kodiak",0,7.9,10.5
