PORT,PAGE,LINE,YEAR,AGE,AGE2,AGEERR,SEX,LENGTH,NETWT,RNDWT,AGECONF,USER,BOATNAME,STATAREA,CAS,GAF,MONTH,DAY,SUB
CCI,3,6,2022,,,,F,83,10.7956226,14.39077819,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,7,2022,,,,F,73,7.223269467,9.628760898,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,8,2022,,,,F,66,5.268728051,7.023318578,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,9,2022,,,,F,65,5.022871535,6.695586986,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,10,2022,,,,F,82,10.39371065,13.85502163,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,11,2022,,,,F,96,17.02324007,22.69231532,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,12,2022,,,,M,72,6.918054489,9.221903303,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,13,2022,,,,F,68,5.784770866,7.711213845,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,14,2022,,,,F,94,15.93761921,21.24516126,,Charter,HARD EIGHT,525931,0,0,5,27,1
CCI,3,15,2022,,,,F,68,5.784770866,7.711213845,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,16,2022,,,,M,66,5.268728051,7.023318578,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,17,2022,,,,F,92,14.90009935,19.86212679,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,18,2022,,,,F,100,19.34342013,25.78516117,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,19,2022,,,,M,67,5.522648429,7.361799458,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,20,2022,,,,F,92,14.90009935,19.86212679,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,21,2022,,,,F,80,9.620661265,12.82453153,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,22,2022,,,,M,69,6.055233829,8.071746318,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,23,2022,,,,F,66,5.268728051,7.023318578,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,24,2022,,,,M,72,6.918054489,9.221903303,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,25,2022,,,,F,96,17.02324007,22.69231532,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,26,2022,,,,M,80,9.620661265,12.82453153,,Charter,AFISHUNT II,525931,0,0,5,27,1
CCI,3,27,2022,,,,F,95,16.47434472,21.96062696,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,28,2022,,,,F,70,6.334176049,8.443581807,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,29,2022,,,,F,72,6.918054489,9.221903303,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,30,2022,,,,F,103,21.21845597,28.28462099,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,31,2022,,,,M,74,7.537521211,10.04766468,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,32,2022,,,,F,70,6.334176049,8.443581807,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,33,2022,,,,F,70,6.334176049,8.443581807,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,34,2022,,,,F,76,8.193695274,10.92235767,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,35,2022,,,,F,69,6.055233829,8.071746318,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,36,2022,,,,F,98,18.15811998,24.20513266,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,37,2022,,,,M,75,7.860949729,10.47880128,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,38,2022,,,,M,73,7.223269467,9.628760898,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,39,2022,,,,M,87,12.50917088,16.67497191,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,40,2022,,,,F,82,10.39371065,13.85502163,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,41,2022,,,,F,92,14.90009935,19.86212679,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,3,42,2022,,,,M,70,6.334176049,8.443581807,,Charter,VOYAGEUR,525931,0,0,5,27,1
CCI,4,1,2022,,,,F,77,8.535898344,11.37852112,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,2,2022,,,,M,71,6.621736519,8.826905594,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,3,2022,,,,M,73,7.223269467,9.628760898,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,4,2022,,,,F,74,7.537521211,10.04766468,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,5,2022,,,,M,71,6.621736519,8.826905594,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,6,2022,,,,F,62,4.332307282,5.775051193,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,7,2022,,,,M,86,12.0646136,16.08236826,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,8,2022,,,,F,86,12.0646136,16.08236826,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,9,2022,,,,M,83,10.7956226,14.39077819,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,10,2022,,,,M,61,4.117329729,5.488481869,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,11,2022,,,,M,78,8.887699676,11.84747925,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,12,2022,,,,F,67,5.522648429,7.361799458,,Charter,QUICKWATER,525931,0,0,5,31,1
CCI,4,13,2022,,,,M,70,6.334176049,8.443581807,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,14,2022,,,,M,79,9.249240246,12.32941997,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,15,2022,,,,M,68,5.784770866,7.711213845,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,16,2022,,,,M,79,9.249240246,12.32941997,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,17,2022,,,,M,69,6.055233829,8.071746318,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,18,2022,,,,M,85,11.63093161,15.50426161,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,19,2022,,,,F,76,8.193695274,10.92235767,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,20,2022,,,,F,62,4.332307282,5.775051193,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,21,2022,,,,M,70,6.334176049,8.443581807,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,22,2022,,,,M,79,9.249240246,12.32941997,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,23,2022,,,,F,77,8.535898344,11.37852112,,Charter,SOLO,525931,0,0,5,31,1
CCI,4,24,2022,,,,M,69,6.055233829,8.071746318,,Charter,SOLO,525931,0,0,5,31,1
CCI,5,1,2022,,,,F,70,6.334176049,8.443581807,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,2,2022,,,,F,105,22.53490703,30.03947625,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,3,2022,,,,F,105,22.53490703,30.03947625,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,4,2022,,,,F,121,35.12784224,46.82610766,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,5,2022,,,,F,69,6.055233829,8.071746318,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,6,2022,,,,F,117,31.61950099,42.14941948,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,7,2022,,,,F,87,12.50917088,16.67497191,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,8,2022,,,,F,66,5.268728051,7.023318578,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,9,2022,,,,F,92,14.90009935,19.86212679,,Charter,ALASKA SPIRIT,525931,0,0,6,4,1
CCI,5,10,2022,,,,F,94,15.93761921,21.24516126,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,11,2022,,,,F,99,18.74439483,24.98664861,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,12,2022,,,,F,104,21.86994126,29.15306375,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,13,2022,,,,F,68,5.784770866,7.711213845,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,14,2022,,,,F,99,18.74439483,24.98664861,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,15,2022,,,,F,66,5.268728051,7.023318578,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,16,2022,,,,F,112,27.57945473,36.76395799,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,17,2022,,,,M,68,5.784770866,7.711213845,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,18,2022,,,,F,67,5.522648429,7.361799458,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,19,2022,,,,F,103,21.21845597,28.28462099,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,20,2022,,,,F,63,4.554798661,6.071636597,,Charter,DISCOVER 2,525931,0,0,6,4,1
CCI,5,21,2022,,,,F,65,5.022871535,6.695586986,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,22,2022,,,,F,64,4.784940955,6.378420822,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,23,2022,,,,F,64,4.784940955,6.378420822,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,24,2022,,,,F,68,5.784770866,7.711213845,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,25,2022,,,,F,64,4.784940955,6.378420822,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,26,2022,,,,F,130,43.97197347,58.61550932,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,27,2022,,,,F,91,14.39901627,19.19417315,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,28,2022,,,,F,99,18.74439483,24.98664861,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,29,2022,,,,F,102,20.58030478,27.43395285,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,30,2022,,,,F,128,41.88904599,55.83892584,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,31,2022,,,,F,134,48.34719512,64.44776621,,Charter,MISS NV,525931,0,0,6,4,1
CCI,5,32,2022,,,,M,71,6.621736519,8.826905594,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,33,2022,,,,F,78,8.887699676,11.84747925,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,34,2022,,,,M,69,6.055233829,8.071746318,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,35,2022,,,,M,53,2.651653278,3.534706204,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,36,2022,,,,F,87,12.50917088,16.67497191,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,37,2022,,,,F,97,17.58445015,23.44041943,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,38,2022,,,,F,63,4.554798661,6.071636597,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,39,2022,,,,F,105,22.53490703,30.03947625,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,40,2022,,,,M,63,4.554798661,6.071636597,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,41,2022,,,,F,74,7.537521211,10.04766468,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,42,2022,,,,F,101,19.9553415,26.60086445,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,43,2022,,,,F,70,6.334176049,8.443581807,,Charter,EXPLORER,525931,0,0,6,4,1
CCI,5,44,2022,,,,F,107,23.90586643,31.86699223,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,45,2022,,,,F,91,14.39901627,19.19417315,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,46,2022,,,,F,69,6.055233829,8.071746318,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,47,2022,,,,F,68,5.784770866,7.711213845,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,48,2022,,,,F,63,4.554798661,6.071636597,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,49,2022,,,,F,79,9.249240246,12.32941997,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,50,2022,,,,M,64,4.784940955,6.378420822,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,51,2022,,,,M,61,4.117329729,5.488481869,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,52,2022,,,,F,53,2.651653278,3.534706204,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,53,2022,,,,F,80,9.620661265,12.82453153,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,54,2022,,,,F,87,12.50917088,16.67497191,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,55,2022,,,,F,100,19.34342013,25.78516117,,Charter,JUST FISH,525931,0,0,6,4,1
CCI,5,56,2022,,,,F,120,34.22713633,45.62544889,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,57,2022,,,,F,86,12.0646136,16.08236826,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,58,2022,,,,F,117,31.61950099,42.14941948,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,59,2022,,,,F,108,24.61215374,32.80848715,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,60,2022,,,,F,86,12.0646136,16.08236826,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,61,2022,,,,F,57,3.329826174,4.438724072,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,62,2022,,,,F,99,18.74439483,24.98664861,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,63,2022,,,,M,58,3.51611349,4.687048744,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,64,2022,,,,F,59,3.709369195,4.944662417,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,65,2022,,,,F,65,5.022871535,6.695586986,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,5,66,2022,,,,M,65,5.022871535,6.695586986,,Charter,VIKING SPIRIT,525931,0,0,6,4,1
CCI,6,1,2022,,,,F,64,4.784940955,6.378420822,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,2,2022,,,,F,68,5.784770866,7.711213845,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,3,2022,,,,F,68,5.784770866,7.711213845,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,4,2022,,,,M,63,4.554798661,6.071636597,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,5,2022,,,,F,89,13.43148357,17.90443295,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,6,2022,,,,F,88,12.96474647,17.28226317,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,7,2022,,,,F,101,19.9553415,26.60086445,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,8,2022,,,,F,106,23.21349984,30.94405387,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,9,2022,,,,F,101,19.9553415,26.60086445,,Charter,MISS NV,525931,0,0,6,5,1
CCI,6,10,2022,,,,F,81,10.00210418,13.33300246,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,11,2022,,,,F,81,10.00210418,13.33300246,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,12,2022,,,,F,85,11.63093161,15.50426161,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,13,2022,,,,F,64,4.784940955,6.378420822,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,14,2022,,,,F,66,5.268728051,7.023318578,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,15,2022,,,,F,86,12.0646136,16.08236826,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,16,2022,,,,F,105,22.53490703,30.03947625,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,17,2022,,,,F,65,5.022871535,6.695586986,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,18,2022,,,,F,69,6.055233829,8.071746318,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,19,2022,,,,F,64,4.784940955,6.378420822,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,20,2022,,,,F,82,10.39371065,13.85502163,,Charter,EXCITER,525931,0,0,6,5,1
CCI,6,21,2022,,,,F,65,5.022871535,6.695586986,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,22,2022,,,,F,90,13.90952563,18.54167245,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,23,2022,,,,F,92,14.90009935,19.86212679,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,24,2022,,,,F,101,19.9553415,26.60086445,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,25,2022,,,,F,85,11.63093161,15.50426161,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,26,2022,,,,M,81,10.00210418,13.33300246,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,27,2022,,,,F,64,4.784940955,6.378420822,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,28,2022,,,,F,70,6.334176049,8.443581807,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,29,2022,,,,M,80,9.620661265,12.82453153,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,30,2022,,,,F,81,10.00210418,13.33300246,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,31,2022,,,,M,68,5.784770866,7.711213845,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,32,2022,,,,M,81,10.00210418,13.33300246,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,33,2022,,,,F,70,6.334176049,8.443581807,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,34,2022,,,,F,63,4.554798661,6.071636597,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,35,2022,,,,F,65,5.022871535,6.695586986,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,36,2022,,,,F,64,4.784940955,6.378420822,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,37,2022,,,,F,67,5.522648429,7.361799458,,Charter,VOYAGEUR,525931,0,0,6,5,1
CCI,6,38,2022,,,,F,91,14.39901627,19.19417315,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,39,2022,,,,F,82,10.39371065,13.85502163,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,40,2022,,,,F,71,6.621736519,8.826905594,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,41,2022,,,,F,64,4.784940955,6.378420822,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,42,2022,,,,M,59,3.709369195,4.944662417,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,43,2022,,,,F,64,4.784940955,6.378420822,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,44,2022,,,,F,68,5.784770866,7.711213845,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,45,2022,,,,F,60,3.909729203,5.211746266,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,46,2022,,,,F,79,9.249240246,12.32941997,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,47,2022,,,,F,122,36.04454391,48.04808911,,Charter,ENDURANCE,525931,0,0,6,5,1
CCI,6,48,2022,,,,F,92,14.90009935,19.86212679,,Charter,ARCTIC EXPEDITION,525931,0,0,6,5,1
CCI,6,49,2022,,,,F,88,12.96474647,17.28226317,,Charter,ARCTIC EXPEDITION,525931,0,0,6,5,1
CCI,6,50,2022,,,,F,65,5.022871535,6.695586986,,Charter,ARCTIC EXPEDITION,525931,0,0,6,5,1
CCI,6,51,2022,,,,F,91,14.39901627,19.19417315,,Charter,ARCTIC EXPEDITION,525931,0,0,6,5,1
CCI,6,52,2022,,,,F,76,8.193695274,10.92235767,,Charter,ARCTIC EXPEDITION,525931,0,0,6,5,1
CCI,6,53,2022,,,,F,107,23.90586643,31.86699223,,Charter,ARCTIC EXPEDITION,525931,0,0,6,5,1
CCI,6,54,2022,,,,M,64,4.784940955,6.378420822,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,55,2022,,,,M,69,6.055233829,8.071746318,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,56,2022,,,,M,60,3.909729203,5.211746266,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,57,2022,,,,M,68,5.784770866,7.711213845,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,58,2022,,,,M,71,6.621736519,8.826905594,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,59,2022,,,,F,87,12.50917088,16.67497191,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,60,2022,,,,F,109,25.33250885,33.76873475,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,61,2022,,,,F,117,31.61950099,42.14941948,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,62,2022,,,,F,95,16.47434472,21.96062696,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,63,2022,,,,F,99,18.74439483,24.98664861,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,64,2022,,,,M,67,5.522648429,7.361799458,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,65,2022,,,,F,76,8.193695274,10.92235767,,Charter,JUST FISH,525931,0,0,6,5,1
CCI,6,66,2022,,,,F,146,63.23502624,84.29353922,,Charter,VIKING SPIRIT,525931,0,0,6,5,1
CCI,6,67,2022,,,,F,114,29.15046247,38.85814235,,Charter,VIKING SPIRIT,525931,0,0,6,5,1
CCI,6,68,2022,,,,F,114,29.15046247,38.85814235,,Charter,VIKING SPIRIT,525931,0,0,6,5,1
CCI,6,69,2022,,,,F,107,23.90586643,31.86699223,,Charter,VIKING SPIRIT,525931,0,0,6,5,1
CCI,6,70,2022,,,,F,92,14.90009935,19.86212679,,Charter,VIKING SPIRIT,525931,0,0,6,5,1
