"PORT","PAGE","LINE","SAMPLEID","SEX","LENGTH","NETWT","RNDWT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","CAS","GAF","REMARKS","YEAR","MONTH","DAY","SUB"
"CCI",2,9,"1 052225 1 9","M",68,5.78477086615565,7.71121384510118,,,,,"Charter","ALASKA SPIRIT",525931,0,0,,2025,5,22,1
"CCI",2,10,"1 052225 1 10","M",68,5.78477086615565,7.71121384510118,,,,,"Charter","ALASKA SPIRIT",525931,0,0,,2025,5,22,1
"CCI",2,11,"1 052225 1 11","F",67,5.52264842896343,7.36179945798794,,,,,"Charter","ALASKA SPIRIT",525931,0,0,,2025,5,22,1
"CCI",2,12,"1 052225 1 12","F",84,11.2079821314859,14.9404615995443,,,,,"Charter","ALASKA SPIRIT",525931,0,0,,2025,5,22,1
"CCI",2,13,"1 052225 2 1","F",66,5.26872805129869,7.02331857825987,,,,,"Charter","MAVERICK",525931,0,0,,2025,5,22,1
"CCI",2,14,"1 052225 2 2","F",90,13.9095256296274,18.5416724526642,,,,,"Charter","MAVERICK",525931,0,0,,2025,5,22,1
"CCI",2,15,"1 052225 2 3","F",75,7.86094972864608,10.478801284564,,,,,"Charter","MAVERICK",525931,0,0,,2025,5,22,1
"CCI",2,16,"1 052225 2 4","M",64,4.78494095538039,6.37842082198872,,,,,"Charter","MAVERICK",525931,0,0,,2025,5,22,1
"CCI",2,17,"1 052225 3 1","F",68,5.78477086615565,7.71121384510118,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,18,"1 052225 3 2","F",64,4.78494095538039,6.37842082198872,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,19,"1 052225 3 3","M",64,4.78494095538039,6.37842082198872,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,20,"1 052225 3 4","M",61,4.11732972917668,5.48848186852621,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,21,"1 052225 3 5","F",64,4.78494095538039,6.37842082198872,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,22,"1 052225 3 6","F",63,4.55479866107468,6.07163659712401,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,23,"1 052225 3 7","M",69,6.05523382908109,8.07174631778731,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,24,"1 052225 3 8","F",98,18.15811998263,24.2051326579367,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,25,"1 052225 3 9","F",85,11.6309316081458,15.5042616074719,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,26,"1 052225 3 10","F",99,18.7443948297491,24.986648611246,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,27,"1 052225 3 11","F",86,12.0646135954387,16.0823682640984,,,,,"Charter","GRINCH",525931,0,0,,2025,5,22,1
"CCI",2,28,"1 052225 3 12","F",76,8.19369527376537,10.9223576697324,,,,,"Charter","GRINCH",525931,0,0,"Otos collected by charter",2025,5,22,1
"CCI",2,29,"1 052225 4 1","F",61,4.11732972917668,5.48848186852621,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,30,"1 052225 4 2","F",90,13.9095256296274,18.5416724526642,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,31,"1 052225 4 3","F",61,4.11732972917668,5.48848186852621,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,32,"1 052225 4 4","F",67,5.52264842896343,7.36179945798794,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,33,"1 052225 4 5","F",67,5.52264842896343,7.36179945798794,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,34,"1 052225 4 6","F",85,11.6309316081458,15.5042616074719,,,,,"Charter","MISS ENVY",515938,0,0,"broken oto",2025,5,22,1
"CCI",2,35,"1 052225 4 7","F",93,15.4129189092559,20.5457253945584,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,36,"1 052225 4 8","F",85,11.6309316081458,15.5042616074719,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,37,"1 052225 4 9","F",106,23.2134998368674,30.944053874733,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,38,"1 052225 4 10","F",112,27.5794547261215,36.7639579933341,,,,,"Charter","MISS ENVY",515938,0,0,,2025,5,22,1
"CCI",2,39,"1 052225 5 1","F",75,7.86094972864608,10.478801284564,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,40,"1 052225 5 2","F",69,6.05523382908109,8.07174631778731,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,41,"1 052225 5 3","F",72,6.91805448911422,9.22190330298669,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,42,"1 052225 5 4","F",73,7.22326946709743,9.6287608982851,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,43,"1 052225 5 5","M",66,5.26872805129869,7.02331857825987,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,44,"1 052225 5 6","F",80,9.62066126536669,12.8245315268341,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,45,"1 052225 5 7","F",84,11.2079821314859,14.9404615995443,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,46,"1 052225 5 8","F",72,6.91805448911422,9.22190330298669,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,47,"1 052225 5 9","F",68,5.78477086615565,7.71121384510118,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,48,"1 052225 5 10","F",72,6.91805448911422,9.22190330298669,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,49,"1 052225 5 11","F",79,9.24924024625809,12.3294199707881,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,50,"1 052225 5 12","F",65,5.02287153537897,6.6955869855428,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,51,"1 052225 5 13","F",80,9.62066126536669,12.8245315268341,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,52,"1 052225 5 14","F",82,10.3937106531577,13.8550216326664,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,53,"1 052225 5 15","F",67,5.52264842896343,7.36179945798794,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,54,"1 052225 5 16","F",80,9.62066126536669,12.8245315268341,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,55,"1 052225 5 17","F",59,3.70936919482743,4.94466241681135,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,56,"1 052225 5 18","F",73,7.22326946709743,9.6287608982851,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,57,"1 052225 5 19","M",67,5.52264842896343,7.36179945798794,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",2,58,"1 052225 5 20","F",74,7.53752121104726,10.047664681142,,,,,"Charter","EXCITER",525931,0,0,,2025,5,22,1
"CCI",3,1,"1 060225 1 1","F",84,11.2079821314859,14.9404615995443,,,,,"Private","P1",516002,0,0,"M/V MISS NV family/friend trip",2025,6,2,1
"CCI",3,2,"1 060225 1 2","F",90,13.9095256296274,18.5416724526642,,,,,"Private","P1",516002,0,0,"M/V MISS NV family/friend trip",2025,6,2,1
"CCI",3,3,"1 060225 1 3","F",82,10.3937106531577,13.8550216326664,,,,,"Private","P1",516002,0,0,"M/V MISS NV family/friend trip",2025,6,2,1
"CCI",3,4,"1 060225 1 4","F",78,8.88769967591599,11.8474792481401,,,,,"Private","P1",516002,0,0,"M/V MISS NV family/friend trip",2025,6,2,1
"CCI",3,5,"1 060225 2 1","M",65,5.02287153537897,6.6955869855428,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,6,"1 060225 2 2","F",63,4.55479866107468,6.07163659712401,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,7,"1 060225 2 3","M",66,5.26872805129869,7.02331857825987,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,8,"1 060225 2 4","F",75,7.86094972864608,10.478801284564,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,9,"1 060225 2 5","F",83,10.7956225961117,14.3907781925591,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,10,"1 060225 2 6","F",85,11.6309316081458,15.5042616074719,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,11,"1 060225 2 7","F",86,12.0646135954387,16.0823682640984,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,12,"1 060225 2 8","F",82,10.3937106531577,13.8550216326664,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,13,"1 060225 2 9","F",76,8.19369527376537,10.9223576697324,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,14,"1 060225 2 10","F",69,6.05523382908109,8.07174631778731,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,15,"1 060225 2 11","F",70,6.33417604893076,8.44358180746462,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,16,"1 060225 2 12","F",67,5.52264842896343,7.36179945798794,,,,,"Charter","PHOENIX",525931,0,0,,2025,6,2,1
"CCI",3,17,"1 060225 3 1","F",79,9.24924024625809,12.3294199707881,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,18,"1 060225 3 2","F",73,7.22326946709743,9.6287608982851,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,19,"1 060225 3 3","F",74,7.53752121104726,10.047664681142,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,20,"1 060225 3 4","F",75,7.86094972864608,10.478801284564,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,21,"1 060225 3 5","M",66,5.26872805129869,7.02331857825987,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,22,"1 060225 3 6","F",63,4.55479866107468,6.07163659712401,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,23,"1 060225 3 7","F",64,4.78494095538039,6.37842082198872,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,24,"1 060225 3 8","M",60,3.90972920335443,5.21174626637181,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,25,"1 060225 3 9","U",64,4.78494095538039,6.37842082198872,,,,,"Charter","HERS TOO",525931,0,0,"Gonads absent",2025,6,2,1
"CCI",3,26,"1 060225 3 10","F",81,10.0021041765496,13.3330024630017,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,27,"1 060225 3 11","M",60,3.90972920335443,5.21174626637181,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,28,"1 060225 3 12","M",66,5.26872805129869,7.02331857825987,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,29,"1 060225 3 13","M",70,6.33417604893076,8.44358180746462,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,30,"1 060225 3 14","F",84,11.2079821314859,14.9404615995443,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,31,"1 060225 3 15","U",65,5.02287153537897,6.6955869855428,,,,,"Charter","HERS TOO",525931,0,0,"Gonads absent",2025,6,2,1
"CCI",3,32,"1 060225 3 16","F",73,7.22326946709743,9.6287608982851,,,,,"Charter","HERS TOO",525931,0,0,,2025,6,2,1
"CCI",3,33,"1 060225 4 1","F",76,8.19369527376537,10.9223576697324,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,34,"1 060225 4 2","U",72,6.91805448911422,9.22190330298669,,,,,"Private","P2",525931,0,0,"Gonads absent",2025,6,2,1
"CCI",3,35,"1 060225 4 3","M",70,6.33417604893076,8.44358180746462,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,36,"1 060225 4 4","U",70,6.33417604893076,8.44358180746462,,,,,"Private","P2",525931,0,0,"Gonads absent",2025,6,2,1
"CCI",3,37,"1 060225 4 5","M",72,6.91805448911422,9.22190330298669,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,38,"1 060225 4 6","U",76,8.19369527376537,10.9223576697324,,,,,"Private","P2",525931,0,0,"Gonads absent",2025,6,2,1
"CCI",3,39,"1 060225 4 7","F",74,7.53752121104726,10.047664681142,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,40,"1 060225 4 8","F",85,11.6309316081458,15.5042616074719,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,41,"1 060225 4 9","F",80,9.62066126536669,12.8245315268341,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,42,"1 060225 4 10","F",75,7.86094972864608,10.478801284564,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,43,"1 060225 4 11","F",75,7.86094972864608,10.478801284564,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,44,"1 060225 4 12","F",74,7.53752121104726,10.047664681142,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,45,"1 060225 4 13","F",71,6.6217365185362,8.82690559432343,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,46,"1 060225 4 14","M",66,5.26872805129869,7.02331857825987,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,47,"1 060225 4 15","F",73,7.22326946709743,9.6287608982851,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,48,"1 060225 4 16","M",74,7.53752121104726,10.047664681142,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,49,"1 060225 4 17","F",71,6.6217365185362,8.82690559432343,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,50,"1 060225 4 18","M",76,8.19369527376537,10.9223576697324,,,,,"Private","P2",525931,0,0,,2025,6,2,1
"CCI",3,51,"1 060225 5 1","F",82,10.3937106531577,13.8550216326664,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,52,"1 060225 5 2","F",82,10.3937106531577,13.8550216326664,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,53,"1 060225 5 3","F",73,7.22326946709743,9.6287608982851,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,54,"1 060225 5 4","F",76,8.19369527376537,10.9223576697324,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,55,"1 060225 5 5","F",96,17.0232400745335,22.6923153204271,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,56,"1 060225 5 6","F",88,12.9647464682185,17.2822631660072,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,57,"1 060225 5 7","M",79,9.24924024625809,12.3294199707881,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,58,"1 060225 5 8","F",109,25.3325088518475,33.7687347535916,,,,,"Private","P3",525931,0,0,,2025,6,2,1
"CCI",3,59,"1 060225 6 1","F",85,11.6309316081458,15.5042616074719,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,60,"1 060225 6 2","F",90,13.9095256296274,18.5416724526642,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,61,"1 060225 6 3","F",94,15.9376192125641,21.2451612645375,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,62,"1 060225 6 4","F",92,14.900099347596,19.8621267879055,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,63,"1 060225 6 5","F",199,166.70299162846,222.218381126555,,,,,"Charter","CARNIVORE",525931,0,0,"Otos collected by charter",2025,6,2,1
"CCI",3,64,"1 060225 6 6","F",97,17.5844501463833,23.4404194331375,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,65,"1 060225 6 7","F",121,35.1278422351656,46.8261076643741,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,66,"1 060225 6 8","M",65,5.02287153537897,6.6955869855428,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,67,"1 060225 6 9","M",63,4.55479866107468,6.07163659712401,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,68,"1 060225 6 10","F",91,14.3990162717603,19.1941731487152,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,69,"1 060225 6 11","F",92,14.900099347596,19.8621267879055,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",3,70,"1 060225 6 12","M",66,5.26872805129869,7.02331857825987,,,,,"Charter","CARNIVORE",525931,0,0,,2025,6,2,1
"CCI",4,1,,"F",99,18.7443948297491,24.986648611246,,,,,"Private","P1",526002,0,0,,2025,6,13,1
"CCI",4,2,,"F",88,12.9647464682185,17.2822631660072,,,,,"Private","P1",526002,0,0,,2025,6,13,1
"CCI",4,3,,"F",80,9.62066126536669,12.8245315268341,,,,,"Private","P1",526002,0,0,,2025,6,13,1
"CCI",4,4,,"F",81,10.0021041765496,13.3330024630017,,,,,"Private","P1",526002,0,0,,2025,6,13,1
"CCI",4,5,,"F",84,11.2079821314859,14.9404615995443,,,,,"Private","P1",526002,0,0,,2025,6,13,1
"CCI",4,6,,"F",96,17.0232400745335,22.6923153204271,,,,,"Private","P1",526002,0,0,,2025,6,13,1
"CCI",4,7,,"F",90,13.9095256296274,18.5416724526642,,,,,"Private","P1",526002,0,0,,2025,6,13,1
"CCI",5,1,,"F",67,5.52264842896343,7.36179945798794,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,2,,"F",94,15.9376192125641,21.2451612645375,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,3,,"F",64,4.78494095538039,6.37842082198872,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,4,,"F",65,5.02287153537897,6.6955869855428,,,,,"Charter","SEA VENTURE",525931,0,0,"LEFT EYED",2025,6,20,1
"CCI",5,5,,"F",66,5.26872805129869,7.02331857825987,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,6,,"F",66,5.26872805129869,7.02331857825987,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,7,,"F",85,11.6309316081458,15.5042616074719,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,8,,"F",78,8.88769967591599,11.8474792481401,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,9,,"F",80,9.62066126536669,12.8245315268341,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,10,,"F",85,11.6309316081458,15.5042616074719,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,11,,"F",89,13.4314835747255,17.9044329495635,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,12,,"M",62,4.33230728157231,5.7750511928391,,,,,"Charter","SEA VENTURE",525931,0,0,,2025,6,20,1
"CCI",5,13,,"M",62,4.33230728157231,5.7750511928391,,,,,"Charter","THE RIGHT ONE",525931,0,0,,2025,6,20,1
"CCI",5,14,,"M",64,4.78494095538039,6.37842082198872,,,,,"Charter","THE RIGHT ONE",525931,0,0,,2025,6,20,1
