"","port","page","line","YEAR","age","age2","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGECONF","USER","BOATNAME","STATAREA","CAS","GAF","MONTH","DAY","SUB"
"49","CCI",2,22,2020,NA,NA,"","F",91,15.3979519606892,20.4794318448409,NA,"Charter","VOYAGEUR",525931,0,0,5,18,1
"50","CCI",2,23,2020,8,NA,"","F",78,9.34448480063656,12.4282592963242,NA,"Charter","VOYAGEUR",525931,0,0,5,18,1
"51","CCI",2,24,2020,NA,NA,"","F",79,9.7382433958611,12.9519622105045,NA,"Charter","VOYAGEUR",525931,0,0,5,18,1
"52","CCI",2,25,2020,NA,NA,"","F",59,3.78206829564632,5.03018908559809,NA,"Charter","VOYAGEUR",525931,0,0,5,18,1
"53","CCI",2,26,2020,NA,NA,"","M",66,5.43865111903037,7.23346099561835,NA,"Charter","VOYAGEUR",525931,0,0,5,18,1
"54","CCI",2,27,2020,11,NA,"","M",70,6.58091829516383,8.7526878929321,NA,"Charter","VOYAGEUR",525931,0,0,5,18,1
"55","CCI",2,28,2020,NA,NA,"","M",77,8.96187328123999,11.9193821057382,NA,"Charter","VOYAGEUR",525931,0,0,5,18,1
"56","CCI",3,1,2020,14,NA,"","F",88,13.8131493343522,18.3716283228886,NA,"Private","P1",525931,0,0,5,19,1
"57","CCI",3,2,2020,10,NA,"","F",90,14.8564340647168,19.7592075662069,NA,"Private","P1",525931,0,0,5,19,1
"58","CCI",3,3,2020,11,NA,"","F",91,15.3979519606892,20.4794318448409,NA,"Private","P1",525931,0,0,5,19,1
"59","CCI",3,4,2020,10,NA,"","F",89,14.3282275744224,19.0566875917582,NA,"Private","P1",525931,0,0,5,19,1
"60","CCI",3,5,2020,9,NA,"","F",86,12.8216474535934,17.0529207932853,NA,"Private","P1",525931,0,0,5,19,1
"61","CCI",3,6,2020,6,NA,"","F",68,5.99097802244173,7.96806136347004,NA,"Private","P1",525931,0,0,5,19,1
"62","CCI",3,7,2020,8,NA,"","F",84,11.8804731210747,15.8011494118613,NA,"Private","P1",525931,0,0,5,19,1
"63","CCI",3,8,2020,7,NA,"","U",79,9.7382433958611,12.9519622105045,NA,"Private","P1",525931,0,0,5,19,1
"64","CCI",4,1,2020,8,NA,"","F",89,14.3282275744224,19.0566875917582,NA,"Private","P1",515939,0,0,5,20,1
"65","CCI",5,1,2020,6,NA,"","U",66,5.43865111903037,7.23346099561835,NA,"Private","P1",515937,0,0,5,23,1
"66","CCI",5,2,2020,8,NA,"","M",85,12.344859985371,16.4187886382518,NA,"Charter","MISS RENE",525931,0,0,5,23,1
"67","CCI",5,3,2020,NA,NA,"","F",135,55.2650107917659,73.5030233114009,NA,"Charter","MISS RENE",525931,0,0,5,23,1
"68","CCI",6,1,2020,7,NA,"","F",73,7.53936755018688,10.0274350960078,NA,"Private","P1",515939,0,0,5,24,1
"69","CCI",6,2,2020,6,NA,"","F",76,8.5902319024382,11.4250953130969,NA,"Private","P1",515939,0,0,5,24,1
"70","CCI",6,3,2020,6,NA,"","F",79,9.7382433958611,12.9519622105045,NA,"Private","P1",515939,0,0,5,24,1
"71","CCI",6,4,2020,NA,NA,"","F",86,12.8216474535934,17.0529207932853,NA,"Private","P1",515939,0,0,5,24,1
"72","CCI",6,5,2020,7,NA,"","F",78,9.34448480063656,12.4282592963242,NA,"Private","P1",515939,0,0,5,24,1
"73","CCI",6,6,2020,6,NA,"","F",62,4.44137990441386,5.90708019363236,NA,"Private","P1",515939,0,0,5,24,1
"74","CCI",6,7,2020,10,NA,"","F",112,30.174163738861,40.1319429585631,NA,"Private","P1",515939,0,0,5,24,1
"75","CCI",6,8,2020,8,NA,"","F",96,18.3116569755219,24.3546889842045,NA,"Private","P1",515939,0,0,5,24,1
"76","CCI",7,1,2020,NA,NA,"","M",72,7.20984847775071,9.58917139686394,NA,"Charter","DISCOVER II",525931,0,0,6,5,1
"77","CCI",7,2,2020,NA,NA,"","F",79,9.7382433958611,12.9519622105045,NA,"Charter","DISCOVER II",525931,0,0,6,5,1
"78","CCI",7,3,2020,NA,NA,"","F",118,35.7327592174688,47.5249311655541,NA,"Charter","DISCOVER II",525931,0,0,6,5,1
"79","CCI",7,4,2020,NA,NA,"","F",104,23.7332311227181,31.5654374345644,NA,"Charter","DISCOVER II",525931,0,0,6,5,1
"80","CCI",7,5,2020,NA,NA,"","F",66,5.43865111903037,7.23346099561835,NA,"Charter","MISS NV",525931,0,0,6,5,1
"81","CCI",7,6,2020,NA,NA,"","F",60,3.99373183786951,5.31170373755076,NA,"Charter","MISS NV",525931,0,0,6,5,1
"82","CCI",7,7,2020,NA,NA,"","F",97,18.9369166767327,25.1862907107824,NA,"Charter","MISS NV",525931,0,0,6,5,1
"83","CCI",7,8,2020,NA,NA,"","F",93,16.5216570328072,21.9739709560743,NA,"Charter","MISS NV",525931,0,0,6,5,1
"84","CCI",7,9,2020,NA,NA,"","F",103,23.0017806330211,30.5926008852709,NA,"Charter","MISS NV",525931,0,0,6,5,1
"85","CCI",7,10,2020,NA,NA,"","F",107,26.0238944567846,34.6120428369748,NA,"Charter","MISS NV",525931,0,0,6,5,1
"86","CCI",7,11,2020,10,NA,"","F",115,32.8722818526813,43.720467339103,NA,"Charter","MISS NV",525931,0,0,6,5,1
"87","CCI",7,12,2020,NA,NA,"","F",109,27.633169602028,36.7523950565912,NA,"Charter","MISS NV",525931,0,0,6,5,1
"88","CCI",7,13,2020,NA,NA,"","M",65,5.17616515408831,6.8843520074242,NA,"Charter","MISS NV",525931,0,0,6,5,1
"89","CCI",7,14,2020,NA,NA,"","M",65,5.17616515408831,6.8843520074242,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,5,1
"90","CCI",7,15,2020,NA,NA,"","F",103,23.0017806330211,30.5926008852709,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,5,1
"91","CCI",7,16,2020,NA,NA,"","F",105,24.4806067874466,32.5594546277194,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,5,1
"92","CCI",7,17,2020,NA,NA,"","F",64,4.92257072920152,6.54706885743389,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,5,1
"93","CCI",7,18,2020,NA,NA,"","F",110,28.4630312197507,37.8561194015034,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,5,1
"94","CCI",7,19,2020,8,NA,"","F",78,9.34448480063656,12.4282592963242,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,5,1
"95","CCI",7,20,2020,NA,NA,"","F",60,3.99373183786951,5.31170373755076,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,5,1
"96","CCI",8,1,2020,NA,NA,"","F",92,15.9529649068762,21.2176046767513,NA,"Private","P1",525931,0,0,6,7,1
"97","CCI",8,2,2020,9,NA,"","F",97,18.9369166767327,25.1862907107824,NA,"Private","P1",525931,0,0,6,7,1
"98","CCI",8,3,2020,NA,NA,"","F",125,43.0682565482884,57.2812168078305,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"99","CCI",8,4,2020,4,NA,"","F",61,4.21344679894348,5.6039268580082,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"100","CCI",8,5,2020,NA,NA,"","F",60,3.99373183786951,5.31170373755076,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"101","CCI",8,6,2020,9,NA,"","F",87,13.3110166823063,17.703786817025,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"102","CCI",8,7,2020,NA,NA,"","F",64,4.92257072920152,6.54706885743389,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"103","CCI",8,8,2020,NA,NA,"","U",87,13.3110166823063,17.703786817025,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"104","CCI",8,9,2020,10,NA,"","M",71,6.89042324147201,9.16433260189999,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"105","CCI",8,10,2020,NA,NA,"","M",60,3.99373183786951,5.31170373755076,NA,"Charter","AFISHUNT II",525931,0,0,6,7,1
"106","CCI",8,11,2020,6,NA,"","F",76,8.5902319024382,11.4250953130969,NA,"Charter","MISS NV",525931,0,0,6,7,1
"107","CCI",8,12,2020,8,NA,"","F",81,10.5599122758681,14.0447901313923,NA,"Charter","MISS NV",525931,0,0,6,7,1
"108","CCI",8,13,2020,NA,NA,"","F",48,1.93816371320172,2.57777734142781,NA,"Charter","MISS NV",525931,0,0,6,7,1
"109","CCI",8,14,2020,5,NA,"","F",83,11.4283062149386,15.1997628534186,NA,"Charter","MISS NV",525931,0,0,6,7,1
"110","CCI",8,15,2020,NA,NA,"","F",85,12.344859985371,16.4187886382518,NA,"Charter","MISS NV",525931,0,0,6,7,1
"111","CCI",8,16,2020,NA,NA,"","F",64,4.92257072920152,6.54706885743389,NA,"Charter","MISS NV",525931,0,0,6,7,1
"112","CCI",8,17,2020,13,NA,"","F",86,12.8216474535934,17.0529207932853,NA,"Charter","MISS NV",525931,0,0,6,7,1
"113","CCI",9,1,2020,NA,NA,"","F",54,2.83873355325577,3.77554433719396,NA,"Charter","EXCITER",525931,0,0,6,11,1
"114","CCI",9,2,2020,NA,NA,"","F",68,5.99097802244173,7.96806136347004,NA,"Charter","EXCITER",525931,0,0,6,11,1
"115","CCI",9,3,2020,6,NA,"","F",61,4.21344679894348,5.6039268580082,NA,"Charter","EXCITER",525931,0,0,6,11,1
"116","CCI",9,4,2020,NA,NA,"","F",60,3.99373183786951,5.31170373755076,NA,"Charter","EXCITER",525931,0,0,6,11,1
"117","CCI",9,5,2020,NA,NA,"","F",76,8.5902319024382,11.4250953130969,NA,"Charter","EXCITER",525931,0,0,6,11,1
"118","CCI",9,6,2020,NA,NA,"","F",77,8.96187328123999,11.9193821057382,NA,"Charter","EXCITER",525931,0,0,6,11,1
"119","CCI",9,7,2020,5,NA,"","F",70,6.58091829516383,8.7526878929321,NA,"Charter","EXCITER",525931,0,0,6,11,1
"120","CCI",9,8,2020,NA,NA,"","F",75,8.22938427965115,10.9451643251248,NA,"Charter","EXCITER",525931,0,0,6,11,1
"121","CCI",9,9,2020,7,NA,"","F",70,6.58091829516383,8.7526878929321,NA,"Charter","EXCITER",525931,0,0,6,11,1
"122","CCI",9,10,2020,6,NA,"","F",51,2.35882770374516,3.13726470350733,NA,"Charter","EXCITER",525931,0,0,6,11,1
"123","CCI",9,11,2020,NA,NA,"","U",50,2.21223705907735,2.94229766346005,NA,"Charter","EXCITER",525931,0,0,6,11,1
"124","CCI",9,12,2020,NA,NA,"","F",66,5.43865111903037,7.23346099561835,NA,"Charter","EXCITER",525931,0,0,6,11,1
"125","CCI",9,13,2020,NA,NA,"","F",92,15.9529649068762,21.2176046767513,NA,"Charter","CAPTURE",525931,0,0,6,11,1
"126","CCI",9,14,2020,NA,NA,"","F",95,17.7008177429845,23.542266626813,NA,"Charter","CAPTURE",525931,0,0,6,11,1
"127","CCI",9,15,2020,NA,NA,"","F",97,18.9369166767327,25.1862907107824,NA,"Charter","CAPTURE",525931,0,0,6,11,1
"128","CCI",9,16,2020,NA,NA,"","F",97,18.9369166767327,25.1862907107824,NA,"Charter","CAPTURE",525931,0,0,6,11,1
"129","CCI",9,17,2020,NA,NA,"","F",102,22.2860656615977,29.6406927344324,NA,"Charter","CAPTURE",525931,0,0,6,11,1
"130","CCI",9,18,2020,NA,NA,"","F",131,50.1334794330865,66.6780347033032,NA,"Charter","CAPTURE",525931,0,0,6,11,1
"131","CCI",9,19,2020,7,NA,"","M",61,4.21344679894348,5.6039268580082,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"132","CCI",9,20,2020,NA,NA,"","M",41,1.16302364691567,1.54683321338805,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"133","CCI",9,21,2020,7,NA,"","M",62,4.44137990441386,5.90708019363236,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"134","CCI",9,22,2020,15,NA,"","F",117,34.7609023202377,46.2323516627348,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"135","CCI",9,23,2020,NA,NA,"","F",86,12.8216474535934,17.0529207932853,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"136","CCI",9,24,2020,NA,NA,"","F",105,24.4806067874466,32.5594546277194,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"137","CCI",9,25,2020,NA,NA,"","F",98,19.5767833424166,26.0373198478463,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"138","CCI",9,26,2020,6,NA,"","F",58,3.57829011234887,4.75916204077031,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"139","CCI",9,27,2020,NA,NA,"","F",97,18.9369166767327,25.1862907107824,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"140","CCI",9,28,2020,NA,NA,"","F",57,3.38223190223092,4.49840263835221,NA,"Charter","ARCTIC ENDURANCE",525931,0,0,6,11,1
"141","CCI",9,29,2020,NA,NA,"","M",66,5.43865111903037,7.23346099561835,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"142","CCI",9,30,2020,NA,NA,"","M",74,7.87915458445052,10.4793552882339,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"143","CCI",9,31,2020,5,NA,"","M",56,3.19372896254248,4.24769182202045,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"144","CCI",9,32,2020,NA,NA,"","M",67,5.71019855759205,7.59462183537564,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"145","CCI",9,33,2020,NA,NA,"","U",61,4.21344679894348,5.6039268580082,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"146","CCI",9,34,2020,NA,NA,"","F",67,5.71019855759205,7.59462183537564,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"147","CCI",9,35,2020,NA,NA,"","F",120,37.7325439379309,50.1846650698821,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"148","CCI",9,36,2020,NA,NA,"","F",104,23.7332311227181,31.5654374345644,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"149","CCI",9,37,2020,NA,NA,"","F",95,17.7008177429845,23.542266626813,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"150","CCI",9,38,2020,NA,NA,"","F",92,15.9529649068762,21.2176046767513,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"151","CCI",9,39,2020,NA,NA,"","F",78,9.34448480063656,12.4282592963242,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"152","CCI",9,40,2020,NA,NA,"","F",68,5.99097802244173,7.96806136347004,NA,"Charter","HARD EIGHT",525931,0,0,6,11,1
"153","CCI",10,1,2020,NA,NA,"","F",95,17.7008177429845,23.542266626813,NA,"Private","P1",515939,0,0,6,12,1
"154","CCI",10,2,2020,NA,NA,"","F",93,16.5216570328072,21.9739709560743,NA,"Private","P1",515939,0,0,6,12,1
"155","CCI",10,3,2020,6,NA,"","F",83,11.4283062149386,15.1997628534186,NA,"Private","P1",515939,0,0,6,12,1
"156","CCI",10,4,2020,7,NA,"","F",88,13.8131493343522,18.3716283228886,NA,"Private","P1",515939,0,0,6,12,1
"157","CCI",10,5,2020,8,NA,"","F",89,14.3282275744224,19.0566875917582,NA,"Private","P1",515939,0,0,6,12,1
"158","CCI",10,6,2020,10,NA,"","F",98,19.5767833424166,26.0373198478463,NA,"Private","P1",515939,0,0,6,12,1
"159","CCI",10,7,2020,7,NA,"","F",106,25.2440977221506,33.574905292934,NA,"Private","P1",515939,0,0,6,12,1
"160","CCI",10,8,2020,NA,NA,"","F",117,34.7609023202377,46.2323516627348,NA,"Private","P1",515939,0,0,6,12,1
"161","CCI",10,9,2020,NA,NA,"","F",105,24.4806067874466,32.5594546277194,NA,"Private","P1",515939,0,0,6,12,1
"162","CCI",10,10,2020,NA,NA,"","M",66,5.43865111903037,7.23346099561835,NA,"Private","P1",515939,0,0,6,12,1
"163","CCI",10,11,2020,NA,NA,"","M",61,4.21344679894348,5.6039268580082,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"164","CCI",10,12,2020,11,NA,"","M",67,5.71019855759205,7.59462183537564,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"165","CCI",10,13,2020,6,NA,"","M",61,4.21344679894348,5.6039268580082,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"166","CCI",10,14,2020,NA,NA,"","F",58,3.57829011234887,4.75916204077031,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"167","CCI",10,15,2020,NA,NA,"","F",99,20.2314439303907,26.9080250511842,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"168","CCI",10,16,2020,23,NA,"","F",111,29.3099650456363,38.9825499559431,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"169","CCI",10,17,2020,NA,NA,"","F",101,21.5858969931053,28.7094613237299,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"170","CCI",10,18,2020,NA,NA,"","F",122,39.808397991008,52.9455719559642,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"171","CCI",10,19,2020,9,NA,"","F",90,14.8564340647168,19.7592075662069,NA,"Charter","HER'S TOO",525931,0,0,6,12,1
"172","CCI",10,20,2020,NA,NA,"","F",77,8.96187328123999,11.9193821057382,NA,"Charter","SOLO",525931,0,0,6,12,1
"173","CCI",10,21,2020,NA,NA,"","F",79,9.7382433958611,12.9519622105045,NA,"Charter","SOLO",525931,0,0,6,12,1
"174","CCI",10,22,2020,NA,NA,"","F",82,10.9881791366113,14.614389387734,NA,"Charter","SOLO",525931,0,0,6,12,1
"175","CCI",10,23,2020,7,NA,"","F",67,5.71019855759205,7.59462183537564,NA,"Charter","SOLO",525931,0,0,6,12,1
"176","CCI",10,24,2020,NA,NA,"","F",85,12.344859985371,16.4187886382518,NA,"Charter","SOLO",525931,0,0,6,12,1
"177","CCI",10,25,2020,NA,NA,"","F",90,14.8564340647168,19.7592075662069,NA,"Charter","SOLO",525931,0,0,6,12,1
"178","CCI",10,26,2020,NA,NA,"","F",61,4.21344679894348,5.6039268580082,NA,"Charter","SOLO",525931,0,0,6,12,1
"179","CCI",10,27,2020,6,NA,"","M",66,5.43865111903037,7.23346099561835,NA,"Charter","SOLO",525931,0,0,6,12,1
"180","CCI",10,28,2020,NA,NA,"","M",61,4.21344679894348,5.6039268580082,NA,"Charter","SOLO",525931,0,0,6,12,1
"181","CCI",10,29,2020,NA,NA,"","M",88,13.8131493343522,18.3716283228886,NA,"Charter","SOLO",525931,0,0,6,12,1
"182","CCI",10,30,2020,NA,NA,"","U",63,4.67769853713618,6.22138636531405,NA,"Charter","SOLO",525931,0,0,6,12,1
"183","CCI",10,31,2020,4,NA,"","U",58,3.57829011234887,4.75916204077031,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"184","CCI",10,32,2020,NA,NA,"","M",78,9.34448480063656,12.4282592963242,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"185","CCI",10,33,2020,NA,NA,"","F",63,4.67769853713618,6.22138636531405,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"186","CCI",10,34,2020,NA,NA,"","F",93,16.5216570328072,21.9739709560743,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"187","CCI",10,35,2020,5,NA,"","F",66,5.43865111903037,7.23346099561835,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"188","CCI",10,36,2020,NA,NA,"","F",60,3.99373183786951,5.31170373755076,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"189","CCI",10,37,2020,NA,NA,"","F",94,17.1042129489919,22.7487762166551,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"190","CCI",10,38,2020,NA,NA,"","F",96,18.3116569755219,24.3546889842045,NA,"Charter","QUICKWATER",525931,0,0,6,12,1
"191","CCI",11,1,2020,NA,NA,"","F",149,76.0838286642097,101.192261646301,NA,"Charter","JUST FISH",525931,0,0,6,18,1
"192","CCI",11,2,2020,NA,NA,"","F",124,41.9618965898669,55.8097468732444,NA,"Charter","JUST FISH",525931,0,0,6,18,1
"193","CCI",11,3,2020,11,NA,"","F",108,26.8201879531908,35.6711212410231,NA,"Charter","JUST FISH",525931,0,0,6,18,1
"194","CCI",11,4,2020,17,NA,"","F",106,25.2440977221506,33.574905292934,NA,"Charter","JUST FISH",525931,0,0,6,18,1
"195","CCI",11,5,2020,NA,NA,"","F",80,10.1433265474259,13.4907268991556,NA,"Charter","JUST FISH",525931,0,0,6,18,1
"196","CCI",11,6,2020,NA,NA,"","F",76,8.5902319024382,11.4250953130969,NA,"Charter","JUST FISH",525931,0,0,6,18,1
"197","CCI",11,7,2020,NA,NA,"","M",80,10.1433265474259,13.4907268991556,NA,"Charter","JUST FISH",525931,0,0,6,18,1
"198","CCI",11,8,2020,NA,NA,"","F",96,18.3116569755219,24.3546889842045,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,18,1
"199","CCI",11,9,2020,NA,NA,"","F",80,10.1433265474259,13.4907268991556,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,18,1
"200","CCI",11,10,2020,NA,NA,"","F",70,6.58091829516383,8.7526878929321,NA,"Charter","ALASKA SPIRIT",525931,0,0,6,18,1
