"","page","line","port","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","GAF","MONTH","DAY","SUB"
"31",3,6,"CCI",2016,NA,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Private","P1",525931,NA,0,5,29,1
"32",3,7,"CCI",2016,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"33",3,8,"CCI",2016,NA,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"34",3,9,"CCI",2016,NA,"","F",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"35",3,10,"CCI",2016,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"36",3,11,"CCI",2016,8,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"37",3,12,"CCI",2016,9,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"38",3,13,"CCI",2016,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"39",3,14,"CCI",2016,NA,"","F",67,5.71019855759206,7.59462183537565,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"40",3,15,"CCI",2016,12,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"41",3,16,"CCI",2016,12,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","INTIMIDATOR TOO",525931,NA,0,5,29,1
"42",3,17,"CCI",2016,NA,"","M",68,5.99097802244174,7.96806136347005,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"43",3,18,"CCI",2016,NA,"","M",64,4.92257072920152,6.54706885743389,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"44",3,19,"CCI",2016,NA,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"45",3,20,"CCI",2016,10,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"46",3,21,"CCI",2016,10,"","F",67,5.71019855759206,7.59462183537565,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"47",3,22,"CCI",2016,8,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"48",3,23,"CCI",2016,NA,"","F",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"49",3,24,"CCI",2016,NA,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"50",3,25,"CCI",2016,NA,"","F",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"51",3,26,"CCI",2016,NA,"","F",97,18.9369166767327,25.1862907107824,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,5,29,1
"52",3,27,"CCI",2016,NA,"","F",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"53",3,28,"CCI",2016,8,"","F",93,16.5216570328072,21.9739709560743,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"54",3,29,"CCI",2016,NA,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"55",3,30,"CCI",2016,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"56",3,31,"CCI",2016,NA,"","F",110,28.4630312197507,37.8561194015034,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"57",3,32,"CCI",2016,NA,"","F",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"58",3,33,"CCI",2016,NA,"","F",97,18.9369166767327,25.1862907107824,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"59",3,34,"CCI",2016,NA,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"60",3,35,"CCI",2016,NA,"","F",91,15.3979519606891,20.4794318448409,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"61",3,36,"CCI",2016,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"62",3,37,"CCI",2016,NA,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"63",3,38,"CCI",2016,13,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","REEL TIME",525931,NA,0,5,29,1
"64",3,39,"CCI",2016,11,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"65",3,40,"CCI",2016,14,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"66",3,41,"CCI",2016,10,"","M",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"67",3,42,"CCI",2016,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"68",3,43,"CCI",2016,NA,"","F",85,12.344859985371,16.4187886382518,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"69",3,44,"CCI",2016,13,"","F",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"70",3,45,"CCI",2016,11,"","F",102,22.2860656615977,29.6406927344324,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"71",3,46,"CCI",2016,NA,"","F",105,24.4806067874466,32.5594546277194,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"72",3,47,"CCI",2016,NA,"","F",101,21.5858969931053,28.7094613237299,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"73",3,48,"CCI",2016,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"74",3,49,"CCI",2016,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"75",3,50,"CCI",2016,NA,"","F",91,15.3979519606891,20.4794318448409,NA,NA,"Charter","REDEEMER",525931,NA,0,5,29,1
"76",4,1,"CCI",2016,NA,"","M",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P1",525931,NA,0,6,1,1
"77",4,2,"CCI",2016,NA,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P1",525931,NA,0,6,1,1
"78",4,3,"CCI",2016,NA,"","M",83,11.4283062149386,15.1997628534186,NA,NA,"Private","P1",525931,NA,0,6,1,1
"79",4,4,"CCI",2016,NA,"","F",91,15.3979519606891,20.4794318448409,NA,NA,"Private","P1",525931,NA,0,6,1,1
"80",4,5,"CCI",2016,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P1",525931,NA,0,6,1,1
"81",4,6,"CCI",2016,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Private","P1",525931,NA,0,6,1,1
"82",4,7,"CCI",2016,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P1",525931,NA,0,6,1,1
"83",4,8,"CCI",2016,NA,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Private","P1",525931,NA,0,6,1,1
"84",4,9,"CCI",2016,NA,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Private","P1",525931,NA,0,6,1,1
"85",4,10,"CCI",2016,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P1",525931,NA,0,6,1,1
"86",4,11,"CCI",2016,NA,"","F",90,14.8564340647168,19.7592075662069,NA,NA,"Private","P2",515938,NA,0,6,1,1
"87",4,12,"CCI",2016,8,"","F",93,16.5216570328072,21.9739709560743,NA,NA,"Private","P2",515938,NA,0,6,1,1
"88",4,13,"CCI",2016,NA,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Private","P2",515938,NA,0,6,1,1
"89",4,14,"CCI",2016,NA,"","F",100,20.9010858569024,27.7986555863006,NA,NA,"Private","P2",515938,NA,0,6,1,1
"90",4,15,"CCI",2016,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Private","P2",515938,NA,0,6,1,1
"91",4,16,"CCI",2016,NA,"","F",114,31.9551284463005,42.5006440323936,NA,NA,"Private","P2",515938,NA,0,6,1,1
"92",4,17,"CCI",2016,8,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P2",515938,NA,0,6,1,1
"93",4,18,"CCI",2016,8,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P2",515938,NA,0,6,1,1
"94",5,1,"CCI",2016,10,"","F",122,39.8083979910079,52.9455719559642,NA,NA,"Private","P1",525931,NA,0,6,2,2
"95",5,2,"CCI",2016,10,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",525931,NA,0,6,2,2
"96",5,3,"CCI",2016,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P1",525931,NA,0,6,2,2
"97",5,4,"CCI",2016,NA,"","F",99,20.2314439303907,26.9080250511842,NA,NA,"Private","P1",525931,NA,0,6,2,2
"98",5,5,"CCI",2016,NA,"","M",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",525931,NA,0,6,2,2
"99",5,6,"CCI",2016,NA,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P1",525931,NA,0,6,2,2
"100",5,7,"CCI",2016,NA,"","M",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",525931,NA,0,6,2,2
"101",5,8,"CCI",2016,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Private","P1",525931,NA,0,6,2,2
"102",5,9,"CCI",2016,NA,"","M",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",525931,NA,0,6,2,2
"103",5,10,"CCI",2016,12,"","M",78,9.34448480063655,12.4282592963242,NA,NA,"Private","P1",525931,NA,0,6,2,2
"104",5,11,"CCI",2016,NA,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P2",515937,NA,0,6,2,2
"105",5,12,"CCI",2016,NA,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P2",515937,NA,0,6,2,2
"106",5,13,"CCI",2016,NA,"","F",97,18.9369166767327,25.1862907107824,NA,NA,"Private","P2",515937,NA,0,6,2,2
"107",5,14,"CCI",2016,NA,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Private","P2",515937,NA,0,6,2,2
"108",5,15,"CCI",2016,NA,"","F",90,14.8564340647168,19.7592075662069,NA,NA,"Private","P2",515937,NA,0,6,2,2
"109",5,16,"CCI",2016,NA,"","F",63,4.67769853713618,6.22138636531405,NA,NA,"Private","P2",515937,NA,0,6,2,2
"110",5,17,"CCI",2016,NA,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Private","P2",515937,NA,0,6,2,2
"111",5,18,"CCI",2016,11,"","F",91,15.3979519606891,20.4794318448409,NA,NA,"Private","P2",515937,NA,0,6,2,2
"112",6,1,"CCI",2016,NA,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Private","P1",515937,NA,0,6,7,2
"113",6,2,"CCI",2016,5,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",515937,NA,0,6,7,2
"114",6,3,"CCI",2016,NA,"","F",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P1",515937,NA,0,6,7,2
"115",6,4,"CCI",2016,7,"","F",99,20.2314439303907,26.9080250511842,NA,NA,"Private","P1",515937,NA,0,6,7,2
"116",6,5,"CCI",2016,NA,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Private","P1",515937,NA,0,6,7,2
"117",6,6,"CCI",2016,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P1",515937,NA,0,6,7,2
"118",6,7,"CCI",2016,10,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P1",515937,NA,0,6,7,2
"119",6,8,"CCI",2016,13,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Private","P1",515937,NA,0,6,7,2
"120",7,1,"CCI",2016,NA,"","M",64,4.92257072920152,6.54706885743389,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"121",7,2,"CCI",2016,NA,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"122",7,3,"CCI",2016,NA,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"123",7,4,"CCI",2016,NA,"","M",67,5.71019855759206,7.59462183537565,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"124",7,5,"CCI",2016,NA,"","M",64,4.92257072920152,6.54706885743389,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"125",7,6,"CCI",2016,NA,"","F",163,101.778650339857,135.366634356073,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"126",7,7,"CCI",2016,NA,"","F",167,110.095664170898,146.428346870844,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"127",7,8,"CCI",2016,NA,"","F",106,25.2440977221506,33.5749052929341,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"128",7,9,"CCI",2016,NA,"","F",103,23.0017806330211,30.5926008852709,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"129",7,10,"CCI",2016,NA,"","F",107,26.0238944567846,34.6120428369748,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"130",7,11,"CCI",2016,NA,"","F",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"131",7,12,"CCI",2016,NA,"","F",123,40.8753430279002,54.364619646268,NA,NA,"Charter","GREATLANDER",525931,NA,0,6,11,2
"132",8,1,"CCI",2016,13,"","F",111,29.3099650456363,38.9825499559431,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"133",8,2,"CCI",2016,13,"","F",95,17.7008177429845,23.542266626813,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"134",8,3,"CCI",2016,13,"","F",113,31.0558203756211,41.3045552026575,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"135",8,4,"CCI",2016,13,"","F",108,26.8201879531908,35.6711212410232,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"136",8,5,"CCI",2016,14,"","F",116,33.8074749051989,44.9642835576298,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"137",8,6,"CCI",2016,NA,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"138",8,7,"CCI",2016,NA,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"139",8,8,"CCI",2016,NA,"","M",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"140",8,9,"CCI",2016,NA,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","NSC 2",525931,NA,0,6,13,1
"141",8,10,"CCI",2016,NA,"","F",92,15.9529649068762,21.2176046767513,NA,NA,"Charter","CAPTURE",525931,NA,0,6,13,1
"142",8,11,"CCI",2016,NA,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Charter","CAPTURE",525931,NA,0,6,13,1
"143",8,12,"CCI",2016,NA,"","F",68,5.99097802244174,7.96806136347005,NA,NA,"Charter","CAPTURE",525931,NA,0,6,13,1
"144",8,13,"CCI",2016,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","CAPTURE",525931,NA,0,6,13,1
"145",8,14,"CCI",2016,NA,"","F",107,26.0238944567846,34.6120428369748,NA,NA,"Charter","CAPTURE",525931,NA,0,6,13,1
"146",8,15,"CCI",2016,NA,"","F",90,14.8564340647168,19.7592075662069,NA,NA,"Charter","CAPTURE",525931,NA,0,6,13,1
"147",8,16,"CCI",2016,NA,"","F",102,22.2860656615977,29.6406927344324,NA,NA,"Charter","CAPTURE",525931,NA,0,6,13,1
"148",8,17,"CCI",2016,11,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P1",515938,NA,0,6,13,1
"149",8,18,"CCI",2016,NA,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Private","P1",515938,NA,0,6,13,1
"150",8,19,"CCI",2016,NA,"","F",90,14.8564340647168,19.7592075662069,NA,NA,"Private","P1",515938,NA,0,6,13,1
"151",8,20,"CCI",2016,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Private","P1",515938,NA,0,6,13,1
"152",8,21,"CCI",2016,NA,"","M",77,8.96187328124,11.9193821057382,NA,NA,"Private","P1",515938,NA,0,6,13,1
"153",8,22,"CCI",2016,NA,"","M",74,7.87915458445051,10.4793552882339,NA,NA,"Private","P2",525931,NA,0,6,13,1
"154",8,23,"CCI",2016,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P2",525931,NA,0,6,13,1
"155",8,24,"CCI",2016,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P2",525931,NA,0,6,13,1
"156",8,25,"CCI",2016,10,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P2",525931,NA,0,6,13,1
"157",8,26,"CCI",2016,NA,"","F",102,22.2860656615977,29.6406927344324,NA,NA,"Private","P2",525931,NA,0,6,13,1
"158",8,27,"CCI",2016,NA,"","F",92,15.9529649068762,21.2176046767513,NA,NA,"Private","P2",525931,NA,0,6,13,1
"159",8,28,"CCI",2016,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P2",525931,NA,0,6,13,1
"160",8,29,"CCI",2016,NA,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Private","P2",525931,NA,0,6,13,1
"161",9,1,"CCI",2016,NA,"","F",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P1",515939,NA,0,6,15,2
"162",9,2,"CCI",2016,NA,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",515939,NA,0,6,15,2
"163",9,3,"CCI",2016,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P1",515939,NA,0,6,15,2
"164",9,4,"CCI",2016,6,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Private","P1",515939,NA,0,6,15,2
"165",9,5,"CCI",2016,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Private","P1",515939,NA,0,6,15,2
"166",9,6,"CCI",2016,NA,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Private","P1",515939,NA,0,6,15,2
"167",9,7,"CCI",2016,NA,"","M",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P2",525931,NA,0,6,15,2
"168",9,8,"CCI",2016,NA,"","M",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P2",525931,NA,0,6,15,2
"169",9,9,"CCI",2016,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Private","P2",525931,NA,0,6,15,2
"170",9,10,"CCI",2016,14,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Private","P2",525931,NA,0,6,15,2
"171",9,11,"CCI",2016,16,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Private","P2",525931,NA,0,6,15,2
"172",9,12,"CCI",2016,NA,"","M",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P2",525931,NA,0,6,15,2
"173",9,13,"CCI",2016,11,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P2",525931,NA,0,6,15,2
"174",9,14,"CCI",2016,14,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Private","P2",525931,NA,0,6,15,2
"175",9,15,"CCI",2016,10,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Private","P2",525931,NA,0,6,15,2
"176",9,16,"CCI",2016,NA,"","F",71,6.89042324147201,9.16433260189999,NA,NA,"Private","P2",525931,NA,0,6,15,2
"177",10,1,"CCI",2016,NA,"","F",69,6.2811606783156,8.35400723073185,NA,NA,"Private","P1",525931,NA,0,6,16,2
"178",10,2,"CCI",2016,NA,"","M",66,5.43865111903038,7.23346099561835,NA,NA,"Private","P1",525931,NA,0,6,16,2
"179",10,3,"CCI",2016,NA,"","M",77,8.96187328124,11.9193821057382,NA,NA,"Private","P1",525931,NA,0,6,16,2
"180",10,4,"CCI",2016,NA,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Private","P1",525931,NA,0,6,16,2
"181",10,5,"CCI",2016,NA,"","M",62,4.44137990441386,5.90708019363236,NA,NA,"Private","P1",525931,NA,0,6,16,2
"182",10,6,"CCI",2016,NA,"","M",65,5.17616515408831,6.8843520074242,NA,NA,"Private","P1",525931,NA,0,6,16,2
"183",11,1,"CCI",2016,14,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Private","P1",525931,NA,0,6,22,1
"184",11,2,"CCI",2016,NA,"","M",67,5.71019855759206,7.59462183537565,NA,NA,"Private","P1",525931,NA,0,6,22,1
"185",11,3,"CCI",2016,12,"","M",77,8.96187328124,11.9193821057382,NA,NA,"Private","P1",525931,NA,0,6,22,1
"186",11,4,"CCI",2016,NA,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Private","P1",525931,NA,0,6,22,1
"187",11,5,"CCI",2016,12,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Private","P1",525931,NA,0,6,22,1
"188",11,6,"CCI",2016,NA,"","M",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P1",525931,NA,0,6,22,1
"189",11,7,"CCI",2016,12,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P1",525931,NA,0,6,22,1
"190",11,8,"CCI",2016,10,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Private","P1",525931,NA,0,6,22,1
"191",11,9,"CCI",2016,11,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",525931,NA,0,6,22,1
"192",11,10,"CCI",2016,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Private","P1",525931,NA,0,6,22,1
"193",12,1,"CCI",2016,NA,"","F",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,6,23,1
"194",12,2,"CCI",2016,8,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,6,23,1
"195",12,3,"CCI",2016,NA,"","F",97,18.9369166767327,25.1862907107824,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,6,23,1
"196",12,4,"CCI",2016,NA,"","F",115,32.8722818526814,43.720467339103,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,6,23,1
"197",12,5,"CCI",2016,NA,"","F",122,39.8083979910079,52.9455719559642,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,0,6,23,1
