"","YEAR","LENGTH","user","swhs","U45","O68","O45U68","Rinches","netwt"
"58",2014,116,"Charter","D",NA,NA,1,46,33.8074749051989
"59",2014,121,"Charter","D",NA,NA,1,48,38.7608639935307
"60",2014,141,"Charter","D",NA,NA,1,56,63.6266084507889
"61",2014,161,"Charter","D",NA,NA,1,63,97.7878026952124
"62",2014,132,"Charter","D",NA,NA,1,52,51.384056477203
"63",2014,167,"Charter","D",NA,NA,1,66,110.095664170898
"64",2014,126,"Charter","D",NA,NA,1,50,44.1946211578998
"65",2014,138,"Charter","D",NA,NA,1,54,59.3440373308037
"66",2014,153.5,"Charter","D",NA,NA,1,60,83.7837895845321
"67",2014,142.5,"Charter","D",NA,NA,1,56,65.8459411812945
"68",2014,135.5,"Charter","D",NA,NA,1,53,55.9309461029891
"69",2014,128,"Charter","D",NA,NA,1,50,46.5081592524384
"70",2014,122.5,"Charter","D",NA,NA,1,48,40.3394317957418
"71",2014,121,"Charter","D",NA,NA,1,48,38.7608639935307
"72",2014,142,"Charter","D",NA,NA,1,56,65.1003142585754
"73",2014,118.5,"Charter","D",NA,NA,1,47,36.2256598064312
"74",2014,158.8,"Charter","D",NA,NA,1,63,93.5242992960675
"75",2014,140,"Charter","D",NA,NA,1,55,62.1761296964466
"76",2014,126,"Charter","D",NA,NA,1,50,44.1946211578998
"77",2014,115,"Charter","D",NA,NA,1,45,32.8722818526814
"78",2014,115.3,"Charter","D",NA,NA,1,45,33.150936753823
"79",2014,145,"Charter","D",NA,NA,1,57,69.6628401239782
"80",2014,135.5,"Charter","D",NA,NA,1,53,55.9309461029891
"81",2014,137,"Charter","D",NA,NA,1,54,57.962016586709
"82",2014,128,"Charter","D",NA,NA,1,50,46.5081592524384
"83",2014,121,"Charter","D",NA,NA,1,48,38.7608639935307
"84",2014,121,"Charter","D",NA,NA,1,48,38.7608639935307
"85",2014,117,"Charter","D",NA,NA,1,46,34.7609023202377
"86",2014,148,"Charter","D",NA,NA,1,58,74.4417899400392
"87",2014,116,"Charter","D",NA,NA,1,46,33.8074749051989
"88",2014,138,"Charter","D",NA,NA,1,54,59.3440373308037
"89",2014,135,"Charter","D",NA,NA,1,53,55.2650107917659
"90",2014,119,"Charter","D",NA,NA,1,47,36.7232411172277
"91",2014,160,"Charter","D",NA,NA,1,63,95.8335537199468
"92",2014,117.5,"Charter","D",NA,NA,1,46,35.2445148729183
"93",2014,141.5,"Charter","D",NA,NA,1,56,64.3605452036657
"94",2014,134,"Charter","D",NA,NA,1,53,53.9496207345737
"95",2014,143,"Charter","D",NA,NA,1,56,66.5974515592137
"96",2014,126,"Charter","D",NA,NA,1,50,44.1946211578998
"97",2014,129,"Charter","D",NA,NA,1,51,47.6957311427726
"98",2014,129,"Charter","D",NA,NA,1,51,47.6957311427726
"99",2014,140,"Charter","D",NA,NA,1,55,62.1761296964466
"100",2014,115,"Charter","D",NA,NA,1,45,32.8722818526814
"101",2014,133.5,"Charter","D",NA,NA,1,53,53.3001154972937
"102",2014,133,"Charter","D",NA,NA,1,52,52.6560364976213
"103",2014,138,"Charter","D",NA,NA,1,54,59.3440373308037
"104",2014,139,"Charter","D",NA,NA,1,55,60.7486739038316
"105",2014,160,"Charter","D",NA,NA,1,63,95.8335537199468
"106",2014,150,"Charter","D",NA,NA,1,59,77.7507395388125
"107",2014,147,"Charter","D",NA,NA,1,58,72.8244165439534
"108",2014,133,"Charter","D",NA,NA,1,52,52.6560364976213
"109",2014,156,"Charter","D",NA,NA,1,61,88.2861437951325
"110",2014,136,"Charter","D",NA,NA,1,54,56.6024086343144
"111",2014,153,"Charter","D",NA,NA,1,60,82.9027782797002
"112",2014,115,"Charter","D",NA,NA,1,45,32.8722818526814
"113",2014,141,"Charter","D",NA,NA,1,56,63.6266084507889
"114",2014,136,"Charter","D",NA,NA,1,54,56.6024086343144
"115",2014,127,"Charter","D",NA,NA,1,50,45.3411890544574
"116",2014,121,"Charter","D",NA,NA,1,48,38.7608639935307
"117",2014,167.5,"Charter","D",NA,NA,1,66,111.167243768446
"118",2014,134,"Charter","D",NA,NA,1,53,53.9496207345737
"119",2014,120,"Charter","D",NA,NA,1,47,37.7325439379309
"120",2014,124,"Charter","D",NA,NA,1,49,41.9618965898669
"121",2014,138,"Charter","D",NA,NA,1,54,59.3440373308037
"122",2014,154,"Charter","D",NA,NA,1,61,84.6712526224466
"123",2014,156,"Charter","D",NA,NA,1,61,88.2861437951325
"124",2014,147,"Charter","D",NA,NA,1,58,72.8244165439534
"125",2014,139,"Charter","D",NA,NA,1,55,60.7486739038316
"126",2014,129.5,"Charter","D",NA,NA,1,51,48.2973051346225
"127",2014,135.5,"Charter","D",NA,NA,1,53,55.9309461029891
"128",2014,160,"Charter","D",NA,NA,1,63,95.8335537199468
"129",2014,118,"Charter","D",NA,NA,1,46,35.7327592174688
"130",2014,167,"Charter","D",NA,NA,1,66,110.095664170898
"131",2014,139,"Charter","D",NA,NA,1,55,60.7486739038316
"132",2014,172.5,"Charter","D",NA,NA,1,68,122.282844148512
"133",2014,160,"Charter","D",NA,NA,1,63,95.8335537199468
"134",2014,125.5,"Charter","D",NA,NA,1,49,43.6289258658637
"135",2014,138.5,"Charter","D",NA,NA,1,55,60.0435159350456
"136",2014,119.5,"Charter","D",NA,NA,1,47,37.22552765208
"137",2014,134,"Charter","D",NA,NA,1,53,53.9496207345737
"138",2014,157.5,"Charter","D",NA,NA,1,62,91.0663347882604
"139",2014,139.5,"Charter","D",NA,NA,1,55,61.4595366720224
"140",2014,139,"Charter","D",NA,NA,1,55,60.7486739038316
"141",2014,145,"Charter","D",NA,NA,1,57,69.6628401239782
"142",2014,124,"Charter","G",NA,NA,1,49,41.9618965898669
"143",2014,129,"Charter","G",NA,NA,1,51,47.6957311427726
"144",2014,122.5,"Charter","G",NA,NA,1,48,40.3394317957418
"145",2014,129.5,"Charter","G",NA,NA,1,51,48.2973051346225
"146",2014,148.5,"Charter","G",NA,NA,1,58,75.2597132175514
"147",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"148",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"149",2014,154,"Charter","G",NA,NA,1,61,84.6712526224466
"150",2014,132.5,"Charter","G",NA,NA,1,52,52.0173585464032
"151",2014,141,"Charter","G",NA,NA,1,56,63.6266084507889
"152",2014,140.5,"Charter","G",NA,NA,1,55,62.8984784558405
"153",2014,127.5,"Charter","G",NA,NA,1,50,45.9221114126336
"154",2014,146,"Charter","G",NA,NA,1,57,71.2315019887251
"155",2014,163,"Charter","G",NA,NA,1,64,101.778650339857
"156",2014,145,"Charter","G",NA,NA,1,57,69.6628401239782
"157",2014,131.5,"Charter","G",NA,NA,1,52,50.7561051463664
"158",2014,125.5,"Charter","G",NA,NA,1,49,43.6289258658637
"159",2014,125,"Charter","G",NA,NA,1,49,43.0682565482885
"160",2014,143.5,"Charter","G",NA,NA,1,56,67.35487100128
"161",2014,151,"Charter","G",NA,NA,1,59,79.4427297196038
"162",2014,130.5,"Charter","G",NA,NA,1,51,49.5161542394703
"163",2014,133,"Charter","G",NA,NA,1,52,52.6560364976213
"164",2014,117.5,"Charter","G",NA,NA,1,46,35.2445148729183
"165",2014,142.5,"Charter","G",NA,NA,1,56,65.8459411812945
"166",2014,115,"Charter","G",NA,NA,1,45,32.8722818526814
"167",2014,114.5,"Charter","G",NA,NA,1,45,32.411462347672
"168",2014,115,"Charter","G",NA,NA,1,45,32.8722818526814
"169",2014,139,"Charter","G",NA,NA,1,55,60.7486739038316
"170",2014,149.5,"Charter","G",NA,NA,1,59,76.9141621432667
"171",2014,156,"Charter","G",NA,NA,1,61,88.2861437951325
"172",2014,116,"Charter","G",NA,NA,1,46,33.8074749051989
"173",2014,121.5,"Charter","G",NA,NA,1,48,39.2822169400635
"174",2014,124,"Charter","G",NA,NA,1,49,41.9618965898669
"175",2014,135.5,"Charter","G",NA,NA,1,53,55.9309461029891
"176",2014,144,"Charter","G",NA,NA,1,57,68.1182251379398
"177",2014,120,"Charter","G",NA,NA,1,47,37.7325439379309
"178",2014,125.5,"Charter","G",NA,NA,1,49,43.6289258658637
"179",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"180",2014,139,"Charter","G",NA,NA,1,55,60.7486739038316
"181",2014,130.5,"Charter","G",NA,NA,1,51,49.5161542394703
"182",2014,141,"Charter","G",NA,NA,1,56,63.6266084507889
"183",2014,130.5,"Charter","G",NA,NA,1,51,49.5161542394703
"184",2014,154.5,"Charter","G",NA,NA,1,61,85.5651934627274
"185",2014,166.5,"Charter","G",NA,NA,1,66,109.031247168548
"186",2014,151.5,"Charter","G",NA,NA,1,60,80.2981943767442
"187",2014,160.5,"Charter","G",NA,NA,1,63,96.8072689403745
"188",2014,115.5,"Charter","G",NA,NA,1,45,33.3376112628821
"189",2014,130.5,"Charter","G",NA,NA,1,51,49.5161542394703
"190",2014,118,"Charter","G",NA,NA,1,46,35.7327592174688
"191",2014,115,"Charter","G",NA,NA,1,45,32.8722818526814
"192",2014,162.5,"Charter","G",NA,NA,1,64,100.770578757759
"193",2014,127.5,"Charter","G",NA,NA,1,50,45.9221114126336
"194",2014,130.5,"Charter","G",NA,NA,1,51,49.5161542394703
"195",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"196",2014,144.5,"Charter","G",NA,NA,1,57,68.8875396210811
"197",2014,126.5,"Charter","G",NA,NA,1,50,44.765367265755
"198",2014,134,"Charter","G",NA,NA,1,53,53.9496207345737
"199",2014,143.5,"Charter","G",NA,NA,1,56,67.35487100128
"200",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"201",2014,168,"Charter","G",NA,NA,1,66,112.2460125624
"202",2014,137,"Charter","G",NA,NA,1,54,57.962016586709
"203",2014,131.5,"Charter","G",NA,NA,1,52,50.7561051463664
"204",2014,134,"Charter","G",NA,NA,1,53,53.9496207345737
"205",2014,123,"Charter","G",NA,NA,1,48,40.8753430279002
"206",2014,116.5,"Charter","G",NA,NA,1,46,34.2818971318448
"207",2014,141.5,"Charter","G",NA,NA,1,56,64.3605452036657
"208",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"209",2014,116.5,"Charter","G",NA,NA,1,46,34.2818971318448
"210",2014,121,"Charter","G",NA,NA,1,48,38.7608639935307
"211",2014,138.5,"Charter","G",NA,NA,1,55,60.0435159350456
"212",2014,116,"Charter","G",NA,NA,1,46,33.8074749051989
"213",2014,156.5,"Charter","G",NA,NA,1,62,89.2062569434031
"214",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"215",2014,152.5,"Charter","G",NA,NA,1,60,82.0281926590388
"216",2014,128.5,"Charter","G",NA,NA,1,51,47.0993575094845
"217",2014,165,"Charter","G",NA,NA,1,65,105.880706007487
"218",2014,153.5,"Charter","G",NA,NA,1,60,83.7837895845321
"219",2014,150,"Charter","G",NA,NA,1,59,77.7507395388125
"220",2014,134.5,"Charter","G",NA,NA,1,53,54.6045774212666
"221",2014,145.5,"Charter","G",NA,NA,1,57,70.4441523412339
"222",2014,130.5,"Charter","G",NA,NA,1,51,49.5161542394703
"223",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"224",2014,120.5,"Charter","G",NA,NA,1,47,38.2443145263649
"225",2014,149.5,"Charter","G",NA,NA,1,59,76.9141621432667
"226",2014,159,"Charter","G",NA,NA,1,63,93.9064735834806
"227",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"228",2014,147.5,"Charter","G",NA,NA,1,58,73.630032989312
"229",2014,163,"Charter","G",NA,NA,1,64,101.778650339857
"230",2014,133.5,"Charter","G",NA,NA,1,53,53.3001154972937
"231",2014,139.5,"Charter","G",NA,NA,1,55,61.4595366720224
"232",2014,157.5,"Charter","G",NA,NA,1,62,91.0663347882604
"233",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"234",2014,125,"Charter","G",NA,NA,1,49,43.0682565482885
"235",2014,140.5,"Charter","G",NA,NA,1,55,62.8984784558405
"236",2014,149,"Charter","G",NA,NA,1,59,76.0838286642098
"237",2014,130,"Charter","G",NA,NA,1,51,48.9041044906044
"238",2014,116.5,"Charter","G",NA,NA,1,46,34.2818971318448
"239",2014,137.5,"Charter","G",NA,NA,1,54,58.6502126782729
"240",2014,160.5,"Charter","G",NA,NA,1,63,96.8072689403745
"241",2014,161,"Charter","G",NA,NA,1,63,97.7878026952124
"242",2014,140,"Charter","G",NA,NA,1,55,62.1761296964466
"243",2014,156,"Charter","G",NA,NA,1,61,88.2861437951325
"244",2014,123.5,"Charter","G",NA,NA,1,49,41.4161563853004
"245",2014,136,"Charter","G",NA,NA,1,54,56.6024086343144
"246",2014,148,"Charter","G",NA,NA,1,58,74.4417899400392
"247",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"248",2014,133.5,"Charter","G",NA,NA,1,53,53.3001154972937
"249",2014,133,"Charter","G",NA,NA,1,52,52.6560364976213
"250",2014,129.5,"Charter","G",NA,NA,1,51,48.2973051346225
"251",2014,126,"Charter","G",NA,NA,1,50,44.1946211578998
"252",2014,139.5,"Charter","G",NA,NA,1,55,61.4595366720224
"253",2014,160,"Charter","G",NA,NA,1,63,95.8335537199468
"254",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"255",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"256",2014,118,"Charter","G",NA,NA,1,46,35.7327592174688
"257",2014,122.5,"Charter","G",NA,NA,1,48,40.3394317957418
"258",2014,132,"Charter","G",NA,NA,1,52,51.384056477203
"259",2014,117.5,"Charter","G",NA,NA,1,46,35.2445148729183
"260",2014,153,"Charter","G",NA,NA,1,60,82.9027782797002
"261",2014,115.5,"Charter","G",NA,NA,1,45,33.3376112628821
"262",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"263",2014,137.5,"Charter","G",NA,NA,1,54,58.6502126782729
"264",2014,132,"Charter","G",NA,NA,1,52,51.384056477203
"265",2014,140,"Charter","G",NA,NA,1,55,62.1761296964466
"266",2014,118,"Charter","G",NA,NA,1,46,35.7327592174688
"267",2014,115.5,"Charter","G",NA,NA,1,45,33.3376112628821
"268",2014,156,"Charter","G",NA,NA,1,61,88.2861437951325
"269",2014,119,"Charter","G",NA,NA,1,47,36.7232411172277
"270",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"271",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"272",2014,123.5,"Charter","G",NA,NA,1,49,41.4161563853004
"273",2014,120,"Charter","G",NA,NA,1,47,37.7325439379309
"274",2014,131,"Charter","G",NA,NA,1,52,50.1334794330865
"275",2014,135.5,"Charter","G",NA,NA,1,53,55.9309461029891
"276",2014,129,"Charter","G",NA,NA,1,51,47.6957311427726
"277",2014,129,"Charter","G",NA,NA,1,51,47.6957311427726
"278",2014,158,"Charter","G",NA,NA,1,62,92.0063518858124
"279",2014,125.5,"Charter","G",NA,NA,1,49,43.6289258658637
"280",2014,136,"Charter","G",NA,NA,1,54,56.6024086343144
"281",2014,118,"Charter","G",NA,NA,1,46,35.7327592174688
"282",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"283",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"284",2014,134,"Charter","G",NA,NA,1,53,53.9496207345737
"285",2014,134.5,"Charter","G",NA,NA,1,53,54.6045774212666
"286",2014,118,"Charter","G",NA,NA,1,46,35.7327592174688
"287",2014,115.5,"Charter","G",NA,NA,1,45,33.3376112628821
"288",2014,152,"Charter","G",NA,NA,1,60,81.1600066940588
"289",2014,125.5,"Charter","G",NA,NA,1,49,43.6289258658637
"290",2014,130.5,"Charter","G",NA,NA,1,51,49.5161542394703
"291",2014,166.5,"Charter","G",NA,NA,1,66,109.031247168548
"292",2014,172.5,"Charter","G",NA,NA,1,68,122.282844148512
"293",2014,137,"Charter","G",NA,NA,1,54,57.962016586709
"294",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"295",2014,134.5,"Charter","G",NA,NA,1,53,54.6045774212666
"296",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"297",2014,117.5,"Charter","G",NA,NA,1,46,35.2445148729183
"298",2014,134.5,"Charter","G",NA,NA,1,53,54.6045774212666
"299",2014,157.5,"Charter","G",NA,NA,1,62,91.0663347882604
"300",2014,114.5,"Charter","G",NA,NA,1,45,32.411462347672
"301",2014,119.5,"Charter","G",NA,NA,1,47,37.22552765208
"302",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"303",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"304",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"305",2014,142,"Charter","G",NA,NA,1,56,65.1003142585754
"306",2014,129.5,"Charter","G",NA,NA,1,51,48.2973051346225
"307",2014,139.5,"Charter","G",NA,NA,1,55,61.4595366720224
"308",2014,150,"Charter","G",NA,NA,1,59,77.7507395388125
"309",2014,157.5,"Charter","G",NA,NA,1,62,91.0663347882604
"310",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"311",2014,129,"Charter","G",NA,NA,1,51,47.6957311427726
"312",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"313",2014,139.5,"Charter","G",NA,NA,1,55,61.4595366720224
"314",2014,137,"Charter","G",NA,NA,1,54,57.962016586709
"315",2014,137,"Charter","G",NA,NA,1,54,57.962016586709
"316",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"317",2014,119,"Charter","G",NA,NA,1,47,36.7232411172277
"318",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"319",2014,139.5,"Charter","G",NA,NA,1,55,61.4595366720224
"320",2014,147.5,"Charter","G",NA,NA,1,58,73.630032989312
"321",2014,146,"Charter","G",NA,NA,1,57,71.2315019887251
"322",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"323",2014,124,"Charter","G",NA,NA,1,49,41.9618965898669
"324",2014,165,"Charter","G",NA,NA,1,65,105.880706007487
"325",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"326",2014,144.5,"Charter","G",NA,NA,1,57,68.8875396210811
"327",2014,144.5,"Charter","G",NA,NA,1,57,68.8875396210811
"328",2014,124.5,"Charter","G",NA,NA,1,49,42.5125883875572
"329",2014,122.5,"Charter","G",NA,NA,1,48,40.3394317957418
"330",2014,145,"Charter","G",NA,NA,1,57,69.6628401239782
"331",2014,117.5,"Charter","G",NA,NA,1,46,35.2445148729183
"332",2014,152.5,"Charter","G",NA,NA,1,60,82.0281926590388
"333",2014,114.5,"Charter","G",NA,NA,1,45,32.411462347672
"334",2014,142,"Charter","G",NA,NA,1,56,65.1003142585754
"335",2014,149.5,"Charter","G",NA,NA,1,59,76.9141621432667
"336",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"337",2014,142.5,"Charter","G",NA,NA,1,56,65.8459411812945
"338",2014,137,"Charter","G",NA,NA,1,54,57.962016586709
"339",2014,119,"Charter","G",NA,NA,1,47,36.7232411172277
"340",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"341",2014,140,"Charter","G",NA,NA,1,55,62.1761296964466
"342",2014,170,"Charter","G",NA,NA,1,67,116.633512392786
"343",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"344",2014,129,"Charter","G",NA,NA,1,51,47.6957311427726
"345",2014,134,"Charter","G",NA,NA,1,53,53.9496207345737
"346",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"347",2014,136,"Charter","G",NA,NA,1,54,56.6024086343144
"348",2014,129.5,"Charter","G",NA,NA,1,51,48.2973051346225
"349",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"350",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"351",2014,152,"Charter","G",NA,NA,1,60,81.1600066940588
"352",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"353",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"354",2014,124,"Charter","G",NA,NA,1,49,41.9618965898669
"355",2014,135,"Charter","G",NA,NA,1,53,55.2650107917659
"356",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"357",2014,157,"Charter","G",NA,NA,1,62,90.1329785442892
"358",2014,143,"Charter","G",NA,NA,1,56,66.5974515592137
"359",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"360",2014,136.5,"Charter","G",NA,NA,1,54,57.2794236875174
"361",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"362",2014,126.5,"Charter","G",NA,NA,1,50,44.765367265755
"363",2014,168,"Charter","G",NA,NA,1,66,112.2460125624
"364",2014,132,"Charter","G",NA,NA,1,52,51.384056477203
"365",2014,152,"Charter","G",NA,NA,1,60,81.1600066940588
"366",2014,143.5,"Charter","G",NA,NA,1,56,67.35487100128
"367",2014,124,"Charter","G",NA,NA,1,49,41.9618965898669
"368",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"369",2014,137,"Charter","G",NA,NA,1,54,57.962016586709
"370",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"371",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"372",2014,167,"Charter","G",NA,NA,1,66,110.095664170898
"373",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"374",2014,117.5,"Charter","G",NA,NA,1,46,35.2445148729183
"375",2014,157.5,"Charter","G",NA,NA,1,62,91.0663347882604
"376",2014,114.5,"Charter","G",NA,NA,1,45,32.411462347672
"377",2014,150,"Charter","G",NA,NA,1,59,77.7507395388125
"378",2014,135,"Charter","G",NA,NA,1,53,55.2650107917659
"379",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"380",2014,114.5,"Charter","G",NA,NA,1,45,32.411462347672
"381",2014,125,"Charter","G",NA,NA,1,49,43.0682565482885
"382",2014,135.5,"Charter","G",NA,NA,1,53,55.9309461029891
"383",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"384",2014,132,"Charter","G",NA,NA,1,52,51.384056477203
"385",2014,147.5,"Charter","G",NA,NA,1,58,73.630032989312
"386",2014,152.5,"Charter","G",NA,NA,1,60,82.0281926590388
"387",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"388",2014,131,"Charter","G",NA,NA,1,52,50.1334794330865
"389",2014,124,"Charter","G",NA,NA,1,49,41.9618965898669
"390",2014,150,"Charter","G",NA,NA,1,59,77.7507395388125
"391",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"392",2014,132,"Charter","G",NA,NA,1,52,51.384056477203
"393",2014,114.5,"Charter","G",NA,NA,1,45,32.411462347672
"394",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"395",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
"396",2014,170,"Charter","G",NA,NA,1,67,116.633512392786
"397",2014,162.5,"Charter","G",NA,NA,1,64,100.770578757759
"398",2014,157.5,"Charter","G",NA,NA,1,62,91.0663347882604
"399",2014,129.5,"Charter","G",NA,NA,1,51,48.2973051346225
"400",2014,124,"Charter","G",NA,NA,1,49,41.9618965898669
"401",2014,156,"Charter","G",NA,NA,1,61,88.2861437951325
"402",2014,143.5,"Charter","G",NA,NA,1,56,67.35487100128
"403",2014,136,"Charter","G",NA,NA,1,54,56.6024086343144
"404",2014,129.5,"Charter","G",NA,NA,1,51,48.2973051346225
"405",2014,157.5,"Charter","G",NA,NA,1,62,91.0663347882604
"406",2014,127,"Charter","G",NA,NA,1,50,45.3411890544574
"407",2014,117,"Charter","G",NA,NA,1,46,34.7609023202377
"408",2014,129.5,"Charter","G",NA,NA,1,51,48.2973051346225
"409",2014,169,"Charter","G",NA,NA,1,67,114.425224239637
"410",2014,155,"Charter","G",NA,NA,1,61,86.4656381949801
"411",2014,150,"Charter","G",NA,NA,1,59,77.7507395388125
"412",2014,143.5,"Charter","G",NA,NA,1,56,67.35487100128
"413",2014,139.5,"Charter","G",NA,NA,1,55,61.4595366720224
"414",2014,122,"Charter","G",NA,NA,1,48,39.8083979910079
