PORT,PAGE,LINE,SAMPLEID,SEX,LENGTH,NETWT,RNDWT,AGE,AGE2,AGECONF,AGEERR,USER,BOATNAME,STATAREA,CAS,GAF,REMARKS,YEAR,MONTH,DAY,SUB
CCI,3,4,106032314,F,64,4.784940955,6.378420822,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,5,106032315,F,62,4.332307282,5.775051193,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,6,106032316,F,65,5.022871535,6.695586986,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,7,106032317,F,89,13.43148357,17.90443295,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,8,106032318,M,65,5.022871535,6.695586986,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,9,106032319,F,57,3.329826174,4.438724072,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,10,1060323110,M,70,6.334176049,8.443581807,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,11,1060323111,M,69,6.055233829,8.071746318,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,12,1060323112,F,80,9.620661265,12.82453153,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,13,1060323113,F,82,10.39371065,13.85502163,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,14,1060323114,M,59,3.709369195,4.944662417,,,,,Charter,HARD EIGHT,525931,0,0,,2023,6,3,1
CCI,3,15,106032321,F,91,14.39901627,19.19417315,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,16,106032322,F,95,16.47434472,21.96062696,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,17,106032323,F,69,6.055233829,8.071746318,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,18,106032324,F,87,12.50917088,16.67497191,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,19,106032325,F,94,15.93761921,21.24516126,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,20,106032326,F,62,4.332307282,5.775051193,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,21,106032327,F,68,5.784770866,7.711213845,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,22,106032328,F,75,7.860949729,10.47880128,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,23,106032329,F,87,12.50917088,16.67497191,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,24,1060323210,M,66,5.268728051,7.023318578,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,25,1060323211,F,69,6.055233829,8.071746318,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,26,1060323212,F,93,15.41291891,20.54572539,,,,,Charter,AFISHUNT 2,525931,0,0,,2023,6,3,1
CCI,3,27,106032331,M,83,10.7956226,14.39077819,,,,,Charter,REEL SALTY,525931,0,0,,2023,6,3,1
CCI,3,28,106032332,U,106,23.21349984,30.94405387,,,,,Charter,REEL SALTY,525931,0,0,,2023,6,3,1
CCI,3,29,106032333,U,84,11.20798213,14.9404616,,,,,Charter,REEL SALTY,525931,0,0,,2023,6,3,1
CCI,3,30,106032334,M,61,4.117329729,5.488481869,,,,,Charter,REEL SALTY,525931,0,0,,2023,6,3,1
CCI,3,31,106032335,M,71,6.621736519,8.826905594,,,,,Charter,REEL SALTY,525931,0,0,,2023,6,3,1
CCI,3,32,106032336,F,72,6.918054489,9.221903303,,,,,Charter,REEL SALTY,525931,0,0,,2023,6,3,1
CCI,3,33,106032337,F,66,5.268728051,7.023318578,,,,,Charter,REEL SALTY,525931,0,0,,2023,6,3,1
CCI,3,34,106032338,F,152,71.73047303,95.61813761,,,,,Charter,REEL SALTY,525931,0,0,Client kept both Otoliths,2023,6,3,1
CCI,4,1,106152311,F,76,8.193695274,10.92235767,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,2,106152312,F,76,8.193695274,10.92235767,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,3,106152313,F,78,8.887699676,11.84747925,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,4,106152314,F,67,5.522648429,7.361799458,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,5,106152315,F,68,5.784770866,7.711213845,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,6,106152316,F,71,6.621736519,8.826905594,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,7,106152317,F,76,8.193695274,10.92235767,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,8,106152318,F,64,4.784940955,6.378420822,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,9,106152319,F,66,5.268728051,7.023318578,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,10,1061523110,F,81,10.00210418,13.33300246,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,11,1061523111,F,66,5.268728051,7.023318578,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,12,1061523112,F,69,6.055233829,8.071746318,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,13,1061523113,F,72,6.918054489,9.221903303,,,,,Charter,REDEEMER,525931,0,0,,2023,6,15,1
CCI,4,14,106152321,F,72,6.918054489,9.221903303,,,,,Charter,DEVOTION,525931,0,0,,2023,6,15,1
CCI,4,15,106152322,F,65,5.022871535,6.695586986,,,,,Charter,DEVOTION,525931,0,0,,2023,6,15,1
CCI,4,16,106152323,F,65,5.022871535,6.695586986,,,,,Charter,DEVOTION,525931,0,0,,2023,6,15,1
CCI,5,1,106222311,F,89,13.43148357,17.90443295,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,2,106222312,F,64,4.784940955,6.378420822,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,3,106222313,F,70,6.334176049,8.443581807,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,4,106222314,F,91,14.39901627,19.19417315,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,5,106222315,F,72,6.918054489,9.221903303,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,6,106222316,F,65,5.022871535,6.695586986,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,7,106222317,F,100,19.34342013,25.78516117,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,8,106222318,F,94,15.93761921,21.24516126,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,9,106222319,F,69,6.055233829,8.071746318,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,10,1062223110,F,99,18.74439483,24.98664861,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,11,1062223111,F,67,5.522648429,7.361799458,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,12,1062223112,F,91,14.39901627,19.19417315,,,,,Charter,INTIMIDATOR TOO,525931,0,0,,2023,6,22,1
CCI,5,13,106222321,F,69,6.055233829,8.071746318,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,14,106222322,F,70,6.334176049,8.443581807,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,15,106222323,F,80,9.620661265,12.82453153,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,16,106222324,F,81,10.00210418,13.33300246,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,17,106222325,F,66,5.268728051,7.023318578,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,18,106222326,F,61,4.117329729,5.488481869,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,19,106222327,F,71,6.621736519,8.826905594,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,20,106222328,F,95,16.47434472,21.96062696,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,21,106222329,F,87,12.50917088,16.67497191,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,22,1062223210,F,76,8.193695274,10.92235767,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,23,1062223211,F,60,3.909729203,5.211746266,,,,,Charter,NSC 1,525931,0,0,,2023,6,22,1
CCI,5,24,1062223212,F,88,12.96474647,17.28226317,,,,,Charter,NSC 1,525931,0,0,BROKEN OTO,2023,6,22,1
CCI,5,25,106222331,F,62,4.332307282,5.775051193,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,26,106222332,F,59,3.709369195,4.944662417,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,27,106222333,F,66,5.268728051,7.023318578,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,28,106222334,F,124,37.92653256,50.55681716,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,29,106222335,F,102,20.58030478,27.43395285,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,30,106222336,F,67,5.522648429,7.361799458,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,31,106222337,F,98,18.15811998,24.20513266,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,32,106222338,F,89,13.43148357,17.90443295,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,33,106222339,F,85,11.63093161,15.50426161,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,34,1062223310,M,64,4.784940955,6.378420822,,,,,Charter,SEA STALLION,525931,0,0,,2023,6,22,1
CCI,5,35,106222341,M,68,5.784770866,7.711213845,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,36,106222342,M,71,6.621736519,8.826905594,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,37,106222343,M,80,9.620661265,12.82453153,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,38,106222344,M,55,2.977614582,3.969219062,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,39,106222345,F,65,5.022871535,6.695586986,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,40,106222346,F,66,5.268728051,7.023318578,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,41,106222347,F,63,4.554798661,6.071636597,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,42,106222348,F,98,18.15811998,24.20513266,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,43,106222349,F,116,30.78128676,41.03206335,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,44,1062223410,F,102,20.58030478,27.43395285,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,45,1062223411,F,105,22.53490703,30.03947625,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,5,46,1062223412,F,138,53.00963391,70.66288923,,,,,Charter,JUST FISH,525931,0,0,,2023,6,22,1
CCI,6,1,106262361,F,71,6.621736519,8.826905594,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,2,106262362,F,83,10.7956226,14.39077819,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,3,106262363,M,68,5.784770866,7.711213845,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,4,106262364,F,64,4.784940955,6.378420822,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,5,106262365,F,103,21.21845597,28.28462099,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,6,106262366,F,73,7.223269467,9.628760898,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,7,106262367,F,74,7.537521211,10.04766468,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,8,106262368,F,110,26.06707906,34.74793135,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,9,106262369,F,71,6.621736519,8.826905594,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,10,1062623610,F,83,10.7956226,14.39077819,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,11,1062623611,F,84,11.20798213,14.9404616,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,12,1062623612,F,83,10.7956226,14.39077819,,,,,Charter,SOLO,525931,0,0,,2023,6,26,1
CCI,6,13,1062623613,F,85,11.63093161,15.50426161,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,14,1062623614,F,82,10.39371065,13.85502163,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,15,1062623615,F,104,21.86994126,29.15306375,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,16,1062623616,F,80,9.620661265,12.82453153,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,17,1062623617,F,67,5.522648429,7.361799458,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,18,1062623618,F,72,6.918054489,9.221903303,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,19,1062623619,F,86,12.0646136,16.08236826,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,20,1062623620,F,108,24.61215374,32.80848715,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,21,1062623621,F,66,5.268728051,7.023318578,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,22,1062623622,M,67,5.522648429,7.361799458,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,23,1062623623,F,74,7.537521211,10.04766468,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,24,1062623624,F,75,7.860949729,10.47880128,,,,,Private,P1,525931,0,0,SEA ESCAPE ON PRIVATE TRIP,2023,6,26,1
CCI,6,25,1062623625,F,81,10.00210418,13.33300246,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,26,1062623626,F,68,5.784770866,7.711213845,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,27,1062623627,F,66,5.268728051,7.023318578,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,28,1062623628,F,87,12.50917088,16.67497191,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,29,1062623629,F,65,5.022871535,6.695586986,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,30,1062623630,F,92,14.90009935,19.86212679,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,31,1062623631,F,82,10.39371065,13.85502163,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,32,1062623632,F,79,9.249240246,12.32941997,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,33,1062623633,F,64,4.784940955,6.378420822,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,34,1062623634,F,71,6.621736519,8.826905594,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,35,1062623635,F,107,23.90586643,31.86699223,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,6,36,1062623636,F,73,7.223269467,9.628760898,,,,,Charter,HERS TOO,525931,0,0,,2023,6,26,1
CCI,7,1,107102311,F,82,10.39371065,13.85502163,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,2,107102312,F,83,10.7956226,14.39077819,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,3,107102313,F,65,5.022871535,6.695586986,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,4,107102314,F,68,5.784770866,7.711213845,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,5,107102315,F,58,3.51611349,4.687048744,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,6,107102316,F,100,19.34342013,25.78516117,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,7,107102317,F,63,4.554798661,6.071636597,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,8,107102318,F,86,12.0646136,16.08236826,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,9,107102319,F,86,12.0646136,16.08236826,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,10,1071023110,F,95,16.47434472,21.96062696,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,11,1071023111,F,70,6.334176049,8.443581807,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,12,1071023112,F,69,6.055233829,8.071746318,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,13,1071023113,F,64,4.784940955,6.378420822,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,14,1071023114,F,108,24.61215374,32.80848715,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,15,1071023115,F,64,4.784940955,6.378420822,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,16,1071023116,F,68,5.784770866,7.711213845,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,17,1071023117,F,85,11.63093161,15.50426161,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,18,1071023118,F,85,11.63093161,15.50426161,,,,,Charter,EXCITER,525931,0,0,,2023,7,10,1
CCI,7,19,107102321,F,66,5.268728051,7.023318578,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,20,107102322,F,67,5.522648429,7.361799458,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,21,107102323,F,76,8.193695274,10.92235767,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,22,107102324,F,95,16.47434472,21.96062696,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,23,107102325,F,99,18.74439483,24.98664861,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,24,107102326,F,90,13.90952563,18.54167245,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,25,107102327,F,73,7.223269467,9.628760898,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,26,107102328,F,64,4.784940955,6.378420822,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,27,107102329,F,68,5.784770866,7.711213845,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,28,1071023210,F,88,12.96474647,17.28226317,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
CCI,7,29,1071023211,F,81,10.00210418,13.33300246,,,,,Charter,VOYAGEUR,525931,0,0,,2023,7,10,1
