"","MB_MR","shiftId","InterviewId","TArgetId","TargetSpeciesID","BioSampleId","SITE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","HARVEST_CODE","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","SUBHARBOR_NAME","HEADVAR2","techid","SAMPTYPE","SPECCODE","SPECIESCODE","SPEC_GROUP","LENGTH","LENGTH_TYPE","AREA","CLASS","CLASSN","GAF","INTVNUMB","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","GF_area","LC_area","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","Bio_Comment","Kept","N_AWL_SAMP","DELTINTV","MISS_NC","SAMPLER","ATARGET","BoatId","CFECNUM"
"11","Marine Boat",1220,8704,11037,21122,10763,"CRAIG_KLAWOCK","B",760,2017,2017-05-23,1,"MB",11,6,21,1,1,"Public Harbors",25,"JK","C","200","HA","Halibut",740,"STF",6,2,"Charter","SF",4,"2C",104350,"10435","104","35","104-35","SSEO","SSEOC","Creel Sampler","LEGAL",5,74,9.13570271299549,7.87915458445052,10.4792755973192,"",2,2,"","N",25,"BF","AK5021AD / WAVE DANCER",171384
"12","Marine Boat",1225,8714,11050,21141,10779,"CRAIG_KLAWOCK","B",760,2017,2017-05-23,1,"MB",11,6,21,2,9,"Fireweed",30,"MW","C","200","HA","Halibut",650,"STF",4,1,"Private","SF",1,"2C",103800,"10380","103","80","103-80","SSEI","SSEOC","Creel Sampler","N_A",5,65,6.00164719885554,5.17616515408831,6.88429965493745,"",6,6,"","N",30,"BF","",NA
"13","Marine Boat",1225,8714,11050,21141,10780,"CRAIG_KLAWOCK","B",760,2017,2017-05-23,1,"MB",11,6,21,2,9,"Fireweed",30,"MW","C","200","HA","Halibut",760,"STF",4,1,"Private","SF",1,"2C",103800,"10380","103","80","103-80","SSEI","SSEOC","Creel Sampler","N_A",5,76,9.96018088682264,8.5902319024382,11.4250084302428,"",6,6,"","N",30,"BF","",NA
"14","Marine Boat",1225,8714,11050,21141,10782,"CRAIG_KLAWOCK","B",760,2017,2017-05-23,1,"MB",11,6,21,2,9,"Fireweed",30,"MW","C","200","HA","Halibut",600,"STF",4,1,"Private","SF",1,"2C",103800,"10380","103","80","103-80","SSEI","SSEOC","Creel Sampler","N_A",5,60,4.63064233543596,3.99373183786951,5.31166334436645,"",6,6,"","N",30,"BF","",NA
"15","Marine Boat",1225,8714,11050,21141,10777,"CRAIG_KLAWOCK","B",760,2017,2017-05-23,1,"MB",11,6,21,2,9,"Fireweed",30,"MW","C","200","HA","Halibut",550,"STF",4,1,"Private","SF",1,"2C",103800,"10380","103","80","103-80","SSEI","SSEOC","Creel Sampler","N_A",5,55,3.49306205215912,3.01261728261902,4.0067809858833,"",6,6,"","N",30,"BF","",NA
"16","Marine Boat",1225,8714,11050,21141,10781,"CRAIG_KLAWOCK","B",760,2017,2017-05-23,1,"MB",11,6,21,2,9,"Fireweed",30,"MW","C","200","HA","Halibut",760,"STF",4,1,"Private","SF",1,"2C",103800,"10380","103","80","103-80","SSEI","SSEOC","Creel Sampler","N_A",5,76,9.96018088682264,8.5902319024382,11.4250084302428,"",6,6,"","N",30,"BF","",NA
"17","Marine Boat",1225,8714,11050,21141,10778,"CRAIG_KLAWOCK","B",760,2017,2017-05-23,1,"MB",11,6,21,2,9,"Fireweed",30,"MW","C","200","HA","Halibut",700,"STF",4,1,"Private","SF",1,"2C",103800,"10380","103","80","103-80","SSEI","SSEOC","Creel Sampler","N_A",5,70,7.63042690414769,6.58091829516383,8.7526213325679,"",6,6,"","N",30,"BF","",NA
"18","Marine Boat",1234,8740,11089,21214,10831,"CRAIG_KLAWOCK","B",760,2017,2017-05-24,1,"MB",11,6,21,2,8,"Boat Ramp",30,"MW","C","200","HA","Halibut",850,"STF",3,2,"Charter","SF",1,"2C",103700,"10370","103","70","103-70","SSEI","SSEOC","Creel Sampler","LEGAL",5,85,14.3135877905572,12.344859985371,16.4186637805435,"",1,1,"","N",30,"BF","SEA MERCHANT",171390
"19","Marine Boat",1262,8842,11212,21421,10993,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,1,13,"Sure Strike",25,"JK","C","200","HA","Halibut",860,"STF",15,2,"Charter","SF",4,"2C",104100,"10410","104","10","104-10","SSEO","SSEOC","Creel Sampler","LEGAL",5,86,14.8664121475711,12.8216474535934,17.0527911132793,"",1,1,"","N",25,"SA","AK6955AE /PHOENIX",171379
"20","Marine Boat",1247,8791,11151,21313,10912,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,1,6,"False Island",26,"GM","D","200","HA","Halibut",600,"STF",7,1,"Private","SF",3,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Catch Sampler","N_A",5,60,4.63064233543596,3.99373183786951,5.31166334436645,"",1,1,"","N",26,"BF","",NA
"21","Marine Boat",1257,8818,11183,21369,10962,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",610,"STF",5,1,"Private","SF",2,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,61,4.88539689627812,4.21344679894348,5.60388424259483,"",4,4,"","N",24,"BF","",NA
"22","Marine Boat",1257,8818,11183,21369,10960,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",690,"STF",5,1,"Private","SF",2,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,69,7.28286468232178,6.2811606783156,8.35394370215975,"",4,4,"","N",24,"BF","",NA
"23","Marine Boat",1257,8818,11183,21369,10961,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",580,"STF",5,1,"Private","SF",2,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,58,4.14894698877776,3.57829011234887,4.759125849424,"",4,4,"","N",24,"BF","",NA
"24","Marine Boat",1257,8818,11183,21369,10959,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",640,"STF",5,1,"Private","SF",2,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,64,5.70761016092118,4.92257072920152,6.54701906983802,"",4,4,"","N",24,"BF","",NA
"25","Marine Boat",1257,8819,11185,21371,10965,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,2,7,"City Dock",24,"AH","C","200","HA","Halibut",730,"STF",5,1,"Private","SF",3,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,73,8.74172728105142,7.53936755018688,10.0273588417486,"",3,3,"","N",24,"BF","",NA
"26","Marine Boat",1257,8819,11185,21371,10963,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,2,7,"City Dock",24,"AH","C","200","HA","Halibut",790,"STF",5,1,"Private","SF",3,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,79,11.2912744200948,9.7382433958611,12.9518637164953,"incidental, while mooching",3,3,"","N",24,"BF","",NA
"27","Marine Boat",1257,8819,11185,21371,10964,"CRAIG_KLAWOCK","B",760,2017,2017-05-25,1,"MB",11,6,21,2,7,"City Dock",24,"AH","C","200","HA","Halibut",880,"STF",5,1,"Private","SF",3,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,88,16.0160363013939,13.8131493343522,18.3714886146885,"",3,3,"","N",24,"BF","",NA
"28","Marine Boat",1322,9292,11732,22260,11273,"CRAIG_KLAWOCK","B",760,2017,2017-05-26,1,"MB",11,6,21,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",930,"STF",7,1,"Private","SF",5,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","N_A",5,93,19.1564901234037,16.5216570328072,21.9738038536335,"",4,4,"","N",25,"SA","",NA
"29","Marine Boat",1322,9292,11732,22260,11272,"CRAIG_KLAWOCK","B",760,2017,2017-05-26,1,"MB",11,6,21,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",1270,"STF",7,1,"Private","SF",5,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","N_A",5,127,52.5720899895423,45.3411890544574,60.3037814424283,"",4,4,"","N",25,"SA","",NA
"30","Marine Boat",1322,9292,11732,22260,11270,"CRAIG_KLAWOCK","B",760,2017,2017-05-26,1,"MB",11,6,21,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",900,"STF",7,1,"Private","SF",5,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","N_A",5,90,17.2257015058852,14.8564340647168,19.7590573060733,"",4,4,"","N",25,"SA","",NA
"31","Marine Boat",1322,9292,11732,22260,11271,"CRAIG_KLAWOCK","B",760,2017,2017-05-26,1,"MB",11,6,21,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",810,"STF",7,1,"Private","SF",5,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","N_A",5,81,12.2439810253286,10.5599122758681,14.0446833269046,"",4,4,"","N",25,"SA","",NA
"32","Marine Boat",1263,8844,11215,21424,11002,"CRAIG_KLAWOCK","B",760,2017,2017-05-26,1,"MB",11,6,21,1,6,"False Island",26,"GM","D","200","HA","Halibut",530,"STF",1,1,"Private","SF",2,"2C",103600,"10360","103","60","103-60","SSEI","SSEOC","Catch Sampler","N_A",5,53,3.09802561482112,2.67191517638157,3.55364718458749,"",1,1,"","N",26,"BF","",NA
"33","Marine Boat",1283,9003,11414,21756,11088,"CRAIG_KLAWOCK","B",760,2017,2017-05-27,1,"MB",11,6,21,1,6,"False Island",24,"AH","C","200","HA","Halibut",760,"STF",5,1,"Private","SF",3,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,76,9.96018088682264,8.5902319024382,11.4250084302428,"",3,3,"","N",24,"BF","",NA
"34","Marine Boat",1283,9003,11414,21756,11086,"CRAIG_KLAWOCK","B",760,2017,2017-05-27,1,"MB",11,6,21,1,6,"False Island",24,"AH","C","200","HA","Halibut",1790,"STF",5,1,"Private","SF",3,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,179,159.836148902234,137.851872477473,183.342990395038,"",3,3,"","N",24,"BF","",NA
"35","Marine Boat",1283,9003,11414,21756,11087,"CRAIG_KLAWOCK","B",760,2017,2017-05-27,1,"MB",11,6,21,1,6,"False Island",24,"AH","C","200","HA","Halibut",890,"STF",5,1,"Private","SF",3,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,89,16.6132579480539,14.3282275744224,19.0565426739818,"",3,3,"","N",24,"BF","",NA
"36","Marine Boat",1283,9006,11417,21761,11089,"CRAIG_KLAWOCK","B",760,2017,2017-05-27,1,"MB",11,6,21,1,6,"False Island",24,"AH","C","200","HA","Halibut",590,"STF",2,1,"Private","SF",6,"2C",103500,"10350","103","50","103-50","SSEI","SSEOC","Creel Sampler","N_A",5,59,4.38522321385321,3.78206829564632,5.03015083320961,"",1,1,"","N",24,"BF","",NA
"37","Marine Boat",1283,9010,11422,21773,11093,"CRAIG_KLAWOCK","B",760,2017,2017-05-27,1,"MB",11,6,21,1,6,"False Island",24,"AH","C","200","HA","Halibut",1360,"STF",5,1,"Private","SF",10,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,136,65.6292210769776,56.6024086343143,75.2812034836381,"",2,2,"","N",24,"BF","",NA
"38","Marine Boat",1283,9010,11422,21773,11094,"CRAIG_KLAWOCK","B",760,2017,2017-05-27,1,"MB",11,6,21,1,6,"False Island",24,"AH","C","200","HA","Halibut",1360,"STF",5,1,"Private","SF",10,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,136,65.6292210769776,56.6024086343143,75.2812034836381,"",2,2,"","N",24,"BF","",NA
"39","Marine Boat",1292,9089,11520,21968,11206,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,1,"Public Harbors",24,"AH","C","200","HA","Halibut",610,"STF",2,1,"Private","SF",1,"2C",103500,"10350","103","50","103-50","SSEI","SSEOC","Creel Sampler","N_A",5,61,4.88539689627812,4.21344679894348,5.60388424259483,"",1,1,"","N",24,"BF","",NA
"40","Marine Boat",1292,9090,11522,21971,11207,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,1,"Public Harbors",24,"AH","C","200","HA","Halibut",1230,"STF",5,1,"Private","SF",2,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,123,47.3940418597145,40.8753430279002,54.3642062271072,"",1,1,"","N",24,"BF","",NA
"41","Marine Boat",1292,9092,11524,21975,11210,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,1,"Public Harbors",24,"AH","C","200","HA","Halibut",740,"STF",5,1,"Private","SF",4,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,74,9.13570271299549,7.87915458445052,10.4792755973192,"",2,2,"","N",24,"BF","",NA
"42","Marine Boat",1292,9092,11524,21975,11211,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,1,"Public Harbors",24,"AH","C","200","HA","Halibut",790,"STF",5,1,"Private","SF",4,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,79,11.2912744200948,9.7382433958611,12.9518637164953,"",2,2,"","N",24,"BF","",NA
"43","Marine Boat",1317,9217,11652,22180,11243,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,6,"False Island",26,"GM","D","200","HA","Halibut",990,"STF",5,1,"Private","SF",7,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Catch Sampler","N_A",5,99,23.4579046802108,20.2314439303907,26.9078204274196,"",1,1,"","N",26,"BF","",NA
"44","Marine Boat",1317,9219,11656,22186,11246,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,6,"False Island",26,"GM","D","200","HA","Halibut",980,"STF",5,1,"Private","SF",9,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Catch Sampler","N_A",5,98,22.6988404372717,19.5767833424166,26.037121845414,"",3,3,"","N",26,"BF","",NA
"45","Marine Boat",1317,9219,11656,22186,11247,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,6,"False Island",26,"GM","D","200","HA","Halibut",1480,"STF",5,1,"Private","SF",9,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Catch Sampler","N_A",5,148,86.3135828883962,74.4417899400392,99.0075806202522,"",3,3,"","N",26,"BF","",NA
"46","Marine Boat",1317,9219,11656,22186,11245,"CRAIG_KLAWOCK","B",760,2017,2017-05-28,1,"MB",11,6,22,1,6,"False Island",26,"GM","D","200","HA","Halibut",770,"STF",5,1,"Private","SF",9,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Catch Sampler","N_A",5,77,10.39109071556,8.96187328123999,11.9192914640492,"",3,3,"","N",26,"BF","",NA
"47","Marine Boat",1345,9477,11952,22674,11499,"CRAIG_KLAWOCK","B",760,2017,2017-05-29,1,"MB",11,7,22,1,1,"Public Harbors",26,"GM","D","200","HA","Halibut",850,"STF",1,1,"Private","SF",1,"2C",103600,"10360","103","60","103-60","SSEI","SSEOC","Catch Sampler","N_A",5,85,14.3135877905572,12.344859985371,16.4186637805435,"",2,2,"","N",26,"BF","",NA
"48","Marine Boat",1345,9477,11952,22674,11498,"CRAIG_KLAWOCK","B",760,2017,2017-05-29,1,"MB",11,7,22,1,1,"Public Harbors",26,"GM","D","200","HA","Halibut",810,"STF",1,1,"Private","SF",1,"2C",103600,"10360","103","60","103-60","SSEI","SSEOC","Catch Sampler","N_A",5,81,12.2439810253286,10.5599122758681,14.0446833269046,"",2,2,"","N",26,"BF","",NA
"49","Marine Boat",1364,9532,12022,22793,11595,"CRAIG_KLAWOCK","B",760,2017,2017-05-31,1,"MB",11,7,22,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",760,"STF",5,1,"Private","SF",4,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,76,9.96018088682264,8.5902319024382,11.4250084302428,"",4,4,"","N",25,"SA","",NA
"50","Marine Boat",1364,9532,12022,22793,11597,"CRAIG_KLAWOCK","B",760,2017,2017-05-31,1,"MB",11,7,22,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",1010,"STF",5,1,"Private","SF",4,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,101,25.0283625747782,21.5858969931053,28.7092430008301,"",4,4,"","N",25,"SA","",NA
"51","Marine Boat",1364,9532,12022,22793,11596,"CRAIG_KLAWOCK","B",760,2017,2017-05-31,1,"MB",11,7,22,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",800,"STF",5,1,"Private","SF",4,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,80,11.7609592329861,10.1433265474259,13.4906243080765,"",4,4,"","N",25,"SA","",NA
"52","Marine Boat",1364,9532,12022,22793,11594,"CRAIG_KLAWOCK","B",760,2017,2017-05-31,1,"MB",11,7,22,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",760,"STF",5,1,"Private","SF",4,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",5,76,9.96018088682264,8.5902319024382,11.4250084302428,"",4,4,"","N",25,"SA","",NA
"53","Marine Boat",1450,10101,12753,24103,12490,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,1,3,"Catch A King",25,"JK","C","200","HA","Halibut",910,"STF",5,1,"Private","SF",1,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",6,91,17.8535793395215,15.3979519606892,20.4792761077166,"",1,1,"","N",25,"SA","",NA
"54","Marine Boat",1385,9673,12223,23164,11950,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",690,"STF",7,2,"Charter","SF",4,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","LEGAL",6,69,7.28286468232178,6.2811606783156,8.35394370215975,"",2,2,"","N",24,"BF","BAILY RAE",171428
"55","Marine Boat",1385,9673,12223,23164,11951,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",670,"STF",7,2,"Charter","SF",4,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","LEGAL",6,67,6.62084693163495,5.71019855759205,7.59456408159743,"",2,2,"","N",24,"BF","BAILY RAE",171428
"56","Marine Boat",1385,9674,12225,23167,11953,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",700,"STF",7,2,"Charter","SF",5,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","LEGAL",6,70,7.63042690414769,6.58091829516383,8.7526213325679,"",2,2,"","N",24,"BF","ELLA JOY",171427
"57","Marine Boat",1385,9674,12225,23167,11952,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",670,"STF",7,2,"Charter","SF",5,"2C",104300,"10430","104","30","104-30","SSEO","SSEOC","Creel Sampler","LEGAL",6,67,6.62084693163495,5.71019855759205,7.59456408159743,"",2,2,"","N",24,"BF","ELLA JOY",171427
"58","Marine Boat",1385,9675,12227,23171,11955,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,9,"Fireweed",24,"AH","C","200","HA","Halibut",870,"STF",5,2,"Charter","SF",6,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","LEGAL",6,87,15.4338247731885,13.3110166823063,17.7036521874674,"",1,1,"","N",24,"BF","AK7106AN",171432
"59","Marine Boat",1385,9676,12228,23174,11966,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,7,"City Dock",24,"AH","C","200","HA","Halibut",640,"STF",5,1,"Private","SF",7,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",6,64,5.70761016092118,4.92257072920152,6.54701906983802,"",8,8,"","N",24,"BF","",NA
"60","Marine Boat",1385,9676,12228,23174,11965,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,7,"City Dock",24,"AH","C","200","HA","Halibut",690,"STF",5,1,"Private","SF",7,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",6,69,7.28286468232178,6.2811606783156,8.35394370215975,"",8,8,"","N",24,"BF","",NA
"61","Marine Boat",1385,9676,12228,23174,11963,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,7,"City Dock",24,"AH","C","200","HA","Halibut",710,"STF",5,1,"Private","SF",7,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",6,71,7.98929093548087,6.89042324147201,9.16426291115778,"",8,8,"","N",24,"BF","",NA
"62","Marine Boat",1385,9676,12228,23174,11962,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,7,"City Dock",24,"AH","C","200","HA","Halibut",680,"STF",5,1,"Private","SF",7,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",6,68,6.94640441261684,5.99097802244173,7.96800076984751,"",8,8,"","N",24,"BF","",NA
"63","Marine Boat",1385,9676,12228,23174,11961,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,7,"City Dock",24,"AH","C","200","HA","Halibut",690,"STF",5,1,"Private","SF",7,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",6,69,7.28286468232178,6.2811606783156,8.35394370215975,"",8,8,"","N",24,"BF","",NA
"64","Marine Boat",1385,9676,12228,23174,11960,"CRAIG_KLAWOCK","B",760,2017,2017-06-02,1,"MB",11,7,22,2,7,"City Dock",24,"AH","C","200","HA","Halibut",820,"STF",5,1,"Private","SF",7,"2C",104400,"10440","104","40","104-40","SSEO","SSEOC","Creel Sampler","N_A",6,82,12.7405468281241,10.9881791366113,14.614278251693,"",8,8,"","N",24,"BF","",NA
