"PORT","SUB","SPECIES","DATE","PAGE","LINE","SEX","AGE","READABILITY","AGE2","AGECONF","AGEERR","SAMPLEID","CAS","YEAR","MONTH","DAY","USER","STATAREA","SP","LENGTH","WEIGHT","BOATNAME","COMMENTS"
"Seward",,130,2022-07-28,7,2,"F",,,,,,"4 072822 2 21",1,2022,7,28,"Charter",475934,130,89,,"ARCTIC CAT","1 oto no ray"
"Seward",,130,2022-07-28,7,3,"F",10,2,10,,,"4 072822 2 22",1,2022,7,28,"Charter",475934,130,96,,"ARCTIC CAT","1 oto"
"Seward",,130,2022-07-28,7,4,"F",18,2,,,,"4 072822 2 23",1,2022,7,28,"Charter",475934,130,115,,"ARCTIC CAT",
"Seward",,130,2022-08-04,8,1,"F",24,1,,,,"4 080422 2 1",0,2022,8,4,"Charter",485931,130,115,14,"CRACKERJACK",
"Seward",,130,2022-08-04,8,2,"F",17,2,,,,"4 080422 2 2",0,2022,8,4,"Charter",485931,130,111,17,"CRACKERJACK",
"Seward",,130,2022-08-04,8,3,"F",20,1,,,,"4 080422 2 3",0,2022,8,4,"Charter",485931,130,117,18.5,"CRACKERJACK",
"Seward",,130,2022-08-04,8,4,"F",13,2,,,,"4 080422 2 4",0,2022,8,4,"Charter",485931,130,98,10,"CRACKERJACK",
"Seward",,130,2022-08-04,8,5,"F",21,1,,,,"4 080422 2 5",0,2022,8,4,"Charter",485931,130,114,13.5,"CRACKERJACK",
"Seward",,130,2022-08-04,8,6,"F",15,2,,,,"4 080422 2 6",0,2022,8,4,"Charter",485931,130,104,,"CRACKERJACK",
"Seward",,130,2022-08-04,8,7,"F",10,2,,,,"4 080422 5 1",0,2022,8,4,"Charter",475934,130,103,,"CURRENT AFFAIR",
"Seward",,130,2022-08-04,8,8,"F",10,2,10,,,"4 080422 5 2",0,2022,8,4,"Charter",475934,130,104,,"CURRENT AFFAIR",
"Seward",,130,2022-08-04,8,9,"F",9,2,,,,"4 080422 5 3",0,2022,8,4,"Charter",475934,130,104,,"CURRENT AFFAIR","1oto"
"Seward",,130,2022-08-04,8,10,"F",16,2,,,,"4 080422 5 4",0,2022,8,4,"Charter",475934,130,112,,"CURRENT AFFAIR",
"Seward",,130,2022-08-04,8,11,"F",17,2,,,,"4 080422 5 5",0,2022,8,4,"Charter",475934,130,115,,"CURRENT AFFAIR",
"Seward",,130,2022-08-04,8,12,"F",11,2,,,,"4 080422 5 6",0,2022,8,4,"Charter",475934,130,100,,"CURRENT AFFAIR",
"Seward",,130,2022-08-04,8,13,"F",9,2,9,,,"4 080422 5 7",0,2022,8,4,"Charter",475934,130,93,,"CURRENT AFFAIR",
"Seward",,130,2022-08-07,9,1,"",23,1,,,,"4 080722 1 1",0,2022,8,7,"Private",495938,130,102,10.5,"P1","Angler kept whole no otos or sex"
"Seward",,130,2022-08-07,9,2,"F",15,2,,,,"4 080722 1 2",0,2022,8,7,"Private",495938,130,114,18,"P1",
"Seward",,130,2022-08-07,9,3,"F",14,2,,,,"4 080722 1 3",0,2022,8,7,"Private",495938,130,112,,"P1",
"Seward",,130,2022-08-07,9,4,"F",8,2,,,,"4 080722 1 4",0,2022,8,7,"Private",495938,130,89,7.5,"P1",
"Seward",,130,2022-08-07,9,5,"M",17,1,,,,"4 080722 2 1",0,2022,8,7,"Charter",495934,130,94,,"OUTER LIMITS",
"Seward",,130,2022-08-07,9,6,"F",8,2,8,,,"4 080722 2 2",0,2022,8,7,"Charter",495934,130,92,,"OUTER LIMITS",
"Seward",,130,2022-08-07,9,7,"F",17,2,,,,"4 080722 5 1",0,2022,8,7,"Charter",475934,130,119,,"YANICHKA",
"Seward",,130,2022-08-07,9,8,"F",12,2,11,,,"4 080722 5 2",0,2022,8,7,"Charter",475934,130,106,,"YANICHKA",
"Seward",,130,2022-08-07,9,9,"F",23,1,,,,"4 080722 5 3",0,2022,8,7,"Charter",475934,130,123,,"YANICHKA",
"Seward",,130,2022-08-07,9,10,"",19,2,,,,"4 080722 5 4",0,2022,8,7,"Charter",475934,130,119,,"YANICHKA",
"Seward",,130,2022-08-07,9,11,"F",11,2,,,,"4 080722 5 5",0,2022,8,7,"Charter",475934,130,100,,"YANICHKA","1 oto"
"Seward",,130,2022-08-07,9,12,"F",8,2,8,,,"4 080722 5 6",0,2022,8,7,"Charter",475934,130,101,,"YANICHKA",
"Seward",,130,2022-08-07,9,13,"",8,2,,,,"4 080722 5 7",0,2022,8,7,"Charter",475934,130,95,,"YANICHKA",
"Seward",,130,2022-08-07,9,14,"F",13,2,13,,,"4 080722 6 1",0,2022,8,7,"Private",495938,130,111,,"P1",
"Seward",,130,2022-08-09,10,1,"F",13,2,,,,"4 080922 6 18",0,2022,8,9,"Charter",485931,130,112,16,"PURSUIT","485931. 1 oto"
"Seward",,130,2022-08-09,10,23,"F",13,2,14,,,"4 080922 6 19",0,2022,8,9,"Charter",485931,130,112,14.5,"PURSUIT","485931"
"Seward",,130,2022-08-09,10,4,"F",15,1,,,,"4 080922 6 20",0,2022,8,9,"Charter",485931,130,104,10.5,"PURSUIT","485931"
"Seward",,130,2022-08-09,10,5,"F",15,2,,,,"4 080922 6 21",0,2022,8,9,"Charter",485931,130,109,14,"PURSUIT","485931"
"Seward",,130,2022-08-09,10,6,"F",15,2,,,,"4 080922 6 22",0,2022,8,9,"Charter",485931,130,113,17,"PURSUIT","485931"
"Seward",,130,2022-08-09,10,7,"F",6,2,,,,"4 080922 6 23",0,2022,8,9,"Charter",485931,130,98,10.5,"PURSUIT","485931"
"Seward",,130,2022-08-09,10,8,"F",15,2,,,,"4 080922 6 24",0,2022,8,9,"Charter",485931,130,114,15.5,"PURSUIT","485931"
"Seward",,130,2022-08-11,11,1,"F",16,2,,,,"4 081122 1 1",0,2022,8,11,"Charter",505932,130,119,,"PREDATOR",
"Seward",,130,2022-08-18,12,1,"F",21,1,,,,"4 081822 4 1",0,2022,8,18,"Charter",485932,130,124,19.5,"CRACKERJACK",
"Seward",,130,2022-08-18,12,2,"F",18,2,,,,"4 081822 4 2",0,2022,8,18,"Charter",485932,130,108,,"CRACKERJACK",
"Seward",,130,2022-08-18,12,3,"F",18,2,,,,"4 081822 5 1",0,2022,8,18,"Charter",475934,130,111,15,"PRO FISH",
"Seward",,130,2022-08-18,12,4,"F",20,2,,,,"4 081822 5 2",0,2022,8,18,"Charter",475934,130,120,23,"PRO FISH",
"Seward",,130,2022-08-18,12,5,"F",17,2,,,,"4 081822 5 3",0,2022,8,18,"Charter",475934,130,115,16,"PRO FISH",
"Seward",,130,2022-08-18,12,6,"F",15,2,15,,,"4 081822 5 4",0,2022,8,18,"Charter",475934,130,107,15.5,"PRO FISH","1 OTO"
"Seward",,130,2022-08-18,12,7,"F",16,2,16,,,"4 081822 6 1",0,2022,8,18,"Charter",475934,130,104,13,"PURSUIT","1 OTOLITH"
"Seward",,130,2022-08-18,12,8,"F",8,2,,,,"4 081822 6 2",0,2022,8,18,"Charter",475934,130,96,10,"PURSUIT",
"Seward",,130,2022-08-18,12,9,"",8,2,,,,"4 081822 6 3",0,2022,8,18,"Charter",475934,130,93,8,"PURSUIT","1 OTO"
"Seward",,130,2022-08-18,12,10,"M",16,2,,,,"4 081822 6 4",0,2022,8,18,"Charter",475934,130,95,10,"PURSUIT","NO OTOS"
"Seward",,130,2022-08-18,12,11,"F",7,2,,,,"4 081822 6 5",0,2022,8,18,"Charter",475934,130,93,9.5,"PURSUIT",
"Seward",,130,2022-08-18,12,12,"F",21,1,23,,,"4 081822 6 6",0,2022,8,18,"Charter",475934,130,118,16.5,"PURSUIT",
"Seward",,130,2022-08-18,12,13,"F",8,2,8,,,"4 081822 7 1",0,2022,8,18,"Private",495934,130,93,,"P2",
"Seward",,130,2022-08-18,12,14,"F",9,2,,,,"4 081822 9 1",0,2022,8,18,"Charter",485935,130,97,,"RELENTLESS",
"Seward",,130,2022-08-18,12,15,"F",11,2,,,,"4 081822 9 2",0,2022,8,18,"Charter",485935,130,95,,"RELENTLESS",
"Seward",,130,2022-08-23,13,1,"F",19,1,21,,,"4 082322 2 1",0,2022,8,23,"Charter",485932,130,116,17.5,"C-HAWK","NO OTOS"
"Seward",,130,2022-08-23,13,2,"F",11,2,11,,,"4 082322 3 1",0,2022,8,23,"Charter",475932,130,102,11.5,"STRIKER","1 oto"
