"PORT","SUB","SPECIES","DATE","PAGE","LINE","SEX","AGE","AGE2","AGECONF","AGEERR","CAS","YEAR","MONTH","DAY","USER","STATAREA","SP","LENGTH","WEIGHT","BOATNAME","COMMENTS"
"Homer",,130,2019-07-21,7,31,"M",17,,,,1,2019,7,21,"Charter",525836,130,89,8,"GAME CHANGER","LINGCOD COLLECTED AT ""FOG POINT"""
"Homer",,130,2019-07-21,7,32,"F",13,,,,1,2019,7,21,"Charter",525836,130,92,7.5,"GAME CHANGER","MAJOR PART OF FIN MISSING - DIFFICULTY FINDING 4TH RAY; LINGCOD COLLECTED AT ""FOG POINT"""
"Homer",,130,2019-07-22,8,1,"F",15,15,,,0,2019,7,22,"Private",515903,130,122,18,"P1",
"Homer",,130,2019-07-22,8,2,"F",9,9,,,0,2019,7,22,"Private",515903,130,91,7.5,"P1",
"Homer",,130,2019-07-25,9,1,"F",17,,,,0,2019,7,25,"Private",515904,130,122,18,"P4",
"Homer",,130,2019-07-26,10,1,"F",9,,,,0,2019,7,26,"Private",515905,130,102,,"P5","FISH FILETED BEFORE IT COULD BE WEIGHED"
"Homer",,130,2019-07-26,10,2,"M",17,,,,0,2019,7,26,"Charter",525836,130,99,,"WEST CAPE","FISH FILETED BEFORE IT COULD BE WEIGHED"
"Homer",,130,2019-07-26,10,3,"F",19,,,,0,2019,7,26,"Charter",525836,130,127,,"WEST CAPE","FISH FILETED BEFORE IT COULD BE WEIGHED"
"Homer",,130,2019-07-26,10,4,"M",20,,,,1,2019,7,26,"Charter",515832,130,102,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,5,"M",20,,,,1,2019,7,26,"Charter",515832,130,97,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,6,"",10,,,,1,2019,7,26,"Charter",515832,130,97,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,7,"M",17,,,,1,2019,7,26,"Charter",515832,130,98,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,8,"F",7,,,,1,2019,7,26,"Charter",515832,130,94,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,9,"",14,,,,1,2019,7,26,"Charter",515832,130,90,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,10,"M",14,14,,,1,2019,7,26,"Charter",515832,130,94,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,11,"F",21,,,,1,2019,7,26,"Charter",515832,130,123,,"KACHEMAK KING",
"Homer",,130,2019-07-26,10,12,"F",6,,,,1,2019,7,26,"Charter",515832,130,90,,"KACHEMAK KING",
"Homer",,130,2019-07-27,11,1,"F",8,,,,0,2019,7,27,"Charter",515905,130,95,8.5,"WEST CAPE",
"Homer",,130,2019-07-30,12,1,"F",7,,,,0,2019,7,30,"Private",515905,130,97,10,"P6",
"Homer",,130,2019-08-01,13,1,"F",7,,,,0,2019,8,1,"Private",505903,130,93,9,"P4",
"Homer",,130,2019-08-11,14,1,"M",15,,,,0,2019,8,11,"Charter",,130,100,,"COLLEGE FUND","FIN MANGLED - DIFFICULTY FINDING 4TH-8TH RAY; FILETED BEFORE IT COULD BE WEIGHED"
"Homer",,130,2019-08-20,15,1,"F",12,,,,0,2019,8,20,"Private",515905,130,,16,"P4","TAIL SEVERED - NO LENGTH"
"Homer",,130,2019-08-25,16,1,"F",13,13,,,0,2019,8,25,"Charter",515903,130,90,,"SHOOTER AGAIN","FISH FILETED BEFORE IT COULD BE WEIGHED"
"Homer",,130,2019-08-25,16,2,"",13,,,,0,2019,8,25,"Charter",515903,130,93,,"SHOOTER AGAIN",
"Homer",,130,2019-08-25,16,3,"F",19,,,,0,2019,8,25,"Charter",515905,130,173,,"ARTEMIS",
"Homer",,130,2019-08-26,17,1,"F",13,,,,0,2019,8,26,"Private",505903,130,106,,"P1","FISH FILETED BEFORE IT COULD BE WEIGHED"
"Kodiak",,130,2019-07-01,1,1,"M",14,14,,,,2019,7,1,"Charter",525733,130,94,8,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,2,"M",5,,,,,2019,7,1,"Charter",525733,130,48,1.4,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,3,"M",,,,,,2019,7,1,"Charter",525733,130,58,2.4,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,4,"M",3,,,,,2019,7,1,"Charter",525733,130,55,2,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,5,"M",3,3,,,,2019,7,1,"Charter",525733,130,52,1.7,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,6,"M",3,,,,,2019,7,1,"Charter",525733,130,52,1.9,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,7,"M",3,,,,,2019,7,1,"Charter",525733,130,49,1.5,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,8,"M",3,,,,,2019,7,1,"Charter",525733,130,49,1.5,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,9,"F",4,,,,,2019,7,1,"Charter",525733,130,56,2.1,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,10,"F",3,3,,,,2019,7,1,"Charter",525733,130,58,2.3,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,11,"F",3,,,,,2019,7,1,"Charter",525733,130,56,2,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,12,"F",3,,,,,2019,7,1,"Charter",525733,130,58,2.3,"VALKYRIE",
"Kodiak",,130,2019-07-01,1,13,"F",2,,,,,2019,7,1,"Charter",525733,130,58,2.2,"VALKYRIE",
"Kodiak",,130,2019-07-04,2,1,"F",5,,,,,2019,7,4,"Private",525731,130,78,5,"P1",
"Kodiak",,130,2019-07-04,2,2,"F",7,7,,,,2019,7,4,"Private",525731,130,97,8,"P1",
"Kodiak",,130,2019-07-04,2,3,"F",9,,,,,2019,7,4,"Private",525731,130,83,5,"P1",
"Kodiak",,130,2019-07-04,2,4,"F",7,,,,,2019,7,4,"Charter",525732,130,90,6.5,"SHEARWATER",
"Kodiak",,130,2019-07-04,2,5,"F",9,,,,,2019,7,4,"Charter",525732,130,95,7,"SHEARWATER",
"Kodiak",,130,2019-07-04,2,6,"F",14,,,,,2019,7,4,"Charter",525732,130,107,11.5,"SHEARWATER",
"Kodiak",,130,2019-07-04,2,7,"F",7,7,,,,2019,7,4,"Charter",525732,130,95,8,"SHEARWATER",
"Kodiak",,130,2019-07-04,2,8,"F",16,,,,,2019,7,4,"Charter",525732,130,120,15,"SHEARWATER",
"Kodiak",,130,2019-07-04,2,9,"F",16,,,,,2019,7,4,"Charter",525732,130,116,15,"SHEARWATER",
"Kodiak",,130,2019-07-05,3,1,"M",5,,,,,2019,7,5,"Private",525733,130,66,,"P3",
"Kodiak",,130,2019-07-05,3,2,"M",13,,,,,2019,7,5,"Private",525733,130,90,,"P3",
"Kodiak",,130,2019-07-05,3,3,"M",,,,,,2019,7,5,"Private",525733,130,52,,"P8",
"Kodiak",,130,2019-07-06,4,1,"M",13,13,,,,2019,7,6,"Charter",525733,130,88,7.5,"REEL FUN",
"Kodiak",,130,2019-07-06,4,2,"M",3,,,,,2019,7,6,"Charter",525733,130,55,,"REEL FUN",
"Kodiak",,130,2019-07-06,4,3,"M",4,,,,,2019,7,6,"Charter",525733,130,52,,"REEL FUN",
"Kodiak",,130,2019-07-09,5,1,"M",3,,,,,2019,7,9,"Private",525733,130,53,,"P3",
"Kodiak",,130,2019-07-09,5,2,"M",3,,,,,2019,7,9,"Private",525733,130,55,,"P3",
"Kodiak",,130,2019-07-13,6,1,"F",5,5,,,,2019,7,13,"Private",525733,130,90,,"P2",
"Kodiak",,130,2019-07-13,6,2,"F",3,,,,,2019,7,13,"Private",525733,130,87,,"P2",
"Kodiak",,130,2019-07-13,6,3,"M",4,,,,,2019,7,13,"Charter",,130,59,,"LUCKY NINE","NEED STAT"
"Kodiak",,130,2019-07-17,7,1,"F",3,,,,,2019,7,17,"Charter",,130,61,2.5,"MOONSHADOW","NEED STAT"
"Kodiak",,130,2019-07-17,7,2,"M",6,,,,,2019,7,17,"Charter",525731,130,69,,"REEL FUN",
"Kodiak",,130,2019-08-07,8,1,"M",17,15,,,,2019,8,7,"Charter",525732,130,94,10.3,"SHEARWATER",
"Kodiak",,130,2019-08-07,8,2,"M",6,,,,,2019,8,7,"Charter",525732,130,71,4.1,"SHEARWATER",
"Kodiak",,130,2019-08-07,8,3,"M",12,,,,,2019,8,7,"Charter",525732,130,89,7.7,"SHEARWATER",
"Kodiak",,130,2019-08-07,8,4,"M",5,,,,,2019,8,7,"Charter",525732,130,81,4.5,"SHEARWATER",
"Kodiak",,130,2019-08-07,8,5,"M",9,,,,,2019,8,7,"Charter",525732,130,77,5.6,"SHEARWATER",
"Kodiak",,130,2019-08-07,8,6,"M",7,7,,,,2019,8,7,"Charter",525732,130,88,7.3,"SHEARWATER",
"Kodiak",,130,2019-08-07,8,7,"M",4,,,,,2019,8,7,"Charter",525732,130,82,5.5,"SHEARWATER",
"Kodiak",,130,2019-08-07,8,8,"M",4,,,,,2019,8,7,"Charter",525733,130,61,2.7,"REEL FUN",
"Kodiak",,130,2019-08-07,8,9,"M",3,,,,,2019,8,7,"Charter",525733,130,55,2.2,"REEL FUN",
"Kodiak",,130,2019-08-07,8,10,"M",7,,,,,2019,8,7,"Charter",525733,130,85,7.9,"REEL FUN",
"Kodiak",,130,2019-08-07,8,11,"F",4,5,,,,2019,8,7,"Charter",525733,130,60,2.5,"REEL FUN",
"Kodiak",,130,2019-08-09,10,1,"M",3,,,,,2019,8,9,"Charter",525733,130,56,,"AURORA",
"Kodiak",,130,2019-08-09,10,2,"F",3,,,,,2019,8,9,"Charter",525733,130,54,,"AURORA",
"Kodiak",,130,2019-08-08,9,1,"M",16,,,,,2019,8,8,"Private",525733,130,95,,"P2","WEIGHT N/A"
"Kodiak",,130,2019-08-08,9,2,"F",5,,,,,2019,8,8,"Private",525733,130,69,,"P1","WEIGHT N/A"
"Kodiak",,130,2019-08-08,9,3,"M",5,5,,,,2019,8,8,"Private",525733,130,74,,"P1","WEIGHT N/A"
"Kodiak",,130,2019-08-08,9,4,"M",5,,,,,2019,8,8,"Private",525733,130,71,,"P1","WEIGHT N/A"
"Kodiak",,130,2019-08-10,11,1,"M",3,,,,,2019,8,10,"Charter",525731,130,61,2.4,"SHEARWATER",
"Kodiak",,130,2019-08-10,11,2,"M",3,,,,,2019,8,10,"Charter",525731,130,56,1.9,"SHEARWATER",
"Kodiak",,130,2019-08-11,12,1,"F",7,,,,,2019,8,11,"Private",525733,130,93,,"P2","WEIGHT N/A"
"Kodiak",,130,2019-08-24,13,1,"M",4,4,,,,2019,8,24,"Private",525733,130,56,,"P3","WEIGHT N/A"
"Kodiak",,130,2019-08-24,13,2,"F",3,,,,,2019,8,24,"Private",525733,130,54,,"P4","WEIGHT N/A"
"Kodiak",,130,2019-08-24,13,3,"F",3,,,,,2019,8,24,"Private",525733,130,60,,"P5","WEIGHT N/A"
"Kodiak",,130,2019-08-24,13,4,"M",3,,,,,2019,8,24,"Private",525733,130,55,,"P5","WEIGHT N/A"
"Kodiak",,130,2019-08-24,13,5,"F",3,,,,,2019,8,24,"Private",525733,130,57,,"P5","WEIGHT N/A"
"Kodiak",,130,2019-08-24,13,6,"M",3,3,,,,2019,8,24,"Private",525733,130,56,,"P5","WEIGHT N/A"
"Kodiak",,130,2019-08-24,13,7,"M",3,,,,,2019,8,24,"Private",525733,130,59,,"P5","WEIGHT N/A"
"Kodiak",,130,2019-08-25,14,1,"M",3,,,,,2019,8,25,"Charter",,130,60,2.2,"OKEAHS TOY","NEED STAT"
"Kodiak",,130,2019-08-25,14,2,"F",8,,,,,2019,8,25,"Charter",,130,83,5,"OKEAHS TOY","NEED STAT"
"Kodiak",,130,2019-08-25,14,3,"F",7,,,,,2019,8,25,"Charter",,130,95,7.5,"OKEAHS TOY","NEED STAT"
"Kodiak",,130,2019-08-25,14,4,"F",3,3,,,,2019,8,25,"Charter",,130,63,2.4,"OKEAHS TOY","NEED STAT"
"Kodiak",,130,2019-08-31,15,1,"M",4,,,,,2019,8,31,"Private",525733,130,75,,"P1","WEIGHT N/A"
"Kodiak",,130,2019-08-31,15,2,"M",4,,,,,2019,8,31,"Private",525733,130,70,,"P1","WEIGHT N/A"
"Kodiak",,130,2019-08-31,15,3,"M",14,,,,,2019,8,31,"Private",515730,130,84,,"P3","WEIGHT N/A"
"Seward",,130,2019-07-01,1,1,"F",16,,,,0,2019,7,1,"Charter",485931,130,119,15.5,"ARCTIC CAT",
"Seward",,130,2019-07-01,1,2,"F",17,,,,0,2019,7,1,"Charter",485931,130,122,16.5,"ARCTIC CAT",
"Seward",,130,2019-07-01,1,3,"F",16,,,,0,2019,7,1,"Charter",485931,130,118,19.5,"ARCTIC CAT",
"Seward",,130,2019-07-01,1,4,"F",15,,,,0,2019,7,1,"Charter",485931,130,114,14,"ARCTIC CAT",
"Seward",,130,2019-07-01,1,5,"M",16,,,,0,2019,7,1,"Charter",475934,130,90,8.5,"TAIL WATCHER",
"Seward",,130,2019-07-01,1,6,"M",15,15,,,0,2019,7,1,"Charter",475934,130,91,7,"TAIL WATCHER",
"Seward",,130,2019-07-01,1,7,"F",12,,,,0,2019,7,1,"Charter",475934,130,106,12.5,"TAIL WATCHER",
"Seward",,130,2019-07-01,1,8,"F",7,7,,,0,2019,7,1,"Charter",485931,130,92,7.5,"MISS CONDUCT",
"Seward",,130,2019-07-01,1,9,"F",18,18,,,0,2019,7,1,"Charter",485931,130,117,,"MISS CONDUCT",
"Seward",,130,2019-07-01,1,10,"F",8,,,,0,2019,7,1,"Charter",485931,130,92,8,"MISS CONDUCT",
"Seward",,130,2019-07-01,1,11,"F",12,,,,0,2019,7,1,"Charter",485931,130,105,12,"MISS CONDUCT",
"Seward",,130,2019-07-01,1,12,"F",15,,,,0,2019,7,1,"Charter",485931,130,117,15,"MISS CONDUCT",
"Seward",,130,2019-07-01,1,13,"",18,,,,0,2019,7,1,"Charter",485931,130,94,8,"MISS CONDUCT",
"Seward",,130,2019-07-07,2,1,"F",24,,,,0,2019,7,7,"Charter",485934,130,117,18,"PROFISH",
"Seward",,130,2019-07-07,2,2,"F",7,,,,0,2019,7,7,"Charter",495934,130,93,8,"NAUTI-GIRL",
"Seward",,130,2019-07-07,2,3,"F",13,,,,0,2019,7,7,"Charter",485931,130,112,,"RELENTLESS",
"Seward",,130,2019-07-07,2,4,"F",16,,,,0,2019,7,7,"Charter",475931,130,110,13,"INTERCEPTOR",
"Seward",,130,2019-07-07,2,5,"F",15,,,,0,2019,7,7,"Charter",475931,130,110,14,"INTERCEPTOR",
"Seward",,130,2019-07-07,2,6,"F",15,,,,0,2019,7,7,"Charter",485931,130,112,14,"PURSUIT",
"Seward",,130,2019-07-07,2,7,"F",16,,,,0,2019,7,7,"Charter",485931,130,114,15,"PURSUIT",
"Seward",,130,2019-07-12,3,1,"F",7,7,,,0,2019,7,12,"Private",495932,130,91,8,"P1",
"Seward",,130,2019-07-12,3,2,"F",15,15,,,0,2019,7,12,"Private",475934,130,116,17,"P5",
"Seward",,130,2019-07-12,3,3,"F",15,,,,0,2019,7,12,"Private",475934,130,120,15.5,"P5",
"Seward",,130,2019-07-12,3,4,"F",19,19,,,0,2019,7,12,"Charter",495902,130,116,19,"GUSTO",
"Seward",,130,2019-07-12,3,5,"F",8,,,,0,2019,7,12,"Charter",495902,130,88,8,"GUSTO",
"Seward",,130,2019-07-13,4,1,"M",15,,,,0,2019,7,13,"Private",475933,130,98,9.5,"P1",
"Seward",,130,2019-07-13,4,2,"F",17,,,,0,2019,7,13,"Private",485933,130,111,12,"P6",
"Seward",,130,2019-07-14,5,1,"F",18,,,,0,2019,7,14,"Charter",495936,130,118,18.5,"VADER",
"Seward",,130,2019-07-14,5,2,"F",14,,,,0,2019,7,14,"Charter",495936,130,110,15.5,"VADER",
"Seward",,130,2019-07-14,5,3,"F",20,,,,0,2019,7,14,"Charter",475932,130,121,,"PREDATOR",
"Seward",,130,2019-07-14,5,4,"F",12,,,,0,2019,7,14,"Charter",475932,130,105,,"PREDATOR",
"Seward",,130,2019-07-14,5,5,"F",12,,,,0,2019,7,14,"Charter",475932,130,102,,"PREDATOR",
"Seward",,130,2019-07-14,5,6,"F",20,,,,0,2019,7,14,"Charter",475932,130,121,,"PREDATOR",
"Seward",,130,2019-07-14,5,7,"F",9,9,,,0,2019,7,14,"Charter",475932,130,92,,"PREDATOR",
"Seward",,130,2019-07-14,5,8,"F",19,,,,0,2019,7,14,"Charter",475932,130,129,,"PREDATOR",
"Seward",,130,2019-07-14,5,9,"F",18,,,,0,2019,7,14,"Charter",475932,130,114,,"PREDATOR",
"Seward",,130,2019-07-14,5,10,"F",18,,,,0,2019,7,14,"Charter",475932,130,119,,"PREDATOR",
