"YEAR","PORT","MONTH","DAY","SUB","SP","SPECIES","DATE","PAGE","LINE","SAMPLEID","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","CAS","USER","BOATNAME","STATAREA","COMMENTS"
2024,"Homer",8,16,,130,130,2024-08-16,6,3,,"M",77,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,4,,"M",81,,11,10,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,5,,"M",101,,19,,2,,0,"Charter","CASINO","525834","1 OTO"
2024,"Homer",8,16,,130,130,2024-08-16,6,6,,"F",92,7,8,,2,,0,"Charter","CASINO","525834","1 OTO"
2024,"Homer",8,16,,130,130,2024-08-16,6,7,,"F",93,,8,8,2,,0,"Charter","CASINO","525834","1 OTO"
2024,"Homer",8,16,,130,130,2024-08-16,6,8,,"F",91,7,8,,2,,0,"Charter","CASINO","525834","1 OTO"
2024,"Homer",8,16,,130,130,2024-08-16,6,9,,"F",86,6.5,9,,2,,0,"Charter","CASINO","525834","1 OTO"
2024,"Homer",8,16,,130,130,2024-08-16,6,10,,"F",95,8.5,8,8,2,,0,"Charter","CASINO","525834","1 OTO"
2024,"Homer",8,16,,130,130,2024-08-16,6,11,,"F",99,8.5,9,9,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,12,,"F",93,8.5,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,13,,"F",98,8,9,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,14,,"F",95,8.5,8,8,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,15,,"F",95,7,9,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,16,,"F",99,,19,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,17,,"F",103,,11,11,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,18,,"F",99,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,19,,"F",84,5.5,6,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,20,,"F",91,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,21,,"F",97,8.5,9,9,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,22,,"F",90,6.5,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,23,,"F",92,7,9,9,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,24,,"F",98,8.5,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,25,,"F",93,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,16,,130,130,2024-08-16,6,26,,"F",97,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,1,,"",89,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,2,,"M",87,7,12,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,3,,"M",89,7,10,,2,,0,"Charter","CASINO","525834","no otos"
2024,"Homer",8,26,,130,130,2024-08-26,7,4,,"M",78,,9,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,5,,"M",92,8,12,12,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,6,,"M",98,,12,,2,,0,"Charter","CASINO","525834","no otos"
2024,"Homer",8,26,,130,130,2024-08-26,7,7,,"M",92,7.5,10,10,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,8,,"M",89,,10,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,9,,"M",97,9.5,,,,,0,"Charter","CASINO","525834","1 oto, illegible"
2024,"Homer",8,26,,130,130,2024-08-26,7,10,,"M",79,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,11,,"M",78,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,12,,"M",77,4.5,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,13,,"M",95,10.5,19,,1,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,14,,"M",94,10,19,,1,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,15,,"M",79,,8,8,2,,0,"Charter","CASINO","525834","1 OTO"
2024,"Homer",8,26,,130,130,2024-08-26,7,16,,"F",85,,9,,2,,0,"Charter","CASINO","525834","2 OTO"
2024,"Homer",8,26,,130,130,2024-08-26,7,17,,"F",95,8.5,9,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,18,,"F",95,,9,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,19,,"F",,,8,,2,,0,"Charter","CASINO","525834","Length recorded as 1. Length was deleted -CWM"
2024,"Homer",8,26,,130,130,2024-08-26,7,20,,"F",92,8,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,21,,"F",88,6.5,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,22,,"F",87,6,7,7,2,,0,"Charter","CASINO","525834","1 BROKEN OTO"
2024,"Homer",8,26,,130,130,2024-08-26,7,23,,"F",92,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,24,,"F",127,16.5,20,,1,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,25,,"F",88,5.5,7,,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,26,,"F",114,16.5,13,13,2,,0,"Charter","CASINO","525834",
2024,"Homer",8,26,,130,130,2024-08-26,7,27,,"F",90,,8,,2,,0,"Charter","CASINO","525834",
2024,"Homer",7,5,,130,130,2024-07-05,8,1,,"",102,,8,,2,,0,"Private","P3","525901","no otos - not entered into AWL during season"
2024,"Homer",7,5,,130,130,2024-07-05,8,2,,"",137,22,19,,2,,0,"Private","P3","525901","BROKEN OTO - not entered into AWL during season"
2024,"Kodiak",7,3,,130,130,2024-07-03,1,1,,"F",89,,7,,2,,0,"Private","P2","525733","one oto"
2024,"Kodiak",7,3,,130,130,2024-07-03,1,2,,"M",84,,9,,2,,0,"Private","P2","525733","one oto"
2024,"Kodiak",7,3,,130,130,2024-07-03,1,3,,"F",93,,8,,2,,0,"Private","P2","525733","one oto"
2024,"Kodiak",7,3,,130,130,2024-07-03,1,4,,"M",80,,8,,2,,0,"Private","P2","525733",
2024,"Kodiak",7,3,,130,130,2024-07-03,1,5,,"F",99,,8,,2,,0,"Private","P2","525733","one oto"
2024,"Kodiak",7,3,,130,130,2024-07-03,1,6,,"F",88,,19,,1,,0,"Private","P2","525733",
2024,"Kodiak",7,4,,130,130,2024-07-04,2,1,,"F",94,,8,,2,,0,"Private","P3","525733","one oto"
2024,"Kodiak",7,4,,130,130,2024-07-04,2,2,,"M",96,,8,,2,,0,"Private","P3","525733","one oto"
2024,"Kodiak",7,4,,130,130,2024-07-04,2,3,,"M",89,,8,,2,,0,"Private","P3","525733",
2024,"Kodiak",7,4,,130,130,2024-07-04,2,4,,"F",80,,8,,2,,0,"Private","P3","525733","one oto"
2024,"Kodiak",7,4,,130,130,2024-07-04,2,5,,"M",69,,8,,2,,0,"Private","P10","525733",
2024,"Kodiak",7,4,,130,130,2024-07-04,2,6,,"M",77,,8,,2,,0,"Private","P10","525733",
2024,"Kodiak",7,4,,130,130,2024-07-04,2,7,,"M",91,,11,,2,,0,"Private","P10","525733","one oto"
2024,"Kodiak",7,4,,130,130,2024-07-04,2,8,,"M",68,,6,,2,,0,"Private","P10","525733",
2024,"Kodiak",7,4,,130,130,2024-07-04,2,9,,"M",60,,4,,2,,0,"Private","P10","525733","one oto"
2024,"Kodiak",7,7,,130,130,2024-07-07,3,1,,"F",79,,10,,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,2,,"F",91,,8,8,2,,0,"Private","P1","525805","broke oto"
2024,"Kodiak",7,7,,130,130,2024-07-07,3,3,,"M",79,,8,,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,4,,"M",76,,8,,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,5,,"M",79,,8,8,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,6,,"F",87,,7,9,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,7,,"F",90,,8,,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,8,,"F",90,,8,8,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,9,,"M",71,,8,,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,10,,"F",88,,9,,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,11,,"F",85,,8,,2,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,12,,"F",89,,8,,1,,0,"Private","P1","525805",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,13,,"F",101,,10,,2,,0,"Private","P3","525733",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,14,,"F",70,,8,8,2,,0,"Private","P3","525733",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,15,,"F",91,,8,,2,,0,"Private","P3","525733",
2024,"Kodiak",7,7,,130,130,2024-07-07,3,16,,"F",89,,8,8,2,,0,"Private","P3","525733",
2024,"Kodiak",7,8,,130,130,2024-07-08,4,1,,"F",84,,6,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,8,,130,130,2024-07-08,4,2,,"F",109,,13,,2,,0,"Private","P5","525733",
2024,"Kodiak",7,10,,130,130,2024-07-10,5,1,,"M",,,8,,2,,0,"Private","P2","525733","Missing head and tail, no otos or length"
2024,"Kodiak",7,11,,130,130,2024-07-11,6,1,,"M",73,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,11,,130,130,2024-07-11,6,2,,"F",99,,7,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,11,,130,130,2024-07-11,6,3,,"M",79,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,11,,130,130,2024-07-11,6,4,,"M",94,,11,11,2,,0,"Private","P1","525733",
2024,"Kodiak",7,11,,130,130,2024-07-11,6,5,,"F",101,,10,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,11,,130,130,2024-07-11,6,6,,"F",110,,10,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,1,,"F",94,,8,8,1,,0,"Private","P1","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,2,,"F",91,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,3,,"F",120,,19,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,4,,"F",92,,9,9,2,,0,"Private","P2","525733","one oto"
2024,"Kodiak",7,15,,130,130,2024-07-15,7,5,,"F",94,,8,8,2,,0,"Private","P2","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,6,,"F",94,,8,,2,,0,"Private","P2","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,7,,"F",76,,7,,2,,0,"Private","P2","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,8,,"F",98,,8,,2,,0,"Private","P2","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,9,,"F",97,,8,,2,,0,"Private","P2","525733",
2024,"Kodiak",7,15,,130,130,2024-07-15,7,10,,"M",76,,7,,2,,0,"Private","P3","525731",
2024,"Kodiak",7,18,,130,130,2024-07-18,8,1,,"M",59,,4,4,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,1,,"F",96,,9,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,2,,"M",79,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,3,,"M",72,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,4,,"F",91,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,5,,"F",91,,8,8,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,6,,"M",73,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,7,,"M",74,,8,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,19,,130,130,2024-07-19,9,8,,"M",74,,7,,2,,0,"Private","P1","525733",
2024,"Kodiak",7,21,,130,130,2024-07-21,10,1,,"F",91,,8,,2,,0,"Private","P4","525733",
2024,"Kodiak",7,21,,130,130,2024-07-21,10,2,,"M",69,,7,,2,,0,"Private","P4","525733",
2024,"Kodiak",7,21,,130,130,2024-07-21,10,3,,"F",93,,11,8,1,,0,"Private","P4","525733",
2024,"Kodiak",7,21,,130,130,2024-07-21,10,4,,"M",76,,8,,2,,0,"Private","P4","525733","one oto"
2024,"Kodiak",7,23,,130,130,2024-07-23,11,1,,"M",73,,6,,2,,0,"Private","P6","525733","one oto"
2024,"Kodiak",7,23,,130,130,2024-07-23,11,2,,"M",84,,9,,1,,0,"Private","P6","525733",
2024,"Kodiak",7,27,,130,130,2024-07-27,12,1,,"F",90,,8,,2,,0,"Private","P2","525733",
2024,"Kodiak",7,27,,130,130,2024-07-27,12,2,,"M",76,,8,,2,,0,"Private","P2","525733",
2024,"Kodiak",7,27,,130,130,2024-07-27,12,3,,"M",68,,,,,,0,"Private","P2","525733","Posterior fin rays unavailable"
2024,"Kodiak",7,27,,130,130,2024-07-27,12,4,,"M",67,,6,,2,,0,"Private","P4","525733","one oto"
2024,"Kodiak",7,27,,130,130,2024-07-27,12,5,,"F",79,,8,8,2,,0,"Private","P4","525733",
2024,"Kodiak",8,1,,130,130,2024-08-01,13,1,,"M",69,,8,,2,,0,"Private","P2","525733",
2024,"Kodiak",8,1,,130,130,2024-08-01,13,2,,"M",73,,8,,2,,0,"Private","P3","525733",
2024,"Kodiak",8,1,,130,130,2024-08-01,13,3,,"M",80,,10,,2,,0,"Private","P3","525733","one oto"
2024,"Kodiak",8,1,,130,130,2024-08-01,13,4,,"M",74,,8,,2,,0,"Private","P3","525733",
2024,"Kodiak",8,1,,130,130,2024-08-01,13,5,,"M",71,,6,6,2,,0,"Private","P3","525733",
2024,"Kodiak",8,1,,130,130,2024-08-01,13,6,,"M",78,,7,,2,,0,"Private","P3","525733","one oto"
2024,"Kodiak",8,1,,130,130,2024-08-01,13,7,,"M",80,,8,,2,,0,"Private","P3","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,1,,"M",75,5,9,,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,2,,"F",81,5,8,,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,3,,"M",72,3.5,8,,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,4,,"F",80,5,7,,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,5,,"M",78,4.8,8,,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,6,,"F",103,12,12,,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,7,,"M",78,6,8,,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,8,,"F",96,7,8,8,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,9,,"M",72,4,8,8,2,,0,"Charter","LANA J","525733",
2024,"Kodiak",8,7,,130,130,2024-08-07,14,10,,"M",83,5,8,,2,,0,"Charter","LANA J","525733","One oto"
2024,"Kodiak",8,7,,130,130,2024-08-07,14,11,,"F",86,6,8,,2,,0,"Charter","LANA J","525733","no otos"
2024,"Kodiak",8,7,,130,130,2024-08-07,14,12,,"F",82,4.5,9,,2,,0,"Charter","LANA J","525733","no otos"
2024,"Kodiak",8,7,,130,130,2024-08-07,14,13,,"M",84,5.5,8,,2,,0,"Charter","LANA J","525733","no otos"
2024,"Kodiak",8,7,,130,130,2024-08-07,14,14,,"F",89,6.5,8,8,2,,0,"Charter","LANA J","525733","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,1,,"F",84,7,8,,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,2,,"F",87,7.5,8,,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,3,,"F",98,9,12,12,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,4,,"M",77,5,8,,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,5,,"F",88,8,7,,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,6,,"M",69,3,8,8,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,7,,"M",79,5,8,,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,8,,130,130,2024-08-08,15,8,,"F",82,5,8,,2,,0,"Charter","SHEARWATER","525732","no otos"
2024,"Kodiak",8,13,,130,130,2024-08-13,16,1,,"F",90,6,9,,2,,0,"Charter","U-RASCAL","525733","no otos"
2024,"Kodiak",8,21,,130,130,2024-08-21,17,1,,"F",81,5.5,8,,2,,0,"Charter","MOONLIGHT",,"One oto"
2024,"Seward",7,2,,130,130,2024-07-02,1,1,"4 070224 1 1","F",112,16,19,20,1,,0,"Charter","PROFISH","485902","1  OTO"
2024,"Seward",7,2,,130,130,2024-07-02,1,2,"4 070224 1 2","F",115,,15,19,1,,0,"Charter","PROFISH","485902","NO OTOS"
2024,"Seward",7,2,,130,130,2024-07-02,1,3,"4 070224 1 3","F",93,8.5,7,,2,,0,"Charter","PROFISH","485902","1 OTO"
2024,"Seward",7,2,,130,130,2024-07-02,1,4,"4 070224 1 4","F",99,9.5,8,,2,,0,"Charter","PROFISH","485902","NO OTOS"
2024,"Seward",7,2,,130,130,2024-07-02,1,5,"4 070224 3 15","F",114,,19,21,1,,0,"Charter","RENEGADE","485933",
2024,"Seward",7,2,,130,130,2024-07-02,1,6,"4 070224 4 1","F",107,,12,,2,,0,"Charter","KEEP IT REEL","495932",
2024,"Seward",7,2,,130,130,2024-07-02,1,7,"4 070224 5 13","F",99,,9,,2,,1,"Charter","GRANDE SLAM","475933",
2024,"Seward",7,2,,130,130,2024-07-02,1,8,"4 070224 5 14","F",98,,9,,2,,1,"Charter","GRANDE SLAM","475933",
2024,"Seward",7,2,,130,130,2024-07-02,1,9,"4 070224 5 15","F",100,,9,,2,,1,"Charter","GRANDE SLAM","475933",
2024,"Seward",7,2,,130,130,2024-07-02,1,10,"4 070224 5 16","F",92,,8,,2,,1,"Charter","GRANDE SLAM","475933",
2024,"Seward",7,2,,130,130,2024-07-02,1,11,"4 070224 5 17","F",89,,10,,2,,1,"Charter","GRANDE SLAM","475933",
2024,"Seward",7,2,,130,130,2024-07-02,1,12,"4 070224 5 18","F",93,,8,,2,,1,"Charter","GRANDE SLAM","475933","1 OTO"
2024,"Seward",7,2,,130,130,2024-07-02,1,13,"4 070224 6 1","F",86,6.5,9,,2,,0,"Private","P2","495932",
2024,"Seward",7,2,,130,130,2024-07-02,1,14,"4 070224 6 2","F",89,10,10,,2,,0,"Private","P2","495932",
2024,"Seward",7,2,,130,130,2024-07-02,1,15,"4 070224 6 3","F",90,7.5,7,7,2,,0,"Private","P2","495932",
2024,"Seward",7,2,,130,130,2024-07-02,1,16,"4 070224 6 4","F",92,7.5,12,,2,,0,"Private","P2","495932",
2024,"Seward",7,2,,130,130,2024-07-02,1,17,"4 070224 6 5","F",90,7.5,11,,2,,0,"Private","P2","495932",
2024,"Seward",7,2,,130,130,2024-07-02,1,18,"4 070224 6 6","F",86,7,6,,2,,0,"Private","P2","495932","1 OTO"
2024,"Seward",7,3,,130,130,2024-07-03,2,1,"4 070324 3 1","F",99,,10,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,2,"4 070324 3 2","F",90,,11,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,3,"4 070324 3 3","F",98,,9,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,4,"4 070324 3 4","F",99,,10,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,5,"4 070324 3 5","F",96,,9,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,6,"4 070324 3 6","F",94,,8,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,7,"4 070324 3 7","F",95,,8,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,8,"4 070324 3 8","F",92,,10,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,9,"4 070324 3 9","F",94,,11,11,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,10,"4 070324 3 10","F",118,,19,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,11,"4 070324 3 11","F",89,,12,,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,12,"4 070324 3 12","F",90,,8,8,2,,1,"Charter","TAILWATCHER","475934",
2024,"Seward",7,3,,130,130,2024-07-03,2,13,"4 070324 3 13","F",110,,18,,1,,1,"Charter","TAILWATCHER","475934","1 OTO"
2024,"Seward",7,3,,130,130,2024-07-03,2,14,"4 070324 5 1","F",103,11,11,,2,,0,"Private","P4","505909","1 OTO"
2024,"Seward",7,3,,130,130,2024-07-03,2,15,"4 070324 5 2","F",102,11,12,,2,,0,"Private","P4","505909",
