"","AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","STATAREA","PORT","USER"
"24",17,754,2005,7,19,8,5,130,"M",93,NA,12,NA,NA,525733,"Kodiak","Private"
"25",17,754,2005,7,23,9,1,130,"M",77,4.5,6,NA,NA,525733,"Kodiak","Charter"
"26",17,754,2005,7,23,9,2,130,"F",100,10.5,9,NA,NA,525733,"Kodiak","Charter"
"27",17,754,2005,7,23,9,3,130,"M",91,7.5,16,NA,NA,525733,"Kodiak","Charter"
"28",17,754,2005,7,23,9,4,130,"M",93,9,12,12,NA,525733,"Kodiak","Charter"
"29",17,754,2005,7,23,9,5,130,"M",77,4.5,7,NA,NA,525733,"Kodiak","Charter"
"30",17,754,2005,7,23,9,6,130,"M",80,5.5,8,NA,NA,525733,"Kodiak","Charter"
"31",17,754,2005,7,23,9,7,130,"M",85,6,10,NA,NA,525733,"Kodiak","Charter"
"32",17,754,2005,7,23,9,8,130,"F",128,19,21,NA,NA,525733,"Kodiak","Charter"
"33",17,754,2005,7,23,9,9,130,"F",123,NA,22,NA,NA,525733,"Kodiak","Charter"
"34",17,754,2005,7,23,9,10,130,"F",120,17,16,NA,NA,525733,"Kodiak","Charter"
"35",17,754,2005,7,23,9,11,130,"M",99,9.5,16,NA,NA,525733,"Kodiak","Charter"
"36",17,754,2005,7,23,9,12,130,"M",97,10.5,11,NA,NA,525733,"Kodiak","Charter"
"37",17,754,2005,7,24,10,1,130,"F",83,5,7,6,NA,NA,"Kodiak","Charter"
"38",17,754,2005,7,24,10,2,130,"M",84,6.5,8,NA,NA,NA,"Kodiak","Charter"
"39",17,754,2005,7,28,11,1,130,"F",116,17,19,NA,NA,525733,"Kodiak","Charter"
"40",17,754,2005,7,28,11,2,130,"M",80,5,8,NA,NA,525733,"Kodiak","Charter"
"41",17,754,2005,7,28,11,3,130,"M",81,6,7,NA,NA,525733,"Kodiak","Charter"
"42",17,754,2005,7,30,12,1,130,"F",125,20,16,NA,NA,525733,"Kodiak","Private"
"43",17,754,2005,7,30,12,2,130,"M",79,4.5,7,NA,NA,525733,"Kodiak","Charter"
"44",17,754,2005,7,31,13,1,130,"M",95,10,16,NA,NA,525733,"Kodiak","Private"
"45",17,754,2005,8,1,14,1,130,"F",129,NA,21,NA,NA,525733,"Kodiak","Charter"
"46",17,754,2005,8,1,14,2,130,"F",122,NA,16,16,NA,525733,"Kodiak","Charter"
"47",17,754,2005,8,1,14,3,130,"F",122,NA,21,NA,NA,525733,"Kodiak","Charter"
"48",17,754,2005,8,1,14,4,130,"F",117,NA,17,NA,NA,525733,"Kodiak","Charter"
"49",17,754,2005,8,1,14,5,130,"F",130,NA,20,NA,NA,525733,"Kodiak","Charter"
"50",17,754,2005,8,1,14,6,130,"F",93,NA,7,NA,NA,525733,"Kodiak","Charter"
"51",17,754,2005,8,1,14,7,130,"F",67,NA,4,NA,NA,525733,"Kodiak","Charter"
"52",17,754,2005,8,1,14,8,130,"F",123,NA,20,NA,NA,525733,"Kodiak","Charter"
"53",17,754,2005,8,1,14,9,130,"M",99,NA,19,NA,NA,525733,"Kodiak","Charter"
"54",17,754,2005,8,1,14,10,130,"F",120,NA,16,NA,NA,525733,"Kodiak","Charter"
"55",17,754,2005,8,1,14,11,130,"M",81,NA,NA,NA,NA,525733,"Kodiak","Private"
"56",17,754,2005,8,4,15,1,130,"F",117,NA,13,14,NA,525733,"Kodiak","Charter"
"57",17,754,2005,8,4,15,2,130,"F",124,NA,20,NA,NA,525733,"Kodiak","Charter"
"58",17,754,2005,8,4,15,3,130,"M",96,NA,18,NA,NA,525733,"Kodiak","Charter"
"59",17,754,2005,8,4,15,4,130,"F",118,NA,13,NA,NA,525733,"Kodiak","Charter"
"60",17,754,2005,8,4,15,5,130,"F",125,NA,16,NA,NA,525733,"Kodiak","Charter"
"61",17,754,2005,8,4,15,6,130,"F",97,NA,8,NA,NA,525733,"Kodiak","Charter"
"62",17,754,2005,8,4,15,7,130,"F",121,NA,17,NA,NA,525733,"Kodiak","Charter"
"63",17,754,2005,8,4,15,8,130,"F",129,NA,22,NA,NA,525733,"Kodiak","Charter"
"64",17,754,2005,8,4,15,9,130,"M",104,NA,19,19,NA,525733,"Kodiak","Charter"
"65",17,754,2005,8,4,15,10,130,"F",134,NA,22,NA,NA,525733,"Kodiak","Charter"
"66",17,754,2005,8,4,15,11,130,"F",110,NA,18,NA,NA,525733,"Kodiak","Charter"
"67",17,754,2005,8,4,15,12,130,"M",91,NA,NA,NA,NA,525733,"Kodiak","Charter"
"68",17,754,2005,8,4,15,13,130,"",NA,NA,NA,NA,NA,525733,"Kodiak","Charter"
"69",17,754,2005,8,6,16,1,130,"M",96,10.5,16,NA,NA,525733,"Kodiak","Private"
"70",17,754,2005,8,6,16,2,130,"F",136,NA,23,NA,NA,525733,"Kodiak","Charter"
"71",17,754,2005,8,6,16,3,130,"F",118,NA,13,NA,NA,525733,"Kodiak","Charter"
"72",17,754,2005,8,6,16,4,130,"F",130,NA,20,NA,NA,525733,"Kodiak","Charter"
"73",17,754,2005,8,6,16,5,130,"F",134,NA,22,24,NA,525733,"Kodiak","Charter"
"74",17,754,2005,8,6,16,6,130,"M",98,NA,17,NA,NA,525733,"Kodiak","Charter"
"75",17,754,2005,8,6,16,7,130,"F",123,NA,16,NA,NA,525733,"Kodiak","Charter"
"76",17,754,2005,8,6,16,8,130,"M",95,NA,16,NA,NA,525733,"Kodiak","Charter"
"77",17,754,2005,8,6,16,9,130,"M",109,NA,20,NA,NA,525733,"Kodiak","Charter"
"78",17,754,2005,8,10,17,1,130,"M",99,NA,20,NA,NA,525733,"Kodiak","Charter"
"79",17,754,2005,8,10,17,2,130,"F",121,NA,16,NA,NA,525733,"Kodiak","Charter"
"80",17,754,2005,8,10,17,3,130,"F",109,NA,12,NA,NA,525733,"Kodiak","Charter"
"81",17,754,2005,8,10,17,4,130,"F",115,NA,17,NA,NA,525733,"Kodiak","Charter"
"82",17,754,2005,8,10,17,5,130,"F",120,NA,16,16,NA,525733,"Kodiak","Charter"
"83",17,754,2005,8,10,17,6,130,"F",120,NA,22,NA,NA,525733,"Kodiak","Charter"
"84",17,754,2005,8,10,17,7,130,"M",99,NA,19,NA,NA,525733,"Kodiak","Charter"
"85",17,754,2005,8,10,17,8,130,"F",124,NA,17,NA,NA,525733,"Kodiak","Charter"
"86",17,754,2005,8,10,17,9,130,"M",100,NA,20,NA,NA,525733,"Kodiak","Charter"
"87",17,754,2005,8,10,17,10,130,"F",127,NA,20,NA,NA,525733,"Kodiak","Charter"
"88",17,754,2005,8,10,17,11,130,"F",125,NA,22,NA,NA,525733,"Kodiak","Charter"
"89",17,754,2005,8,10,17,12,130,"M",103,NA,17,NA,NA,525733,"Kodiak","Charter"
"90",17,754,2005,8,10,17,13,130,"M",100,NA,19,NA,NA,525733,"Kodiak","Charter"
"91",17,754,2005,8,10,17,14,130,"F",94,NA,7,6,NA,525733,"Kodiak","Charter"
"92",17,754,2005,8,18,18,1,130,"M",76,NA,5,NA,NA,525733,"Kodiak","Private"
"93",17,754,2005,8,18,18,2,130,"M",92,NA,12,NA,NA,525733,"Kodiak","Charter"
"94",17,754,2005,8,18,18,3,130,"F",124,NA,16,NA,NA,525733,"Kodiak","Charter"
"95",17,754,2005,8,18,18,4,130,"M",98,NA,17,NA,NA,525733,"Kodiak","Charter"
"96",17,754,2005,8,18,18,5,130,"F",112,NA,11,NA,NA,525733,"Kodiak","Charter"
"97",17,754,2005,8,18,18,6,130,"F",122,NA,22,NA,NA,525733,"Kodiak","Charter"
"98",17,754,2005,8,18,18,7,130,"F",137,NA,17,NA,NA,525733,"Kodiak","Charter"
"99",17,754,2005,8,18,18,8,130,"M",104,NA,20,NA,NA,525733,"Kodiak","Charter"
"100",17,754,2005,8,18,18,9,130,"M",97,NA,10,11,NA,525733,"Kodiak","Charter"
"101",17,754,2005,8,19,19,1,130,"F",122,NA,19,NA,NA,525733,"Kodiak","Charter"
"102",17,754,2005,8,19,19,2,130,"F",103,NA,11,NA,NA,525733,"Kodiak","Charter"
"103",17,754,2005,8,19,19,3,130,"F",118,NA,15,NA,NA,525733,"Kodiak","Charter"
"104",17,754,2005,8,22,20,1,130,"M",100,NA,16,NA,NA,525731,"Kodiak","Charter"
"105",17,754,2005,8,22,20,2,130,"F",128,NA,20,NA,NA,525731,"Kodiak","Charter"
"106",17,754,2005,8,28,21,1,130,"M",78,5.5,7,NA,NA,525733,"Kodiak","Private"
"107",17,754,2005,8,28,21,2,130,"F",67,3,4,NA,NA,525733,"Kodiak","Charter"
"108",17,754,2005,8,29,22,1,130,"M",103,10,16,NA,NA,525733,"Kodiak","Charter"
"109",17,754,2005,8,29,22,2,130,"M",96,12,23,24,NA,525733,"Kodiak","Charter"
"110",17,754,2005,8,29,22,3,130,"M",89,9.5,21,NA,NA,525733,"Kodiak","Charter"
"111",17,754,2005,8,30,23,1,130,"F",67,NA,6,NA,NA,525733,"Kodiak","Private"
"112",17,754,2005,9,4,24,1,130,"M",77,NA,7,NA,NA,525733,"Kodiak","Private"
"113",17,754,2005,9,4,24,2,130,"M",94,NA,11,NA,NA,525733,"Kodiak","Private"
"114",17,754,2005,9,5,25,1,130,"M",65,3,5,NA,NA,525733,"Kodiak","Charter"
"115",17,754,2005,9,5,25,2,130,"M",94,8,12,NA,NA,525733,"Kodiak","Charter"
"116",17,754,2005,9,5,25,3,130,"F",89,8,9,NA,NA,525733,"Kodiak","Charter"
"117",17,754,2005,9,5,25,4,130,"F",121,NA,21,NA,NA,525733,"Kodiak","Charter"
"118",17,754,2005,9,5,25,5,130,"F",126,NA,22,21,NA,525733,"Kodiak","Charter"
"119",17,754,2005,9,5,25,6,130,"F",103,12,10,NA,NA,525733,"Kodiak","Charter"
"120",17,754,2005,9,5,25,7,130,"M",98,11,19,NA,NA,525733,"Kodiak","Charter"
"121",17,754,2005,9,5,25,8,130,"M",93,7.5,12,NA,NA,525733,"Kodiak","Charter"
"122",17,754,2005,9,5,25,9,130,"F",128,NA,19,NA,NA,525733,"Kodiak","Charter"
"123",17,754,2005,9,5,25,10,130,"F",122,NA,22,NA,NA,525733,"Kodiak","Charter"
"124",17,754,2005,9,7,26,1,130,"M",86,6.5,8,NA,NA,525702,"Kodiak","Charter"
"125",161,3,2005,7,1,1,1,130,"F",132,NA,19,19,NA,515905,"Homer","Charter"
"126",161,3,2005,7,1,1,2,130,"F",117,18.5,NA,NA,NA,515905,"Homer","Charter"
"127",161,3,2005,7,1,1,3,130,"F",123,17.5,21,NA,NA,515905,"Homer","Charter"
"128",161,3,2005,7,1,1,4,130,"F",122,NA,15,NA,NA,515905,"Homer","Charter"
"129",161,3,2005,7,1,1,5,130,"F",117,NA,12,NA,NA,515905,"Homer","Charter"
"130",161,3,2005,7,1,1,6,130,"F",133,NA,20,NA,NA,515905,"Homer","Charter"
"131",161,3,2005,7,1,1,7,130,"F",121,NA,13,NA,NA,515905,"Homer","Charter"
"132",161,3,2005,7,1,1,8,130,"F",122,NA,16,NA,NA,515905,"Homer","Charter"
"133",161,3,2005,7,1,1,9,130,"F",123,NA,16,NA,NA,515905,"Homer","Charter"
"134",161,3,2005,7,1,1,10,130,"F",116,NA,13,13,NA,515905,"Homer","Charter"
"135",161,3,2005,7,2,2,1,130,"M",107,NA,19,NA,NA,515902,"Homer","Charter"
"136",161,3,2005,7,2,2,2,130,"F",134,NA,20,NA,NA,515902,"Homer","Charter"
"137",161,3,2005,7,2,2,3,130,"F",123,NA,16,NA,NA,515902,"Homer","Charter"
"138",161,3,2005,7,2,2,4,130,"F",131,NA,23,NA,NA,515902,"Homer","Charter"
"139",161,3,2005,7,2,2,5,130,"F",134,NA,19,NA,NA,515902,"Homer","Charter"
"140",161,3,2005,7,3,3,1,130,"M",97,8.6,12,NA,NA,515831,"Homer","Charter"
"141",161,3,2005,7,3,3,2,130,"F",128,23.5,18,NA,NA,515905,"Homer","Charter"
"142",161,3,2005,7,3,3,3,130,"F",120,17,16,NA,NA,515905,"Homer","Charter"
"143",161,3,2005,7,3,3,4,130,"F",125,21.5,16,18,NA,515905,"Homer","Charter"
"144",161,3,2005,7,3,3,5,130,"M",95,8,13,NA,NA,515902,"Homer","Charter"
"145",161,3,2005,7,3,3,6,130,"F",114,12.5,12,NA,NA,515902,"Homer","Charter"
"146",161,3,2005,7,3,3,7,130,"M",103,10.5,23,NA,NA,515902,"Homer","Charter"
"147",161,3,2005,7,3,3,8,130,"F",106,10,12,NA,NA,515902,"Homer","Charter"
"148",161,3,2005,7,3,3,9,130,"F",101,10,11,NA,NA,515902,"Homer","Charter"
"149",161,3,2005,7,3,3,10,130,"F",128,22.5,17,NA,NA,515902,"Homer","Charter"
"150",161,3,2005,7,4,4,1,130,"F",99,12,19,NA,NA,515904,"Homer","Charter"
"151",161,3,2005,7,4,4,2,130,"F",124,20.5,16,NA,NA,515904,"Homer","Charter"
"152",161,3,2005,7,4,4,3,130,"F",138,26,16,17,NA,515904,"Homer","Charter"
"153",161,3,2005,7,4,4,4,130,"F",93,NA,8,NA,NA,525836,"Homer","Charter"
"154",161,3,2005,7,8,5,1,130,"F",100,10.5,13,NA,NA,515831,"Homer","Charter"
"155",161,3,2005,7,8,5,2,130,"F",97,10,11,NA,NA,515831,"Homer","Charter"
"156",161,3,2005,7,9,6,1,130,"M",94,11.5,11,NA,NA,525901,"Homer","Private"
"157",161,3,2005,7,10,7,1,130,"F",97,9,9,NA,NA,515831,"Homer","Charter"
"158",161,3,2005,7,10,7,2,130,"F",103,11.5,11,NA,NA,515831,"Homer","Charter"
"159",161,3,2005,7,10,7,3,130,"M",97,11,16,NA,NA,515831,"Homer","Charter"
"160",161,3,2005,7,10,7,4,130,"F",99,10,13,NA,NA,515831,"Homer","Charter"
"161",161,3,2005,7,13,8,1,130,"F",123,NA,18,NA,NA,525902,"Homer","Charter"
"162",161,3,2005,7,22,9,1,130,"F",113,NA,11,NA,NA,515905,"Homer","Charter"
"163",161,3,2005,7,22,9,2,130,"M",95,NA,11,NA,NA,515905,"Homer","Charter"
"164",161,3,2005,7,22,9,3,130,"M",103,NA,20,NA,NA,515905,"Homer","Charter"
"165",161,3,2005,7,22,9,4,130,"M",98,NA,11,NA,NA,515905,"Homer","Charter"
"166",161,3,2005,7,22,9,5,130,"M",90,NA,7,NA,NA,515905,"Homer","Charter"
"167",161,3,2005,7,23,10,1,130,"M",93,NA,11,NA,NA,515905,"Homer","Charter"
"168",161,3,2005,7,23,10,2,130,"M",97,NA,13,NA,NA,515905,"Homer","Charter"
"169",161,3,2005,7,23,10,3,130,"F",121,NA,16,NA,NA,515905,"Homer","Charter"
"170",161,3,2005,7,24,11,1,130,"F",119,17.5,13,16,NA,515903,"Homer","Charter"
"171",161,3,2005,7,24,11,2,130,"M",95,9,16,NA,NA,515903,"Homer","Charter"
"172",161,3,2005,7,24,11,3,130,"M",101,10,16,NA,NA,515905,"Homer","Charter"
"173",161,3,2005,7,24,11,4,130,"M",108,13,16,NA,NA,515905,"Homer","Charter"
"174",161,3,2005,7,24,11,5,130,"M",100,9.5,18,NA,NA,515905,"Homer","Charter"
"175",161,3,2005,7,24,11,6,130,"F",98,9,10,NA,NA,515905,"Homer","Charter"
"176",161,3,2005,7,24,11,7,130,"M",100,11,18,NA,NA,515905,"Homer","Charter"
"177",161,3,2005,7,25,12,1,130,"M",93,7,8,NA,NA,525901,"Homer","Private"
"178",161,3,2005,7,25,12,2,130,"M",92,7,8,NA,NA,525901,"Homer","Private"
"179",161,3,2005,7,28,13,1,130,"F",124,18,16,16,NA,525901,"Homer","Private"
"180",161,3,2005,7,28,13,2,130,"F",125,22,16,NA,NA,515831,"Homer","Charter"
"181",161,3,2005,7,31,14,1,130,"M",106,13,18,NA,NA,515905,"Homer","Charter"
"182",161,3,2005,7,31,14,2,130,"M",99,NA,15,NA,NA,515903,"Homer","Charter"
"183",161,3,2005,8,1,15,1,130,"F",128,22,22,NA,NA,515903,"Homer","Charter"
"184",161,3,2005,8,1,15,2,130,"M",98,9,16,NA,NA,515903,"Homer","Charter"
"185",161,3,2005,8,1,15,3,130,"F",130,23,20,NA,NA,515903,"Homer","Charter"
"186",161,3,2005,8,1,15,4,130,"M",110,14,18,NA,NA,515903,"Homer","Charter"
"187",161,3,2005,8,1,15,5,130,"F",112,12,12,NA,NA,515903,"Homer","Charter"
"188",161,3,2005,8,4,16,1,130,"F",133,NA,21,21,NA,515832,"Homer","Charter"
"189",161,3,2005,8,4,16,2,130,"F",98,NA,8,NA,NA,515832,"Homer","Charter"
"190",161,3,2005,8,4,16,3,130,"F",97,NA,9,NA,NA,515832,"Homer","Charter"
"191",161,3,2005,8,4,16,4,130,"M",95,NA,11,NA,NA,515832,"Homer","Charter"
"192",161,3,2005,8,4,16,5,130,"F",101,NA,8,NA,NA,515832,"Homer","Charter"
"193",161,3,2005,8,4,16,6,130,"F",96,NA,12,NA,NA,515832,"Homer","Charter"
"194",161,3,2005,8,4,16,7,130,"F",102,NA,12,NA,NA,515832,"Homer","Charter"
"195",161,3,2005,8,4,16,8,130,"F",127,NA,16,NA,NA,515832,"Homer","Charter"
"196",161,3,2005,8,4,16,9,130,"F",135,NA,24,NA,NA,515832,"Homer","Charter"
"197",161,3,2005,8,4,16,10,130,"F",126,NA,23,21,NA,515832,"Homer","Charter"
"198",161,3,2005,8,4,16,11,130,"F",111,NA,11,NA,NA,515832,"Homer","Charter"
"199",161,3,2005,8,4,16,12,130,"F",95,NA,9,NA,NA,515832,"Homer","Charter"
"200",161,3,2005,8,4,16,13,130,"F",118,NA,17,NA,NA,515832,"Homer","Charter"
"201",161,3,2005,8,4,16,14,130,"M",98,NA,12,NA,NA,515832,"Homer","Charter"
"202",161,3,2005,8,4,16,15,130,"M",99,NA,15,NA,NA,515832,"Homer","Charter"
"203",161,3,2005,8,4,16,16,130,"F",103,NA,10,NA,NA,515832,"Homer","Charter"
"204",161,3,2005,8,4,16,17,130,"F",134,NA,19,NA,NA,515832,"Homer","Charter"
"205",161,3,2005,8,4,16,18,130,"F",111,NA,13,NA,NA,515832,"Homer","Charter"
"206",161,3,2005,8,4,16,19,130,"F",112,NA,13,13,NA,515832,"Homer","Charter"
"207",161,3,2005,8,4,16,20,130,"F",96,NA,8,NA,NA,515832,"Homer","Charter"
"208",161,3,2005,8,6,17,1,130,"M",89,9,7,NA,NA,515905,"Homer","Private"
"209",161,3,2005,8,6,17,2,130,"M",100,11.5,21,NA,NA,515905,"Homer","Private"
"210",161,3,2005,8,6,17,3,130,"M",91,9,10,NA,NA,515905,"Homer","Private"
"211",161,3,2005,8,13,18,1,130,"M",94,9.5,8,NA,NA,515905,"Homer","Charter"
"212",161,3,2005,8,13,18,2,130,"F",104,11.5,10,NA,NA,515905,"Homer","Charter"
"213",161,3,2005,8,13,18,3,130,"F",131,27,19,NA,NA,515905,"Homer","Charter"
"214",161,3,2005,8,13,18,4,130,"F",136,31,21,NA,NA,515905,"Homer","Charter"
"215",161,3,2005,8,13,18,5,130,"F",127,22,20,19,NA,515905,"Homer","Charter"
"216",161,3,2005,8,13,18,6,130,"F",113,14,12,NA,NA,515905,"Homer","Charter"
"217",161,3,2005,8,13,18,7,130,"F",131,26,20,NA,NA,515905,"Homer","Charter"
"218",161,3,2005,8,13,18,8,130,"F",93,7.5,9,NA,NA,515905,"Homer","Charter"
"219",161,3,2005,8,14,19,1,130,"F",119,18.5,18,NA,NA,515831,"Homer","Charter"
"220",161,3,2005,8,14,19,2,130,"F",103,11.5,10,NA,NA,515831,"Homer","Charter"
"221",161,3,2005,8,14,19,3,130,"F",105,12.5,10,NA,NA,515831,"Homer","Charter"
"222",161,3,2005,8,14,19,4,130,"F",99,9.5,11,NA,NA,515831,"Homer","Charter"
"223",161,3,2005,8,14,19,5,130,"M",95,11,10,NA,NA,515905,"Homer","Charter"
"224",161,3,2005,8,14,19,6,130,"M",89,7,8,21,NA,515905,"Homer","Charter"
"225",161,3,2005,8,14,19,7,130,"M",91,8,9,NA,NA,515905,"Homer","Charter"
"226",161,3,2005,8,14,19,8,130,"F",132,25,15,NA,NA,515905,"Homer","Charter"
"227",161,3,2005,9,3,20,1,130,"F",124,17,21,NA,NA,525901,"Homer","Charter"
"228",161,2,2005,7,17,1,1,130,"F",119,NA,16,16,NA,495932,"Seward","Private"
"229",161,2,2005,7,17,1,2,130,"F",123,NA,16,NA,NA,495932,"Seward","Private"
"230",161,2,2005,7,17,1,3,130,"F",116,NA,13,NA,NA,495932,"Seward","Private"
"231",161,2,2005,7,17,1,4,130,"F",105,NA,9,NA,NA,495932,"Seward","Private"
"232",161,2,2005,7,21,2,1,130,"F",97,NA,8,NA,NA,505907,"Seward","Charter"
"233",161,2,2005,7,21,2,2,130,"M",99,NA,16,NA,NA,505907,"Seward","Charter"
"234",161,2,2005,7,21,2,3,130,"F",129,NA,22,NA,NA,505907,"Seward","Charter"
"235",161,2,2005,7,21,2,4,130,"F",116,NA,12,NA,NA,505907,"Seward","Charter"
"236",161,2,2005,7,21,2,5,130,"F",105,NA,17,NA,NA,505907,"Seward","Charter"
"237",161,2,2005,7,21,2,6,130,"F",122,21,21,20,NA,505907,"Seward","Charter"
"238",161,2,2005,7,21,2,7,130,"F",95,NA,8,NA,NA,505907,"Seward","Charter"
"239",161,2,2005,7,22,3,1,130,"F",114,15.5,18,NA,NA,485935,"Seward","Private"
"240",161,2,2005,7,22,3,2,130,"F",113,14.5,16,NA,NA,485935,"Seward","Charter"
"241",161,2,2005,7,26,4,1,130,"",127,NA,20,NA,NA,495932,"Seward","Charter"
"242",161,2,2005,7,26,4,2,130,"M",100,NA,19,NA,NA,495932,"Seward","Charter"
"243",161,2,2005,7,26,4,3,130,"",NA,NA,21,NA,NA,495932,"Seward","Charter"
"244",161,2,2005,7,26,4,4,130,"F",100,NA,13,NA,NA,495932,"Seward","Charter"
"245",161,2,2005,7,26,4,5,130,"M",100,NA,16,NA,NA,495932,"Seward","Charter"
"246",161,2,2005,7,28,5,1,130,"M",95,NA,16,18,NA,495932,"Seward","Charter"
"247",161,2,2005,7,28,5,2,130,"F",94,8,9,NA,NA,495932,"Seward","Charter"
"248",161,2,2005,7,28,5,3,130,"F",103,12.5,10,NA,NA,495932,"Seward","Charter"
"249",161,2,2005,7,28,5,4,130,"M",102,13,20,NA,NA,495932,"Seward","Charter"
"250",161,2,2005,7,28,5,5,130,"M",91,8,8,NA,NA,495932,"Seward","Charter"
"251",161,2,2005,7,28,5,6,130,"F",122,20,16,NA,NA,495932,"Seward","Charter"
"252",161,2,2005,7,28,5,7,130,"M",95,10,19,NA,NA,495932,"Seward","Charter"
"253",161,2,2005,7,28,5,8,130,"F",118,19.5,16,NA,NA,495932,"Seward","Charter"
"254",161,2,2005,7,29,6,1,130,"F",136,NA,24,NA,NA,505909,"Seward","Charter"
"255",161,2,2005,7,29,6,2,130,"F",121,15,19,18,NA,485932,"Seward","Charter"
"256",161,2,2005,7,29,6,3,130,"F",106,11,13,NA,NA,485931,"Seward","Charter"
"257",161,2,2005,7,29,6,4,130,"F",95,8,10,NA,NA,475931,"Seward","Charter"
"258",161,2,2005,7,29,6,5,130,"F",109,10,16,NA,NA,485932,"Seward","Charter"
"259",161,2,2005,7,29,6,6,130,"F",125,19,22,NA,NA,505909,"Seward","Charter"
"260",161,2,2005,7,29,6,7,130,"F",128,22,21,NA,NA,495931,"Seward","Charter"
"261",161,2,2005,7,30,7,1,130,"F",98,9,10,NA,NA,485932,"Seward","Charter"
"262",161,2,2005,7,30,7,2,130,"M",91,7.5,13,NA,NA,485932,"Seward","Charter"
"263",161,2,2005,7,30,7,3,130,"F",119,17,23,NA,NA,485932,"Seward","Charter"
"264",161,2,2005,7,30,7,4,130,"F",102,9.5,13,12,NA,485932,"Seward","Charter"
"265",161,2,2005,7,30,7,5,130,"F",116,14.5,18,NA,NA,485932,"Seward","Charter"
"266",161,2,2005,7,30,7,6,130,"F",96,10,NA,NA,NA,485932,"Seward","Charter"
"267",161,2,2005,7,30,7,7,130,"F",125,20,20,NA,NA,485932,"Seward","Charter"
"268",161,2,2005,7,30,7,8,130,"F",110,15,13,NA,NA,485932,"Seward","Charter"
"269",161,2,2005,7,30,7,9,130,"F",116,14,16,NA,NA,485932,"Seward","Charter"
"270",161,2,2005,7,30,7,10,130,"F",108,12,20,NA,NA,485932,"Seward","Charter"
"271",161,2,2005,7,30,7,11,130,"M",93,9,16,NA,NA,485932,"Seward","Charter"
"272",161,2,2005,7,30,7,12,130,"F",114,13.5,17,NA,NA,485932,"Seward","Charter"
"273",161,2,2005,7,30,7,13,130,"F",112,14.5,16,16,NA,485932,"Seward","Charter"
"274",161,2,2005,7,31,8,1,130,"F",112,13.5,9,NA,NA,485935,"Seward","Charter"
"275",161,2,2005,7,31,8,2,130,"F",109,13.5,NA,NA,NA,485935,"Seward","Charter"
"276",161,2,2005,7,31,8,3,130,"M",103,11.5,25,NA,NA,495932,"Seward","Charter"
"277",161,2,2005,7,31,8,4,130,"F",93,8,9,NA,NA,495932,"Seward","Charter"
"278",161,2,2005,7,31,8,5,130,"M",100,10.5,18,NA,NA,495932,"Seward","Charter"
"279",161,2,2005,7,31,8,6,130,"M",99,9,23,NA,NA,495932,"Seward","Charter"
