"YEAR","PORT","TARGET","BOATNAME","LOGBOOK","HOUR","NUMDAYS","ADFGSTATHAL","ADFGSTATRF","ADFGSTATLING","ADFGSTATCOMBI","INTLOC","CLIENTDAYS","CREWDAYS","HOURS_H","HOURS_R","HOURS_L","HOURS_COMBI","HAKEPT","GAFHAKEPT","HACAS","HARELCIR","HARELOTH","PELKEPT","PCAS","PELRSURF","PELRDRM","PELDEPTH","YEKEPT","YECAS","YERSURF","YERDRM","YEDEPTH","NPKEPT","NPCAS","NPRSURF","NPRDRM","NPDEPTH","LCKEPT","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODCAS","CODREL","SABKEPT","SABCAS","SABREL","POLKEPT","POLCAS","POLREL","SSKKEPT","SSKCAS","SSKREL","SDFKEPT","SDFCAS","SDFREL","PSSKEPT","PSSCAS","PSSREL","COMMENTS","MONTH","DAY","USER","SUBLOC","RESBAY","BOATHRS","HOUR_TOT","SFmgmtareaHAL","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
2023,"Homer","H","",,18,1,515936,,,,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,5,13,"Private",,,3,3,"CI",5,0,0,0,0,0,0,0,0,0
2023,"Homer","H","STELLAR 1",2310927,15,1,515907,,,,2,6,0,5,0,0,0,11,0,0,4,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Released 1 skate",5,15,"Charter",,,5,5,"CI",6,4,0,0,0,0,0,0,0,11
2023,"Homer","H","AMPHITRITE",231267,18,1,525931,,,,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,15,"Charter",,,4,4,"CI",4,0,0,0,0,0,0,0,0,3
2023,"Homer","H","",,14,1,515908,,,,5,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Harvested 4 Sole",5,15,"Private",,,4,4,"CI",4,0,0,0,0,0,0,0,0,2
2023,"Homer","H","",,16,1,525931,,,,4,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,15,"Private",,,4,4,"CI",5,0,0,0,0,0,0,0,0,7
2023,"Homer","B+S","ARTEMIS",231266,13,1,,515907,,,3,6,0,0,2,0,0,0,0,0,0,0,18,18,0,8,100,0,0,0,0,,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Charter",,,2,2,,6,0,0,18,8,0,0,8,18,0
2023,"Homer","H","",,13,1,525931,,,,3,2,0,5,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"said 5/16 (typo)",5,17,"Private",,,5,5,"CI",2,0,0,0,0,0,0,0,0,3
2023,"Homer","S","",,13,1,,,,515937,3,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,3,3,,2,0,0,2,0,0,0,0,0,0
2023,"Homer","B+S","",,14,1,,,,515937,5,4,0,6,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,6,6,,4,0,0,0,3,0,0,3,0,2
2023,"Homer","B+S","",,14,1,515936,,,,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,4,4,"CI",4,0,0,0,0,0,0,0,0,0
2023,"Homer","H","",,16,1,515937,,,,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,6,6,"CI",4,0,0,0,0,0,0,0,0,0
2023,"Homer","H","",,16,1,525902,,,,4,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,4,4,"CI",3,0,0,0,0,0,0,0,0,4
2023,"Homer","H","",,16,1,525931,,,,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,4,4,"CI",2,0,0,0,0,0,0,0,0,0
2023,"Homer","B+S","",,16,1,515936,,,,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,5,5,"CI",2,0,0,0,0,0,0,0,0,0
2023,"Homer","H","",,16,1,515935,,,,4,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,2,2,"CI",3,0,0,0,0,0,0,0,0,2
2023,"Homer","H","",,16,1,515936,,,,4,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,4,4,"CI",1,0,0,0,0,0,0,0,0,2
2023,"Homer","H","",,18,1,515936,,,,3,4,0,7,0,0,0,8,0,0,3,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,7,7,"CI",4,3,0,0,0,0,0,0,0,8
2023,"Homer","H","",,18,1,515935,,,,3,2,0,3,0,0,0,4,0,4,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,17,"Private",,,3,3,"CI",2,2,0,0,0,0,0,0,0,4
2023,"Seward","R","REVELATION",2310483,16,1,,495938,,,1,4,0,0,3,0,0,0,0,0,0,0,12,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,19,"Charter",,,3,3,,4,0,0,12,0,0,0,0,0,0
2023,"Seward","B","",,20,1,,,,496002,2,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,19,"Private",,"In",0.25,0.25,,1,0,0,0,0,0,0,0,0,0
2023,"Homer","H","WHISTLER",231262,16,1,515936,,,,1,7,0,7,0,0,0,10,0,10,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,7,7,"CI",7,0,0,0,0,0,0,0,0,10
2023,"Homer","B","ULTIMATE",2311260,14,1,525901,525901,,,2,13,0,0,0,0,3,26,0,26,1,0,3,3,0,0,150,2,2,0,0,,2,2,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,3,3,"CI",13,1,0,7,0,0,1,1,7,26
2023,"Homer","H","GAME CHANGER",232230,16,1,525902,,,,1,12,0,6,0,0,0,24,0,0,5,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,6,6,"CI",12,5,0,0,0,0,0,0,0,24
2023,"Homer","H","DIAMOND CAPE",231390,16,1,515906,,,,1,6,0,8,0,0,0,12,0,0,10,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,8,8,"CI",6,10,0,0,0,0,0,0,0,12
2023,"Homer","B","CURRENT LADY",231360,14,1,515903,515903,,,2,5,1,0,0,0,5,10,0,10,0,0,15,15,0,0,,0,0,0,0,,2,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,5,5,"CI",6,0,0,17,0,0,0,0,17,10
2023,"Homer","H","CRUSADER",231468,14,1,515908,,,,2,2,0,2,0,0,0,4,0,4,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,2,2,"CI",2,1,0,0,0,0,0,0,0,4
2023,"Homer","H","CASINO",2313637,16,1,535905,,,,1,10,0,3,0,0,0,10,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,3,3,"CI",10,1,0,0,0,0,0,0,0,10
2023,"Homer","H","BLACK PEARL",231283,14,1,525931,,,,2,6,0,5,0,0,0,12,0,12,3,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,5,26,"Charter",,,5,5,"CI",6,3,0,0,0,0,0,0,0,12
2023,"Homer","H","BEAU SOLELI",231322,16,1,525901,,,,1,6,0,2,0,0,0,12,0,0,8,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,2,2,"CI",6,8,0,0,0,0,0,0,0,12
2023,"Homer","H","BAY EXPLORER",231403,16,1,515907,,,,1,18,0,6,0,0,0,19,0,19,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,6,6,"CI",18,0,0,0,0,0,0,0,0,19
2023,"Homer","B","ARTEMIS",231266,17,1,515937,,,,3,6,0,4,0,0,0,12,0,12,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,,4,4,"CI",6,2,0,0,0,0,0,0,0,12
2023,"Homer","H","",,14,1,515907,,,,2,2,0,2,0,0,0,4,0,4,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,2,2,"CI",2,0,0,0,0,0,0,0,0,4
2023,"Homer","H","",,14,1,525931,,,,2,4,0,4,0,0,0,8,0,0,3,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,4,4,"CI",4,3,0,0,0,0,0,0,0,8
2023,"Homer","H","",,15,1,525931,,,,4,3,0,5,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,5,5,"CI",3,0,0,0,0,0,0,0,0,1
2023,"Homer","H","",,15,1,515907,,,,4,4,0,4,0,0,0,8,0,0,10,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,4,4,"CI",4,10,0,0,0,0,0,0,0,8
2023,"Homer","H","",,15,1,525931,,,,4,5,0,5,0,0,0,10,0,0,5,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,5,5,"CI",5,5,0,0,0,0,0,0,0,10
2023,"Homer","H","",,15,1,515932,,,,4,3,0,5,0,0,0,6,0,0,3,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,5,5,"CI",3,3,0,0,0,0,0,0,0,6
2023,"Homer","H","",,15,1,525902,,,,4,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,5,5,"CI",5,0,0,0,0,0,0,0,0,1
2023,"Homer","H","",,15,1,525902,,,,4,4,0,4,0,0,0,3,0,3,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,4,4,"CI",4,1,0,0,0,0,0,0,0,3
2023,"Homer","H","",,15,1,525931,,,,4,6,0,6,0,0,0,12,0,12,20,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,,6,6,"CI",6,20,0,0,0,0,0,0,0,12
2023,"Seward","B","STRIKER",230048,18,1,,,,495938,1,6,0,0,0,0,7,3,0,0,0,0,0,0,0,0,,0,0,0,0,,2,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,"In",7,7,,6,0,0,2,0,0,0,0,0,3
2023,"Seward","B","PERSEVERANCE",2310483,17,1,505932,505932,,,1,10,0,0,0,0,5,14,0,14,0,0,11,11,1,5,150,1,1,0,0,,1,1,0,0,,0,0,0,0,1,1,1,0,0,0,1,1,150,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,"Out",5,5,"NG",10,0,0,13,6,0,0,6,13,14
2023,"Seward","B","GONE AGAIN",230422,16,1,,,,495938,4,6,0,0,0,0,6,8,0,0,2,0,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FISHED BOTH INSIDE AND OUTSIDE THE BAY 5 HOURS OUT 1 IN",5,26,"Charter",,"Out",6,6,,6,2,0,1,0,0,0,0,0,8
2023,"Seward","B","CRACKERJACK",230425,17,1,,,,496001,1,6,0,0,0,0,4,2,0,0,0,0,12,0,0,0,,0,0,0,0,,1,0,0,0,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Charter",,"Out",4,4,,6,0,3,13,0,0,0,0,0,2
2023,"Seward","B","",,15,1,,,,495938,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,26,"Private",,"In",4,4,,3,0,0,1,0,0,0,0,0,0
2023,"Seward","B+S","",,18,1,,,,495938,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2 Kings",5,26,"Private",,"In",5,5,,2,0,0,0,0,0,0,0,0,0
2023,"Seward","B","",,15,1,,,,496002,2,3,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,"Targeted  P Cod",5,26,"Private",,"In",4.5,4.5,,3,0,0,0,0,0,0,0,0,0
2023,"Homer","B","ULTIMATE",2311260,16,1,525901,525901,,,1,16,0,0,0,0,5,31,0,0,0,0,21,0,0,0,,0,0,0,0,,1,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Charter",,,5,5,"CI",16,0,0,22,0,0,0,0,0,31
2023,"Homer","H","TOMAHAWK 2",231324,14,1,515937,,,,2,3,0,4,0,0,0,6,0,0,9,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Charter",,,4,4,"CI",3,9,0,0,0,0,0,0,0,6
2023,"Homer","B+S","STELLA",231452,16,1,,,,525901,3,3,0,3,1,0,0,6,0,6,6,0,2,0,0,0,,0,0,0,0,,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Captain said no Barotrama present",5,27,"Charter",,,4,4,,3,6,0,2,0,0,1,1,0,6
2023,"Homer","B","SHOOTER AGAIN",231258,12,1,,,,515907,3,5,0,0,0,0,5,1,0,1,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Charter",,,5,5,,5,0,0,0,0,0,0,0,0,1
2023,"Homer","B+S","ODEA",231194,12,1,525902,,,,3,6,0,2,0,0,0,12,0,12,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Charter",,,2,2,"CI",6,0,0,0,0,0,0,0,0,12
2023,"Homer","H","GHOST",2312877,15,1,525931,,,,4,6,0,7,0,0,0,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Charter",,,7,7,"CI",6,0,0,0,0,0,0,0,0,5
2023,"Homer","H","BLACK PEARL",231283,12,1,525902,,,,2,5,0,5,0,0,0,10,0,5,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Charter",,,5,5,"CI",5,0,0,0,0,0,0,0,0,10
2023,"Homer","H","BANSHEE",231877,15,1,515906,,,,4,6,0,6,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Charter",,,6,6,"CI",6,0,0,0,0,0,0,0,0,4
2023,"Homer","H","",,12,1,515937,,,,3,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Private",,,5,5,"CI",2,0,0,0,0,0,0,0,0,1
2023,"Homer","H","",,13,1,515936,,,,5,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Private",,,2,2,"CI",2,0,0,0,0,0,0,0,0,2
2023,"Homer","H","",,15,1,515937,,,,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Private",,,4,4,"CI",4,0,0,0,0,0,0,0,0,0
2023,"Homer","H","",,15,1,515907,,,,4,7,0,5,0,0,0,6,0,6,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Private",,,5,5,"CI",7,0,0,0,0,0,0,0,0,6
2023,"Homer","H","",,15,1,515905,,,,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Private",,,2,2,"CI",4,0,0,0,0,0,0,0,0,1
2023,"Homer","H","",,15,1,515907,,,,4,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Private",,,1,1,"CI",2,0,0,0,0,0,0,0,0,4
2023,"Homer","H","",,18,1,515936,,,,5,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,27,"Private",,,3,3,"CI",2,0,0,0,0,0,0,0,0,1
2023,"Seward","B","TAILWATCHER",2311999,19,1,,,,485935,2,12,3,6,0,0,0,3,0,3,0,0,44,44,0,0,,0,0,0,0,,1,1,0,0,,0,0,0,0,80,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,5,27,"Charter",,"Out",6,6,,15,0,0,45,0,0,0,0,45,3
